観測所番号,prec_no,国際地点番号,都道府県,name,地点,pref,capitol
84597,84,,長崎県,脇岬,脇岬（ワキミサキ）,長崎県,
85033,85,,佐賀県,唐津,唐津（カラツ）,佐賀県,
85116,85,,佐賀県,伊万里,伊万里（イマリ）,佐賀県,
85142,85,47813.0,佐賀県,佐賀,佐賀（サガ）,佐賀県,1.0
85161,85,,佐賀県,嬉野,嬉野（ウレシノ）,佐賀県,
85166,85,,佐賀県,白石,白石（シロイシ）,佐賀県,
85176,85,,佐賀県,川副,川副（カワソエ）,佐賀県,
86006,86,,熊本県,鹿北,鹿北（カホク）,熊本県,
86066,86,,熊本県,南小国,南小国（ミナミオグニ）,熊本県,
86086,86,,熊本県,岱明,岱明（タイメイ）,熊本県,
86101,86,,熊本県,菊池,菊池（キクチ）,熊本県,
86111,86,,熊本県,阿蘇乙姫,阿蘇乙姫（アソオトヒメ）,熊本県,
86141,86,47819.0,熊本県,熊本,熊本（クマモト）,熊本県,1.0
86146,86,,熊本県,益城,益城（マシキ）,熊本県,
86157,86,,熊本県,南阿蘇,南阿蘇（ミナミアソ）,熊本県,
86161,86,,熊本県,高森,高森（タカモリ）,熊本県,
86216,86,,熊本県,三角,三角（ミスミ）,熊本県,
86236,86,,熊本県,甲佐,甲佐（コウサ）,熊本県,
86271,86,,熊本県,松島,松島（マツシマ）,熊本県,
86316,86,,熊本県,本渡,本渡（ホンド）,熊本県,
86336,86,,熊本県,八代,八代（ヤツシロ）,熊本県,
86451,86,,熊本県,水俣,水俣（ミナマタ）,熊本県,
86467,86,47824.0,熊本県,人吉,人吉（ヒトヨシ）,熊本県,
86477,86,,熊本県,上,上（ウエ）,熊本県,
86491,86,47838.0,熊本県,牛深,牛深（ウシブカ）,熊本県,
87041,87,,宮崎県,高千穂,高千穂（タカチホ）,宮崎県,
87066,87,,宮崎県,古江,古江（フルエ）,宮崎県,
87071,87,,宮崎県,鞍岡,鞍岡（クラオカ）,宮崎県,
87141,87,47822.0,宮崎県,延岡,延岡（ノベオカ）,宮崎県,
87181,87,,宮崎県,日向,日向（ヒュウガ）,宮崎県,
87206,87,,宮崎県,神門,神門（ミカド）,宮崎県,
87231,87,,宮崎県,西米良,西米良（ニシメラ）,宮崎県,
87293,87,,宮崎県,高鍋,高鍋（タカナベ）,宮崎県,
87301,87,,宮崎県,加久藤,加久藤（カクトウ）,宮崎県,
87331,87,,宮崎県,西都,西都（サイト）,宮崎県,
87352,87,,宮崎県,小林,小林（コバヤシ）,宮崎県,
87376,87,47830.0,宮崎県,宮崎,宮崎（ミヤザキ）,宮崎県,1.0
87406,87,,宮崎県,田野,田野（タノ）,宮崎県,
87412,87,,宮崎県,赤江,赤江（アカエ）,宮崎県,
87426,87,47829.0,宮崎県,都城,都城（ミヤコノジョウ）,宮崎県,
87492,87,47835.0,宮崎県,油津,油津（アブラツ）,宮崎県,
87501,87,,宮崎県,串間,串間（クシマ）,宮崎県,
88061,88,47823.0,鹿児島県,阿久根,阿久根（アクネ）,鹿児島県,
88081,88,,鹿児島県,大口,大口（オオクチ）,鹿児島県,
88107,88,,鹿児島県,さつま柏原,さつま柏原（サツマカシワバル）,鹿児島県,
88131,88,,鹿児島県,中甑,中甑（ナカコシキ）,鹿児島県,
88151,88,,鹿児島県,川内,川内（センダイ）,鹿児島県,
88166,88,,鹿児島県,溝辺,溝辺（ミゾベ）,鹿児島県,
88261,88,,鹿児島県,東市来,東市来（ヒガシイチキ）,鹿児島県,
88286,88,,鹿児島県,牧之原,牧之原（マキノハラ）,鹿児島県,
88317,88,47827.0,鹿児島県,鹿児島,鹿児島（カゴシマ）,鹿児島県,1.0
88331,88,,鹿児島県,輝北,輝北（キホク）,鹿児島県,
88371,88,,鹿児島県,加世田,加世田（カセダ）,鹿児島県,
88406,88,,鹿児島県,志布志,志布志（シブシ）,鹿児島県,
88432,88,,鹿児島県,喜入,喜入（キイレ）,鹿児島県,
88442,88,,鹿児島県,鹿屋,鹿屋（カノヤ）,鹿児島県,
88447,88,,鹿児島県,肝付前田,肝付前田（キモツキマエダ）,鹿児島県,
88466,88,47831.0,鹿児島県,枕崎,枕崎（マクラザキ）,鹿児島県,
88486,88,,鹿児島県,指宿,指宿（イブスキ）,鹿児島県,
88506,88,,鹿児島県,内之浦,内之浦（ウチノウラ）,鹿児島県,
88536,88,,鹿児島県,田代,田代（タシロ）,鹿児島県,
88612,88,47837.0,鹿児島県,種子島,種子島（タネガシマ）,鹿児島県,
88621,88,,鹿児島県,中種子,中種子（ナカタネ）,鹿児島県,
88666,88,,鹿児島県,上中,上中（カミナカ）,鹿児島県,
88686,88,47836.0,鹿児島県,屋久島,屋久島（ヤクシマ）,鹿児島県,
88706,88,,鹿児島県,尾之間,尾之間（オノアイダ）,鹿児島県,
88736,88,,鹿児島県,中之島,中之島（ナカノシマ）,鹿児島県,
88821,88,,鹿児島県,笠利,笠利（カサリ）,鹿児島県,
88836,88,47909.0,鹿児島県,名瀬,名瀬（ナゼ）,鹿児島県,
88851,88,,鹿児島県,喜界島,喜界島（キカイジマ）,鹿児島県,
88901,88,,鹿児島県,古仁屋,古仁屋（コニヤ）,鹿児島県,
88931,88,,鹿児島県,天城,天城（アマギ）,鹿児島県,
88956,88,,鹿児島県,伊仙,伊仙（イセン）,鹿児島県,
88971,88,47942.0,鹿児島県,沖永良部,沖永良部（オキノエラブ）,鹿児島県,
88986,88,,鹿児島県,与論島,与論島（ヨロンジマ）,鹿児島県,
91011,91,,沖縄県,伊是名,伊是名（イゼナ）,沖縄県,
91021,91,,沖縄県,奥,奥（オク）,沖縄県,
91107,91,47940.0,沖縄県,名護,名護（ナゴ）,沖縄県,
91141,91,,沖縄県,北原,北原（キタハラ）,沖縄県,
91146,91,47929.0,沖縄県,久米島,久米島（クメジマ）,沖縄県,
91166,91,,沖縄県,宮城島,宮城島（ミヤギジマ）,沖縄県,
91181,91,,沖縄県,渡嘉敷,渡嘉敷（トカシキ）,沖縄県,
91197,91,47936.0,沖縄県,那覇,那覇（ナハ）,沖縄県,1.0
91236,91,,沖縄県,安次嶺,安次嶺（アシミネ）,沖縄県,
91241,91,,沖縄県,糸数,糸数（イトカズ）,沖縄県,
92006,91,,沖縄県,北大東,北大東（キタダイトウ）,沖縄県,
92011,91,47945.0,沖縄県,南大東（ミナミダイトウ）（南大東島,南大東（ミナミダイトウ）（南大東島（ミナミダイトウジマ））,沖縄県,
92012,91,,沖縄県,旧東,旧東（キュウトウ）,沖縄県,
93012,91,,沖縄県,下地島,下地島（シモジシマ）,沖縄県,
93041,91,47927.0,沖縄県,宮古島,宮古島（ミヤコジマ）,沖縄県,
93042,91,,沖縄県,鏡原,鏡原（カガミハラ）,沖縄県,
93062,91,,沖縄県,仲筋,仲筋（ナカスジ）,沖縄県,
94001,91,,沖縄県,伊原間,伊原間（イバルマ）,沖縄県,
94011,91,,沖縄県,所野,所野（トコロノ）,沖縄県,
94017,91,47912.0,沖縄県,与那国島,与那国島（ヨナグニジマ）,沖縄県,
94062,91,47917.0,沖縄県,西表島,西表島（イリオモテジマ）,沖縄県,
94081,91,47918.0,沖縄県,石垣島,石垣島（イシガキジマ）,沖縄県,
94086,91,,沖縄県,盛山,盛山（モリヤマ）,沖縄県,
94101,91,,沖縄県,大原,大原（オオハラ）,沖縄県,
94116,91,,沖縄県,波照間,波照間（ハテルマ）,沖縄県,
