date,max,year,month,day,month_day,month_day_flourish
1977-09-27,26.9,1977,9,27,09-27,9/27
1977-09-28,25.4,1977,9,28,09-28,9/28
1977-09-29,24.8,1977,9,29,09-29,9/29
1977-09-30,21.8,1977,9,30,09-30,9/30
1978-06-01,28.4,1978,6,1,06-01,6/1
1978-06-02,28.1,1978,6,2,06-02,6/2
1978-06-03,26.6,1978,6,3,06-03,6/3
1978-06-04,20.7,1978,6,4,06-04,6/4
1978-06-05,26.4,1978,6,5,06-05,6/5
1978-06-06,27.7,1978,6,6,06-06,6/6
1978-06-07,25.3,1978,6,7,06-07,6/7
1978-06-08,26.9,1978,6,8,06-08,6/8
1978-06-09,26.8,1978,6,9,06-09,6/9
1978-06-10,27.1,1978,6,10,06-10,6/10
1978-06-11,27.0,1978,6,11,06-11,6/11
1978-06-12,26.7,1978,6,12,06-12,6/12
1978-06-13,27.4,1978,6,13,06-13,6/13
1978-06-14,28.0,1978,6,14,06-14,6/14
1978-06-15,29.4,1978,6,15,06-15,6/15
1978-06-16,30.3,1978,6,16,06-16,6/16
1978-06-17,30.9,1978,6,17,06-17,6/17
1978-06-18,30.9,1978,6,18,06-18,6/18
1978-06-19,30.4,1978,6,19,06-19,6/19
1978-06-20,31.6,1978,6,20,06-20,6/20
1978-06-21,30.9,1978,6,21,06-21,6/21
1978-06-22,29.9,1978,6,22,06-22,6/22
1978-06-23,23.8,1978,6,23,06-23,6/23
1978-06-24,25.9,1978,6,24,06-24,6/24
1978-06-25,27.7,1978,6,25,06-25,6/25
1978-06-26,27.5,1978,6,26,06-26,6/26
1978-06-27,24.6,1978,6,27,06-27,6/27
1978-06-28,21.2,1978,6,28,06-28,6/28
1978-06-29,27.9,1978,6,29,06-29,6/29
1978-06-30,28.9,1978,6,30,06-30,6/30
1978-07-01,23.8,1978,7,1,07-01,7/1
1978-07-02,29.0,1978,7,2,07-02,7/2
1978-07-03,29.9,1978,7,3,07-03,7/3
1978-07-04,32.5,1978,7,4,07-04,7/4
1978-07-05,31.9,1978,7,5,07-05,7/5
1978-07-06,33.4,1978,7,6,07-06,7/6
1978-07-07,31.9,1978,7,7,07-07,7/7
1978-07-08,33.0,1978,7,8,07-08,7/8
1978-07-09,31.4,1978,7,9,07-09,7/9
1978-07-10,31.1,1978,7,10,07-10,7/10
1978-07-11,29.7,1978,7,11,07-11,7/11
1978-07-12,30.0,1978,7,12,07-12,7/12
1978-07-13,31.7,1978,7,13,07-13,7/13
1978-07-14,30.7,1978,7,14,07-14,7/14
1978-07-15,30.1,1978,7,15,07-15,7/15
1978-07-16,30.8,1978,7,16,07-16,7/16
1978-07-17,31.4,1978,7,17,07-17,7/17
1978-07-18,31.1,1978,7,18,07-18,7/18
1978-07-19,32.5,1978,7,19,07-19,7/19
1978-07-20,31.2,1978,7,20,07-20,7/20
1978-07-21,29.3,1978,7,21,07-21,7/21
1978-07-22,32.9,1978,7,22,07-22,7/22
1978-07-23,33.6,1978,7,23,07-23,7/23
1978-07-24,33.2,1978,7,24,07-24,7/24
1978-07-25,33.4,1978,7,25,07-25,7/25
1978-07-26,31.6,1978,7,26,07-26,7/26
1978-07-27,32.9,1978,7,27,07-27,7/27
1978-07-28,33.3,1978,7,28,07-28,7/28
1978-07-29,32.7,1978,7,29,07-29,7/29
1978-07-30,32.6,1978,7,30,07-30,7/30
1978-07-31,32.6,1978,7,31,07-31,7/31
1978-08-01,30.7,1978,8,1,08-01,8/1
1978-08-02,33.8,1978,8,2,08-02,8/2
1978-08-03,31.3,1978,8,3,08-03,8/3
1978-08-04,31.6,1978,8,4,08-04,8/4
1978-08-05,34.2,1978,8,5,08-05,8/5
1978-08-06,33.5,1978,8,6,08-06,8/6
1978-08-07,33.2,1978,8,7,08-07,8/7
1978-08-08,32.6,1978,8,8,08-08,8/8
1978-08-09,34.5,1978,8,9,08-09,8/9
1978-08-10,31.8,1978,8,10,08-10,8/10
1978-08-11,33.5,1978,8,11,08-11,8/11
1978-08-12,35.0,1978,8,12,08-12,8/12
1978-08-13,34.3,1978,8,13,08-13,8/13
1978-08-14,32.7,1978,8,14,08-14,8/14
1978-08-15,35.5,1978,8,15,08-15,8/15
1978-08-16,35.0,1978,8,16,08-16,8/16
1978-08-17,31.7,1978,8,17,08-17,8/17
1978-08-18,28.6,1978,8,18,08-18,8/18
1978-08-19,32.7,1978,8,19,08-19,8/19
1978-08-20,32.6,1978,8,20,08-20,8/20
1978-08-21,35.1,1978,8,21,08-21,8/21
1978-08-22,36.3,1978,8,22,08-22,8/22
1978-08-23,35.6,1978,8,23,08-23,8/23
1978-08-24,35.9,1978,8,24,08-24,8/24
1978-08-25,29.8,1978,8,25,08-25,8/25
1978-08-26,30.5,1978,8,26,08-26,8/26
1978-08-27,31.7,1978,8,27,08-27,8/27
1978-08-28,32.0,1978,8,28,08-28,8/28
1978-08-29,32.9,1978,8,29,08-29,8/29
1978-08-30,33.3,1978,8,30,08-30,8/30
1978-08-31,31.7,1978,8,31,08-31,8/31
1978-09-01,25.0,1978,9,1,09-01,9/1
1978-09-02,27.2,1978,9,2,09-02,9/2
1978-09-03,27.6,1978,9,3,09-03,9/3
1978-09-04,29.5,1978,9,4,09-04,9/4
1978-09-05,22.5,1978,9,5,09-05,9/5
1978-09-06,26.6,1978,9,6,09-06,9/6
1978-09-07,26.1,1978,9,7,09-07,9/7
1978-09-08,26.9,1978,9,8,09-08,9/8
1978-09-09,28.7,1978,9,9,09-09,9/9
1978-09-10,33.1,1978,9,10,09-10,9/10
1978-09-11,26.8,1978,9,11,09-11,9/11
1978-09-12,20.4,1978,9,12,09-12,9/12
1978-09-13,20.0,1978,9,13,09-13,9/13
1978-09-14,21.7,1978,9,14,09-14,9/14
1978-09-15,24.9,1978,9,15,09-15,9/15
1978-09-16,22.2,1978,9,16,09-16,9/16
1978-09-17,31.6,1978,9,17,09-17,9/17
1978-09-18,28.5,1978,9,18,09-18,9/18
1978-09-19,27.5,1978,9,19,09-19,9/19
1978-09-20,28.2,1978,9,20,09-20,9/20
1978-09-21,24.1,1978,9,21,09-21,9/21
1978-09-22,25.4,1978,9,22,09-22,9/22
1978-09-23,21.4,1978,9,23,09-23,9/23
1978-09-24,23.4,1978,9,24,09-24,9/24
1978-09-25,27.0,1978,9,25,09-25,9/25
1978-09-26,27.2,1978,9,26,09-26,9/26
1978-09-27,23.6,1978,9,27,09-27,9/27
1978-09-28,21.0,1978,9,28,09-28,9/28
1978-09-29,18.2,1978,9,29,09-29,9/29
1978-09-30,22.4,1978,9,30,09-30,9/30
1979-06-01,24.4,1979,6,1,06-01,6/1
1979-06-02,24.0,1979,6,2,06-02,6/2
1979-06-03,24.8,1979,6,3,06-03,6/3
1979-06-04,25.6,1979,6,4,06-04,6/4
1979-06-05,25.7,1979,6,5,06-05,6/5
1979-06-06,26.0,1979,6,6,06-06,6/6
1979-06-07,25.1,1979,6,7,06-07,6/7
1979-06-08,28.4,1979,6,8,06-08,6/8
1979-06-09,28.6,1979,6,9,06-09,6/9
1979-06-10,28.7,1979,6,10,06-10,6/10
1979-06-11,26.0,1979,6,11,06-11,6/11
1979-06-12,23.1,1979,6,12,06-12,6/12
1979-06-13,24.6,1979,6,13,06-13,6/13
1979-06-14,20.3,1979,6,14,06-14,6/14
1979-06-15,26.4,1979,6,15,06-15,6/15
1979-06-16,27.0,1979,6,16,06-16,6/16
1979-06-17,29.7,1979,6,17,06-17,6/17
1979-06-18,31.4,1979,6,18,06-18,6/18
1979-06-19,30.7,1979,6,19,06-19,6/19
1979-06-20,31.1,1979,6,20,06-20,6/20
1979-06-21,31.6,1979,6,21,06-21,6/21
1979-06-22,33.3,1979,6,22,06-22,6/22
1979-06-23,33.0,1979,6,23,06-23,6/23
1979-06-24,33.4,1979,6,24,06-24,6/24
1979-06-25,34.1,1979,6,25,06-25,6/25
1979-06-26,32.1,1979,6,26,06-26,6/26
1979-06-27,27.4,1979,6,27,06-27,6/27
1979-06-28,30.4,1979,6,28,06-28,6/28
1979-06-29,26.5,1979,6,29,06-29,6/29
1979-06-30,24.4,1979,6,30,06-30,6/30
1979-07-01,28.9,1979,7,1,07-01,7/1
1979-07-02,31.8,1979,7,2,07-02,7/2
1979-07-03,28.6,1979,7,3,07-03,7/3
1979-07-04,23.8,1979,7,4,07-04,7/4
1979-07-05,28.4,1979,7,5,07-05,7/5
1979-07-06,30.6,1979,7,6,07-06,7/6
1979-07-07,29.1,1979,7,7,07-07,7/7
1979-07-08,27.1,1979,7,8,07-08,7/8
1979-07-09,29.3,1979,7,9,07-09,7/9
1979-07-10,29.0,1979,7,10,07-10,7/10
1979-07-11,28.7,1979,7,11,07-11,7/11
1979-07-12,31.6,1979,7,12,07-12,7/12
1979-07-13,26.3,1979,7,13,07-13,7/13
1979-07-14,21.7,1979,7,14,07-14,7/14
1979-07-15,24.4,1979,7,15,07-15,7/15
1979-07-16,23.6,1979,7,16,07-16,7/16
1979-07-17,25.1,1979,7,17,07-17,7/17
1979-07-18,22.7,1979,7,18,07-18,7/18
1979-07-19,26.0,1979,7,19,07-19,7/19
1979-07-20,23.9,1979,7,20,07-20,7/20
1979-07-21,27.7,1979,7,21,07-21,7/21
1979-07-22,29.4,1979,7,22,07-22,7/22
1979-07-23,31.9,1979,7,23,07-23,7/23
1979-07-24,32.9,1979,7,24,07-24,7/24
1979-07-25,31.6,1979,7,25,07-25,7/25
1979-07-26,30.9,1979,7,26,07-26,7/26
1979-07-27,30.0,1979,7,27,07-27,7/27
1979-07-28,30.2,1979,7,28,07-28,7/28
1979-07-29,32.3,1979,7,29,07-29,7/29
1979-07-30,32.4,1979,7,30,07-30,7/30
1979-07-31,34.3,1979,7,31,07-31,7/31
1979-08-01,32.8,1979,8,1,08-01,8/1
1979-08-02,33.5,1979,8,2,08-02,8/2
1979-08-03,30.7,1979,8,3,08-03,8/3
1979-08-04,28.6,1979,8,4,08-04,8/4
1979-08-05,32.7,1979,8,5,08-05,8/5
1979-08-06,32.8,1979,8,6,08-06,8/6
1979-08-07,32.4,1979,8,7,08-07,8/7
1979-08-08,31.0,1979,8,8,08-08,8/8
1979-08-09,32.2,1979,8,9,08-09,8/9
1979-08-10,32.6,1979,8,10,08-10,8/10
1979-08-11,30.5,1979,8,11,08-11,8/11
1979-08-12,32.1,1979,8,12,08-12,8/12
1979-08-13,32.7,1979,8,13,08-13,8/13
1979-08-14,33.3,1979,8,14,08-14,8/14
1979-08-15,31.7,1979,8,15,08-15,8/15
1979-08-16,32.8,1979,8,16,08-16,8/16
1979-08-17,33.1,1979,8,17,08-17,8/17
1979-08-18,32.5,1979,8,18,08-18,8/18
1979-08-19,33.1,1979,8,19,08-19,8/19
1979-08-20,28.4,1979,8,20,08-20,8/20
1979-08-21,26.4,1979,8,21,08-21,8/21
1979-08-22,32.2,1979,8,22,08-22,8/22
1979-08-23,31.3,1979,8,23,08-23,8/23
1979-08-24,30.5,1979,8,24,08-24,8/24
1979-08-25,27.1,1979,8,25,08-25,8/25
1979-08-26,30.3,1979,8,26,08-26,8/26
1979-08-27,33.5,1979,8,27,08-27,8/27
1979-08-28,29.4,1979,8,28,08-28,8/28
1979-08-29,26.9,1979,8,29,08-29,8/29
1979-08-30,24.2,1979,8,30,08-30,8/30
1979-08-31,28.4,1979,8,31,08-31,8/31
1979-09-01,28.4,1979,9,1,09-01,9/1
1979-09-02,27.3,1979,9,2,09-02,9/2
1979-09-03,30.5,1979,9,3,09-03,9/3
1979-09-04,30.1,1979,9,4,09-04,9/4
1979-09-05,32.7,1979,9,5,09-05,9/5
1979-09-06,29.9,1979,9,6,09-06,9/6
1979-09-07,29.6,1979,9,7,09-07,9/7
1979-09-08,31.9,1979,9,8,09-08,9/8
1979-09-09,28.3,1979,9,9,09-09,9/9
1979-09-10,28.6,1979,9,10,09-10,9/10
1979-09-11,28.3,1979,9,11,09-11,9/11
1979-09-12,27.4,1979,9,12,09-12,9/12
1979-09-13,28.0,1979,9,13,09-13,9/13
1979-09-14,28.5,1979,9,14,09-14,9/14
1979-09-15,29.7,1979,9,15,09-15,9/15
1979-09-16,26.3,1979,9,16,09-16,9/16
1979-09-17,23.7,1979,9,17,09-17,9/17
1979-09-18,28.4,1979,9,18,09-18,9/18
1979-09-19,31.2,1979,9,19,09-19,9/19
1979-09-20,27.8,1979,9,20,09-20,9/20
1979-09-21,27.3,1979,9,21,09-21,9/21
1979-09-22,30.0,1979,9,22,09-22,9/22
1979-09-23,31.5,1979,9,23,09-23,9/23
1979-09-24,22.2,1979,9,24,09-24,9/24
1979-09-25,20.4,1979,9,25,09-25,9/25
1979-09-26,21.4,1979,9,26,09-26,9/26
1979-09-27,23.4,1979,9,27,09-27,9/27
1979-09-28,21.9,1979,9,28,09-28,9/28
1979-09-29,20.4,1979,9,29,09-29,9/29
1979-09-30,23.7,1979,9,30,09-30,9/30
1980-06-01,25.0,1980,6,1,06-01,6/1
1980-06-02,27.3,1980,6,2,06-02,6/2
1980-06-03,28.3,1980,6,3,06-03,6/3
1980-06-04,24.9,1980,6,4,06-04,6/4
1980-06-05,27.2,1980,6,5,06-05,6/5
1980-06-06,28.5,1980,6,6,06-06,6/6
1980-06-07,28.2,1980,6,7,06-07,6/7
1980-06-08,24.9,1980,6,8,06-08,6/8
1980-06-09,24.8,1980,6,9,06-09,6/9
1980-06-10,27.2,1980,6,10,06-10,6/10
1980-06-11,25.7,1980,6,11,06-11,6/11
1980-06-12,27.3,1980,6,12,06-12,6/12
1980-06-13,27.2,1980,6,13,06-13,6/13
1980-06-14,29.7,1980,6,14,06-14,6/14
1980-06-15,28.5,1980,6,15,06-15,6/15
1980-06-16,30.0,1980,6,16,06-16,6/16
1980-06-17,28.8,1980,6,17,06-17,6/17
1980-06-18,31.6,1980,6,18,06-18,6/18
1980-06-19,28.3,1980,6,19,06-19,6/19
1980-06-20,20.7,1980,6,20,06-20,6/20
1980-06-21,21.1,1980,6,21,06-21,6/21
1980-06-22,25.3,1980,6,22,06-22,6/22
1980-06-23,26.9,1980,6,23,06-23,6/23
1980-06-24,29.1,1980,6,24,06-24,6/24
1980-06-25,30.9,1980,6,25,06-25,6/25
1980-06-26,27.0,1980,6,26,06-26,6/26
1980-06-27,28.4,1980,6,27,06-27,6/27
1980-06-28,30.1,1980,6,28,06-28,6/28
1980-06-29,21.8,1980,6,29,06-29,6/29
1980-06-30,24.0,1980,6,30,06-30,6/30
1980-07-01,23.0,1980,7,1,07-01,7/1
1980-07-02,18.5,1980,7,2,07-02,7/2
1980-07-03,26.3,1980,7,3,07-03,7/3
1980-07-04,27.6,1980,7,4,07-04,7/4
1980-07-05,26.0,1980,7,5,07-05,7/5
1980-07-06,27.2,1980,7,6,07-06,7/6
1980-07-07,29.1,1980,7,7,07-07,7/7
1980-07-08,26.9,1980,7,8,07-08,7/8
1980-07-09,22.6,1980,7,9,07-09,7/9
1980-07-10,26.3,1980,7,10,07-10,7/10
1980-07-11,24.8,1980,7,11,07-11,7/11
1980-07-12,31.9,1980,7,12,07-12,7/12
1980-07-13,27.4,1980,7,13,07-13,7/13
1980-07-14,28.6,1980,7,14,07-14,7/14
1980-07-15,32.6,1980,7,15,07-15,7/15
1980-07-16,24.3,1980,7,16,07-16,7/16
1980-07-17,24.1,1980,7,17,07-17,7/17
1980-07-18,22.0,1980,7,18,07-18,7/18
1980-07-19,28.5,1980,7,19,07-19,7/19
1980-07-20,31.1,1980,7,20,07-20,7/20
1980-07-21,31.1,1980,7,21,07-21,7/21
1980-07-22,30.7,1980,7,22,07-22,7/22
1980-07-23,33.0,1980,7,23,07-23,7/23
1980-07-24,32.5,1980,7,24,07-24,7/24
1980-07-25,29.6,1980,7,25,07-25,7/25
1980-07-26,29.7,1980,7,26,07-26,7/26
1980-07-27,25.0,1980,7,27,07-27,7/27
1980-07-28,27.7,1980,7,28,07-28,7/28
1980-07-29,26.0,1980,7,29,07-29,7/29
1980-07-30,24.7,1980,7,30,07-30,7/30
1980-07-31,29.1,1980,7,31,07-31,7/31
1980-08-01,24.5,1980,8,1,08-01,8/1
1980-08-02,23.0,1980,8,2,08-02,8/2
1980-08-03,21.0,1980,8,3,08-03,8/3
1980-08-04,22.6,1980,8,4,08-04,8/4
1980-08-05,26.5,1980,8,5,08-05,8/5
1980-08-06,25.0,1980,8,6,08-06,8/6
1980-08-07,26.4,1980,8,7,08-07,8/7
1980-08-08,23.9,1980,8,8,08-08,8/8
1980-08-09,27.2,1980,8,9,08-09,8/9
1980-08-10,27.1,1980,8,10,08-10,8/10
1980-08-11,29.3,1980,8,11,08-11,8/11
1980-08-12,30.1,1980,8,12,08-12,8/12
1980-08-13,30.8,1980,8,13,08-13,8/13
1980-08-14,31.0,1980,8,14,08-14,8/14
1980-08-15,32.2,1980,8,15,08-15,8/15
1980-08-16,22.1,1980,8,16,08-16,8/16
1980-08-17,28.0,1980,8,17,08-17,8/17
1980-08-18,27.9,1980,8,18,08-18,8/18
1980-08-19,29.0,1980,8,19,08-19,8/19
1980-08-20,27.1,1980,8,20,08-20,8/20
1980-08-21,27.9,1980,8,21,08-21,8/21
1980-08-22,25.6,1980,8,22,08-22,8/22
1980-08-23,27.3,1980,8,23,08-23,8/23
1980-08-24,31.1,1980,8,24,08-24,8/24
1980-08-25,26.9,1980,8,25,08-25,8/25
1980-08-26,21.6,1980,8,26,08-26,8/26
1980-08-27,22.2,1980,8,27,08-27,8/27
1980-08-28,26.8,1980,8,28,08-28,8/28
1980-08-29,26.9,1980,8,29,08-29,8/29
1980-08-30,28.2,1980,8,30,08-30,8/30
1980-08-31,25.0,1980,8,31,08-31,8/31
1980-09-01,28.9,1980,9,1,09-01,9/1
1980-09-02,26.1,1980,9,2,09-02,9/2
1980-09-03,28.9,1980,9,3,09-03,9/3
1980-09-04,29.3,1980,9,4,09-04,9/4
1980-09-05,30.6,1980,9,5,09-05,9/5
1980-09-06,31.9,1980,9,6,09-06,9/6
1980-09-07,31.8,1980,9,7,09-07,9/7
1980-09-08,27.3,1980,9,8,09-08,9/8
1980-09-09,24.6,1980,9,9,09-09,9/9
1980-09-10,26.0,1980,9,10,09-10,9/10
1980-09-11,30.8,1980,9,11,09-11,9/11
1980-09-12,29.8,1980,9,12,09-12,9/12
1980-09-13,30.0,1980,9,13,09-13,9/13
1980-09-14,28.9,1980,9,14,09-14,9/14
1980-09-15,29.6,1980,9,15,09-15,9/15
1980-09-16,28.1,1980,9,16,09-16,9/16
1980-09-17,28.7,1980,9,17,09-17,9/17
1980-09-18,25.1,1980,9,18,09-18,9/18
1980-09-19,24.1,1980,9,19,09-19,9/19
1980-09-20,25.6,1980,9,20,09-20,9/20
1980-09-21,25.5,1980,9,21,09-21,9/21
1980-09-22,27.5,1980,9,22,09-22,9/22
1980-09-23,22.3,1980,9,23,09-23,9/23
1980-09-24,20.3,1980,9,24,09-24,9/24
1980-09-25,18.7,1980,9,25,09-25,9/25
1980-09-26,18.4,1980,9,26,09-26,9/26
1980-09-27,16.1,1980,9,27,09-27,9/27
1980-09-28,20.3,1980,9,28,09-28,9/28
1980-09-29,22.2,1980,9,29,09-29,9/29
1980-09-30,24.1,1980,9,30,09-30,9/30
1981-06-01,21.2,1981,6,1,06-01,6/1
1981-06-02,23.7,1981,6,2,06-02,6/2
1981-06-03,24.4,1981,6,3,06-03,6/3
1981-06-04,22.4,1981,6,4,06-04,6/4
1981-06-05,23.4,1981,6,5,06-05,6/5
1981-06-06,24.5,1981,6,6,06-06,6/6
1981-06-07,24.9,1981,6,7,06-07,6/7
1981-06-08,25.7,1981,6,8,06-08,6/8
1981-06-09,25.4,1981,6,9,06-09,6/9
1981-06-10,25.3,1981,6,10,06-10,6/10
1981-06-11,23.5,1981,6,11,06-11,6/11
1981-06-12,21.8,1981,6,12,06-12,6/12
1981-06-13,21.8,1981,6,13,06-13,6/13
1981-06-14,21.7,1981,6,14,06-14,6/14
1981-06-15,22.4,1981,6,15,06-15,6/15
1981-06-16,25.9,1981,6,16,06-16,6/16
1981-06-17,26.9,1981,6,17,06-17,6/17
1981-06-18,26.5,1981,6,18,06-18,6/18
1981-06-19,19.7,1981,6,19,06-19,6/19
1981-06-20,17.5,1981,6,20,06-20,6/20
1981-06-21,16.0,1981,6,21,06-21,6/21
1981-06-22,19.3,1981,6,22,06-22,6/22
1981-06-23,28.4,1981,6,23,06-23,6/23
1981-06-24,24.5,1981,6,24,06-24,6/24
1981-06-25,24.5,1981,6,25,06-25,6/25
1981-06-26,23.4,1981,6,26,06-26,6/26
1981-06-27,23.4,1981,6,27,06-27,6/27
1981-06-28,21.4,1981,6,28,06-28,6/28
1981-06-29,32.0,1981,6,29,06-29,6/29
1981-06-30,27.5,1981,6,30,06-30,6/30
1981-07-01,24.4,1981,7,1,07-01,7/1
1981-07-02,22.5,1981,7,2,07-02,7/2
1981-07-03,20.6,1981,7,3,07-03,7/3
1981-07-04,23.2,1981,7,4,07-04,7/4
1981-07-05,26.4,1981,7,5,07-05,7/5
1981-07-06,29.2,1981,7,6,07-06,7/6
1981-07-07,32.6,1981,7,7,07-07,7/7
1981-07-08,30.6,1981,7,8,07-08,7/8
1981-07-09,32.0,1981,7,9,07-09,7/9
1981-07-10,33.0,1981,7,10,07-10,7/10
1981-07-11,32.2,1981,7,11,07-11,7/11
1981-07-12,32.1,1981,7,12,07-12,7/12
1981-07-13,32.6,1981,7,13,07-13,7/13
1981-07-14,30.4,1981,7,14,07-14,7/14
1981-07-15,31.5,1981,7,15,07-15,7/15
1981-07-16,34.1,1981,7,16,07-16,7/16
1981-07-17,34.3,1981,7,17,07-17,7/17
1981-07-18,33.6,1981,7,18,07-18,7/18
1981-07-19,32.2,1981,7,19,07-19,7/19
1981-07-20,32.4,1981,7,20,07-20,7/20
1981-07-21,31.4,1981,7,21,07-21,7/21
1981-07-22,32.6,1981,7,22,07-22,7/22
1981-07-23,27.9,1981,7,23,07-23,7/23
1981-07-24,26.1,1981,7,24,07-24,7/24
1981-07-25,30.1,1981,7,25,07-25,7/25
1981-07-26,29.9,1981,7,26,07-26,7/26
1981-07-27,29.5,1981,7,27,07-27,7/27
1981-07-28,29.9,1981,7,28,07-28,7/28
1981-07-29,32.2,1981,7,29,07-29,7/29
1981-07-30,29.5,1981,7,30,07-30,7/30
1981-07-31,30.9,1981,7,31,07-31,7/31
1981-08-01,31.7,1981,8,1,08-01,8/1
1981-08-02,32.5,1981,8,2,08-02,8/2
1981-08-03,31.1,1981,8,3,08-03,8/3
1981-08-04,31.8,1981,8,4,08-04,8/4
1981-08-05,32.9,1981,8,5,08-05,8/5
1981-08-06,27.8,1981,8,6,08-06,8/6
1981-08-07,28.9,1981,8,7,08-07,8/7
1981-08-08,26.7,1981,8,8,08-08,8/8
1981-08-09,29.0,1981,8,9,08-09,8/9
1981-08-10,31.7,1981,8,10,08-10,8/10
1981-08-11,31.4,1981,8,11,08-11,8/11
1981-08-12,30.4,1981,8,12,08-12,8/12
1981-08-13,28.9,1981,8,13,08-13,8/13
1981-08-14,27.5,1981,8,14,08-14,8/14
1981-08-15,27.9,1981,8,15,08-15,8/15
1981-08-16,28.9,1981,8,16,08-16,8/16
1981-08-17,28.1,1981,8,17,08-17,8/17
1981-08-18,30.0,1981,8,18,08-18,8/18
1981-08-19,30.7,1981,8,19,08-19,8/19
1981-08-20,29.0,1981,8,20,08-20,8/20
1981-08-21,28.1,1981,8,21,08-21,8/21
1981-08-22,28.7,1981,8,22,08-22,8/22
1981-08-23,31.4,1981,8,23,08-23,8/23
1981-08-24,30.2,1981,8,24,08-24,8/24
1981-08-25,29.1,1981,8,25,08-25,8/25
1981-08-26,30.3,1981,8,26,08-26,8/26
1981-08-27,32.0,1981,8,27,08-27,8/27
1981-08-28,27.6,1981,8,28,08-28,8/28
1981-08-29,29.3,1981,8,29,08-29,8/29
1981-08-30,32.4,1981,8,30,08-30,8/30
1981-08-31,33.9,1981,8,31,08-31,8/31
1981-09-01,31.3,1981,9,1,09-01,9/1
1981-09-02,31.6,1981,9,2,09-02,9/2
1981-09-03,30.8,1981,9,3,09-03,9/3
1981-09-04,30.0,1981,9,4,09-04,9/4
1981-09-05,24.9,1981,9,5,09-05,9/5
1981-09-06,24.6,1981,9,6,09-06,9/6
1981-09-07,25.3,1981,9,7,09-07,9/7
1981-09-08,25.0,1981,9,8,09-08,9/8
1981-09-09,24.2,1981,9,9,09-09,9/9
1981-09-10,26.6,1981,9,10,09-10,9/10
1981-09-11,22.5,1981,9,11,09-11,9/11
1981-09-12,20.5,1981,9,12,09-12,9/12
1981-09-13,23.9,1981,9,13,09-13,9/13
1981-09-14,23.9,1981,9,14,09-14,9/14
1981-09-15,23.8,1981,9,15,09-15,9/15
1981-09-16,24.5,1981,9,16,09-16,9/16
1981-09-17,24.6,1981,9,17,09-17,9/17
1981-09-18,26.1,1981,9,18,09-18,9/18
1981-09-19,21.8,1981,9,19,09-19,9/19
1981-09-20,20.7,1981,9,20,09-20,9/20
1981-09-21,24.2,1981,9,21,09-21,9/21
1981-09-22,25.0,1981,9,22,09-22,9/22
1981-09-23,25.7,1981,9,23,09-23,9/23
1981-09-24,26.8,1981,9,24,09-24,9/24
1981-09-25,23.1,1981,9,25,09-25,9/25
1981-09-26,22.1,1981,9,26,09-26,9/26
1981-09-27,30.1,1981,9,27,09-27,9/27
1981-09-28,28.5,1981,9,28,09-28,9/28
1981-09-29,19.9,1981,9,29,09-29,9/29
1981-09-30,22.8,1981,9,30,09-30,9/30
1982-06-01,21.7,1982,6,1,06-01,6/1
1982-06-02,24.4,1982,6,2,06-02,6/2
1982-06-03,24.9,1982,6,3,06-03,6/3
1982-06-04,19.7,1982,6,4,06-04,6/4
1982-06-05,25.8,1982,6,5,06-05,6/5
1982-06-06,25.2,1982,6,6,06-06,6/6
1982-06-07,24.3,1982,6,7,06-07,6/7
1982-06-08,28.7,1982,6,8,06-08,6/8
1982-06-09,27.8,1982,6,9,06-09,6/9
1982-06-10,26.8,1982,6,10,06-10,6/10
1982-06-11,27.3,1982,6,11,06-11,6/11
1982-06-12,29.4,1982,6,12,06-12,6/12
1982-06-13,28.3,1982,6,13,06-13,6/13
1982-06-14,20.8,1982,6,14,06-14,6/14
1982-06-15,26.7,1982,6,15,06-15,6/15
1982-06-16,26.7,1982,6,16,06-16,6/16
1982-06-17,25.3,1982,6,17,06-17,6/17
1982-06-18,24.7,1982,6,18,06-18,6/18
1982-06-19,24.6,1982,6,19,06-19,6/19
1982-06-20,26.9,1982,6,20,06-20,6/20
1982-06-21,26.1,1982,6,21,06-21,6/21
1982-06-22,26.4,1982,6,22,06-22,6/22
1982-06-23,23.4,1982,6,23,06-23,6/23
1982-06-24,19.6,1982,6,24,06-24,6/24
1982-06-25,24.2,1982,6,25,06-25,6/25
1982-06-26,19.4,1982,6,26,06-26,6/26
1982-06-27,24.5,1982,6,27,06-27,6/27
1982-06-28,25.4,1982,6,28,06-28,6/28
1982-06-29,27.3,1982,6,29,06-29,6/29
1982-06-30,21.4,1982,6,30,06-30,6/30
1982-07-01,23.4,1982,7,1,07-01,7/1
1982-07-02,22.1,1982,7,2,07-02,7/2
1982-07-03,24.7,1982,7,3,07-03,7/3
1982-07-04,21.0,1982,7,4,07-04,7/4
1982-07-05,27.4,1982,7,5,07-05,7/5
1982-07-06,25.8,1982,7,6,07-06,7/6
1982-07-07,22.8,1982,7,7,07-07,7/7
1982-07-08,26.5,1982,7,8,07-08,7/8
1982-07-09,26.3,1982,7,9,07-09,7/9
1982-07-10,28.6,1982,7,10,07-10,7/10
1982-07-11,29.0,1982,7,11,07-11,7/11
1982-07-12,31.2,1982,7,12,07-12,7/12
1982-07-13,27.6,1982,7,13,07-13,7/13
1982-07-14,27.7,1982,7,14,07-14,7/14
1982-07-15,25.3,1982,7,15,07-15,7/15
