year,pref,sort_n,over30_capitol,over30_capitol_roy,over30_capitol_ytd,over35_capitol,over35_capitol_roy,over35_capitol_ytd,temp
2000,東京都,1,67,19,48,,,,真夏日
2000,東京都,1,,,,1,1,0,猛暑日
2000,北海道,24,10,2,8,,,,真夏日
2000,北海道,24,,,,2,0,2,猛暑日
2000,青森県,31,17,5,12,,,,真夏日
2000,青森県,31,,,,0,0,0,猛暑日
2000,秋田県,32,40,12,28,,,,真夏日
2000,秋田県,32,,,,4,0,4,猛暑日
2000,岩手県,33,34,8,26,,,,真夏日
2000,岩手県,33,,,,1,0,1,猛暑日
2000,宮城県,34,30,9,21,,,,真夏日
2000,宮城県,34,,,,0,0,0,猛暑日
2000,山形県,35,64,14,50,,,,真夏日
2000,山形県,35,,,,6,0,6,猛暑日
2000,福島県,36,64,15,49,,,,真夏日
2000,福島県,36,,,,8,1,7,猛暑日
2000,茨城県,40,49,14,35,,,,真夏日
2000,茨城県,40,,,,2,1,1,猛暑日
2000,栃木県,41,63,15,48,,,,真夏日
2000,栃木県,41,,,,2,1,1,猛暑日
2000,群馬県,42,67,16,51,,,,真夏日
2000,群馬県,42,,,,11,1,10,猛暑日
2000,埼玉県,43,61,15,46,,,,真夏日
2000,埼玉県,43,,,,3,1,2,猛暑日
2000,千葉県,45,60,19,41,,,,真夏日
2000,千葉県,45,,,,0,0,0,猛暑日
2000,神奈川県,46,54,14,40,,,,真夏日
2000,神奈川県,46,,,,1,1,0,猛暑日
2000,長野県,48,67,18,49,,,,真夏日
2000,長野県,48,,,,5,1,4,猛暑日
2000,山梨県,49,83,20,63,,,,真夏日
2000,山梨県,49,,,,10,1,9,猛暑日
2000,静岡県,50,53,17,36,,,,真夏日
2000,静岡県,50,,,,3,1,2,猛暑日
2000,愛知県,51,79,23,56,,,,真夏日
2000,愛知県,51,,,,25,7,18,猛暑日
2000,岐阜県,52,83,24,59,,,,真夏日
2000,岐阜県,52,,,,31,7,24,猛暑日
2000,三重県,53,63,16,47,,,,真夏日
2000,三重県,53,,,,6,1,5,猛暑日
2000,新潟県,54,55,16,39,,,,真夏日
2000,新潟県,54,,,,7,3,4,猛暑日
2000,富山県,55,63,17,46,,,,真夏日
2000,富山県,55,,,,13,3,10,猛暑日
2000,石川県,56,55,16,39,,,,真夏日
2000,石川県,56,,,,7,1,6,猛暑日
2000,福井県,57,70,19,51,,,,真夏日
2000,福井県,57,,,,10,5,5,猛暑日
2000,滋賀県,60,72,22,50,,,,真夏日
2000,滋賀県,60,,,,4,0,4,猛暑日
2000,京都府,61,88,24,64,,,,真夏日
2000,京都府,61,,,,27,7,20,猛暑日
2000,大阪府,62,85,26,59,,,,真夏日
2000,大阪府,62,,,,26,7,19,猛暑日
2000,兵庫県,63,79,25,54,,,,真夏日
2000,兵庫県,63,,,,8,2,6,猛暑日
2000,奈良県,64,78,22,56,,,,真夏日
2000,奈良県,64,,,,19,5,14,猛暑日
2000,和歌山県,65,78,25,53,,,,真夏日
2000,和歌山県,65,,,,8,2,6,猛暑日
2000,岡山県,66,82,23,59,,,,真夏日
2000,岡山県,66,,,,23,4,19,猛暑日
2000,広島県,67,72,22,50,,,,真夏日
2000,広島県,67,,,,6,3,3,猛暑日
2000,島根県,68,67,18,49,,,,真夏日
2000,島根県,68,,,,9,5,4,猛暑日
2000,鳥取県,69,76,21,55,,,,真夏日
2000,鳥取県,69,,,,14,8,6,猛暑日
2000,徳島県,71,72,23,49,,,,真夏日
2000,徳島県,71,,,,5,0,5,猛暑日
2000,香川県,72,85,23,62,,,,真夏日
2000,香川県,72,,,,15,4,11,猛暑日
2000,愛媛県,73,75,22,53,,,,真夏日
2000,愛媛県,73,,,,7,3,4,猛暑日
2000,高知県,74,74,24,50,,,,真夏日
2000,高知県,74,,,,4,0,4,猛暑日
2000,山口県,81,75,20,55,,,,真夏日
2000,山口県,81,,,,4,0,4,猛暑日
2000,福岡県,82,68,18,50,,,,真夏日
2000,福岡県,82,,,,5,1,4,猛暑日
2000,大分県,83,70,20,50,,,,真夏日
2000,大分県,83,,,,5,1,4,猛暑日
2000,長崎県,84,59,20,39,,,,真夏日
2000,長崎県,84,,,,5,2,3,猛暑日
2000,佐賀県,85,78,22,56,,,,真夏日
2000,佐賀県,85,,,,13,2,11,猛暑日
2000,熊本県,86,81,23,58,,,,真夏日
2000,熊本県,86,,,,15,2,13,猛暑日
2000,宮崎県,87,62,17,45,,,,真夏日
2000,宮崎県,87,,,,4,0,4,猛暑日
2000,鹿児島県,88,81,28,53,,,,真夏日
2000,鹿児島県,88,,,,7,1,6,猛暑日
2000,沖縄県,91,77,20,57,,,,真夏日
2000,沖縄県,91,,,,0,0,0,猛暑日
2001,東京都,1,52,8,44,,,,真夏日
2001,東京都,1,,,,8,0,8,猛暑日
2001,北海道,24,0,0,0,,,,真夏日
2001,北海道,24,,,,0,0,0,猛暑日
2001,青森県,31,5,0,5,,,,真夏日
2001,青森県,31,,,,0,0,0,猛暑日
2001,秋田県,32,17,4,13,,,,真夏日
2001,秋田県,32,,,,0,0,0,猛暑日
2001,岩手県,33,15,3,12,,,,真夏日
2001,岩手県,33,,,,0,0,0,猛暑日
2001,宮城県,34,15,1,14,,,,真夏日
2001,宮城県,34,,,,2,0,2,猛暑日
2001,山形県,35,37,4,33,,,,真夏日
2001,山形県,35,,,,2,0,2,猛暑日
2001,福島県,36,42,7,35,,,,真夏日
2001,福島県,36,,,,7,0,7,猛暑日
2001,茨城県,40,29,2,27,,,,真夏日
2001,茨城県,40,,,,9,0,9,猛暑日
2001,栃木県,41,45,7,38,,,,真夏日
2001,栃木県,41,,,,13,0,13,猛暑日
2001,群馬県,42,52,9,43,,,,真夏日
2001,群馬県,42,,,,15,0,15,猛暑日
2001,埼玉県,43,47,8,39,,,,真夏日
2001,埼玉県,43,,,,13,0,13,猛暑日
2001,千葉県,45,46,6,40,,,,真夏日
2001,千葉県,45,,,,3,0,3,猛暑日
2001,神奈川県,46,47,7,40,,,,真夏日
2001,神奈川県,46,,,,4,0,4,猛暑日
2001,長野県,48,50,4,46,,,,真夏日
2001,長野県,48,,,,2,0,2,猛暑日
2001,山梨県,49,74,17,57,,,,真夏日
2001,山梨県,49,,,,22,0,22,猛暑日
2001,静岡県,50,54,13,41,,,,真夏日
2001,静岡県,50,,,,5,0,5,猛暑日
2001,愛知県,51,70,16,54,,,,真夏日
2001,愛知県,51,,,,14,0,14,猛暑日
2001,岐阜県,52,76,21,55,,,,真夏日
2001,岐阜県,52,,,,17,0,17,猛暑日
2001,三重県,53,56,13,43,,,,真夏日
2001,三重県,53,,,,9,0,9,猛暑日
2001,新潟県,54,50,8,42,,,,真夏日
2001,新潟県,54,,,,3,0,3,猛暑日
2001,富山県,55,48,6,42,,,,真夏日
2001,富山県,55,,,,12,0,12,猛暑日
2001,石川県,56,47,3,44,,,,真夏日
2001,石川県,56,,,,2,0,2,猛暑日
2001,福井県,57,57,6,51,,,,真夏日
2001,福井県,57,,,,6,0,6,猛暑日
2001,滋賀県,60,54,6,48,,,,真夏日
2001,滋賀県,60,,,,3,0,3,猛暑日
2001,京都府,61,76,15,61,,,,真夏日
2001,京都府,61,,,,24,1,23,猛暑日
2001,大阪府,62,77,18,59,,,,真夏日
2001,大阪府,62,,,,21,0,21,猛暑日
2001,兵庫県,63,63,12,51,,,,真夏日
2001,兵庫県,63,,,,11,0,11,猛暑日
2001,奈良県,64,71,13,58,,,,真夏日
2001,奈良県,64,,,,17,0,17,猛暑日
2001,和歌山県,65,69,14,55,,,,真夏日
2001,和歌山県,65,,,,6,0,6,猛暑日
2001,岡山県,66,69,11,58,,,,真夏日
2001,岡山県,66,,,,23,0,23,猛暑日
2001,広島県,67,69,17,52,,,,真夏日
2001,広島県,67,,,,11,0,11,猛暑日
2001,島根県,68,49,5,44,,,,真夏日
2001,島根県,68,,,,12,0,12,猛暑日
2001,鳥取県,69,56,5,51,,,,真夏日
2001,鳥取県,69,,,,13,0,13,猛暑日
2001,徳島県,71,64,11,53,,,,真夏日
2001,徳島県,71,,,,6,0,6,猛暑日
2001,香川県,72,68,12,56,,,,真夏日
2001,香川県,72,,,,13,0,13,猛暑日
2001,愛媛県,73,64,12,52,,,,真夏日
2001,愛媛県,73,,,,9,0,9,猛暑日
2001,高知県,74,71,18,53,,,,真夏日
2001,高知県,74,,,,6,0,6,猛暑日
2001,山口県,81,69,17,52,,,,真夏日
2001,山口県,81,,,,13,0,13,猛暑日
2001,福岡県,82,56,8,48,,,,真夏日
2001,福岡県,82,,,,8,0,8,猛暑日
2001,大分県,83,58,9,49,,,,真夏日
2001,大分県,83,,,,5,0,5,猛暑日
2001,長崎県,84,60,15,45,,,,真夏日
2001,長崎県,84,,,,4,0,4,猛暑日
2001,佐賀県,85,74,19,55,,,,真夏日
2001,佐賀県,85,,,,21,0,21,猛暑日
2001,熊本県,86,82,28,54,,,,真夏日
2001,熊本県,86,,,,27,0,27,猛暑日
2001,宮崎県,87,65,9,56,,,,真夏日
2001,宮崎県,87,,,,7,1,6,猛暑日
2001,鹿児島県,88,79,20,59,,,,真夏日
2001,鹿児島県,88,,,,9,0,9,猛暑日
2001,沖縄県,91,102,28,74,,,,真夏日
2001,沖縄県,91,,,,1,0,1,猛暑日
2002,東京都,1,59,13,46,,,,真夏日
2002,東京都,1,,,,6,0,6,猛暑日
2002,北海道,24,2,0,2,,,,真夏日
2002,北海道,24,,,,0,0,0,猛暑日
2002,青森県,31,6,2,4,,,,真夏日
2002,青森県,31,,,,0,0,0,猛暑日
2002,秋田県,32,16,6,10,,,,真夏日
2002,秋田県,32,,,,1,0,1,猛暑日
2002,岩手県,33,20,7,13,,,,真夏日
2002,岩手県,33,,,,0,0,0,猛暑日
2002,宮城県,34,24,5,19,,,,真夏日
2002,宮城県,34,,,,2,0,2,猛暑日
2002,山形県,35,40,9,31,,,,真夏日
2002,山形県,35,,,,7,1,6,猛暑日
2002,福島県,36,46,11,35,,,,真夏日
2002,福島県,36,,,,13,2,11,猛暑日
2002,茨城県,40,45,12,33,,,,真夏日
2002,茨城県,40,,,,6,0,6,猛暑日
2002,栃木県,41,55,15,40,,,,真夏日
2002,栃木県,41,,,,10,0,10,猛暑日
2002,群馬県,42,61,15,46,,,,真夏日
2002,群馬県,42,,,,14,0,14,猛暑日
2002,埼玉県,43,52,13,39,,,,真夏日
2002,埼玉県,43,,,,9,0,9,猛暑日
2002,千葉県,45,53,12,41,,,,真夏日
2002,千葉県,45,,,,1,0,1,猛暑日
2002,神奈川県,46,54,12,42,,,,真夏日
2002,神奈川県,46,,,,1,0,1,猛暑日
2002,長野県,48,56,13,43,,,,真夏日
2002,長野県,48,,,,9,5,4,猛暑日
2002,山梨県,49,73,17,56,,,,真夏日
2002,山梨県,49,,,,18,1,17,猛暑日
2002,静岡県,50,59,16,43,,,,真夏日
2002,静岡県,50,,,,6,0,6,猛暑日
2002,愛知県,51,76,19,57,,,,真夏日
2002,愛知県,51,,,,21,3,18,猛暑日
2002,岐阜県,52,80,20,60,,,,真夏日
2002,岐阜県,52,,,,24,5,19,猛暑日
2002,三重県,53,60,14,46,,,,真夏日
2002,三重県,53,,,,4,0,4,猛暑日
2002,新潟県,54,39,10,29,,,,真夏日
2002,新潟県,54,,,,9,3,6,猛暑日
2002,富山県,55,50,11,39,,,,真夏日
2002,富山県,55,,,,11,3,8,猛暑日
2002,石川県,56,51,11,40,,,,真夏日
2002,石川県,56,,,,5,1,4,猛暑日
2002,福井県,57,57,13,44,,,,真夏日
2002,福井県,57,,,,10,3,7,猛暑日
2002,滋賀県,60,60,15,45,,,,真夏日
2002,滋賀県,60,,,,4,0,4,猛暑日
2002,京都府,61,84,21,63,,,,真夏日
2002,京都府,61,,,,23,4,19,猛暑日
2002,大阪府,62,86,23,63,,,,真夏日
2002,大阪府,62,,,,22,5,17,猛暑日
2002,兵庫県,63,63,18,45,,,,真夏日
2002,兵庫県,63,,,,8,0,8,猛暑日
2002,奈良県,64,74,19,55,,,,真夏日
2002,奈良県,64,,,,15,1,14,猛暑日
2002,和歌山県,65,67,19,48,,,,真夏日
2002,和歌山県,65,,,,5,0,5,猛暑日
2002,岡山県,66,80,19,61,,,,真夏日
2002,岡山県,66,,,,19,0,19,猛暑日
2002,広島県,67,77,23,54,,,,真夏日
2002,広島県,67,,,,10,4,6,猛暑日
2002,島根県,68,59,14,45,,,,真夏日
2002,島根県,68,,,,8,2,6,猛暑日
2002,鳥取県,69,66,16,50,,,,真夏日
2002,鳥取県,69,,,,10,1,9,猛暑日
2002,徳島県,71,66,19,47,,,,真夏日
2002,徳島県,71,,,,4,0,4,猛暑日
2002,香川県,72,82,22,60,,,,真夏日
2002,香川県,72,,,,9,0,9,猛暑日
2002,愛媛県,73,72,22,50,,,,真夏日
2002,愛媛県,73,,,,5,1,4,猛暑日
2002,高知県,74,70,21,49,,,,真夏日
2002,高知県,74,,,,1,0,1,猛暑日
2002,山口県,81,72,19,53,,,,真夏日
2002,山口県,81,,,,5,1,4,猛暑日
2002,福岡県,82,56,13,43,,,,真夏日
2002,福岡県,82,,,,2,0,2,猛暑日
2002,大分県,83,70,20,50,,,,真夏日
2002,大分県,83,,,,8,0,8,猛暑日
2002,長崎県,84,57,15,42,,,,真夏日
2002,長崎県,84,,,,1,1,0,猛暑日
2002,佐賀県,85,73,19,54,,,,真夏日
2002,佐賀県,85,,,,11,3,8,猛暑日
2002,熊本県,86,92,28,64,,,,真夏日
2002,熊本県,86,,,,14,4,10,猛暑日
2002,宮崎県,87,64,17,47,,,,真夏日
2002,宮崎県,87,,,,3,0,3,猛暑日
2002,鹿児島県,88,81,27,54,,,,真夏日
2002,鹿児島県,88,,,,5,0,5,猛暑日
2002,沖縄県,91,89,32,57,,,,真夏日
2002,沖縄県,91,,,,0,0,0,猛暑日
2003,東京都,1,38,19,19,,,,真夏日
2003,東京都,1,,,,0,0,0,猛暑日
2003,北海道,24,0,0,0,,,,真夏日
2003,北海道,24,,,,0,0,0,猛暑日
2003,青森県,31,2,0,2,,,,真夏日
2003,青森県,31,,,,0,0,0,猛暑日
2003,秋田県,32,7,2,5,,,,真夏日
2003,秋田県,32,,,,0,0,0,猛暑日
2003,岩手県,33,4,0,4,,,,真夏日
2003,岩手県,33,,,,0,0,0,猛暑日
2003,宮城県,34,9,5,4,,,,真夏日
2003,宮城県,34,,,,0,0,0,猛暑日
2003,山形県,35,23,9,14,,,,真夏日
2003,山形県,35,,,,0,0,0,猛暑日
2003,福島県,36,29,10,19,,,,真夏日
2003,福島県,36,,,,1,1,0,猛暑日
2003,茨城県,40,27,14,13,,,,真夏日
2003,茨城県,40,,,,0,0,0,猛暑日
2003,栃木県,41,36,16,20,,,,真夏日
2003,栃木県,41,,,,0,0,0,猛暑日
2003,群馬県,42,41,19,22,,,,真夏日
2003,群馬県,42,,,,5,3,2,猛暑日
2003,埼玉県,43,40,19,21,,,,真夏日
2003,埼玉県,43,,,,2,2,0,猛暑日
2003,千葉県,45,35,18,17,,,,真夏日
2003,千葉県,45,,,,0,0,0,猛暑日
2003,神奈川県,46,35,19,16,,,,真夏日
2003,神奈川県,46,,,,0,0,0,猛暑日
2003,長野県,48,30,12,18,,,,真夏日
2003,長野県,48,,,,1,1,0,猛暑日
2003,山梨県,49,55,24,31,,,,真夏日
2003,山梨県,49,,,,8,5,3,猛暑日
2003,静岡県,50,42,22,20,,,,真夏日
2003,静岡県,50,,,,1,1,0,猛暑日
2003,愛知県,51,51,26,25,,,,真夏日
2003,愛知県,51,,,,2,1,1,猛暑日
2003,岐阜県,52,55,27,28,,,,真夏日
2003,岐阜県,52,,,,10,5,5,猛暑日
2003,三重県,53,38,21,17,,,,真夏日
2003,三重県,53,,,,3,2,1,猛暑日
2003,新潟県,54,19,7,12,,,,真夏日
2003,新潟県,54,,,,1,1,0,猛暑日
2003,富山県,55,29,13,16,,,,真夏日
2003,富山県,55,,,,4,2,2,猛暑日
2003,石川県,56,31,13,18,,,,真夏日
2003,石川県,56,,,,1,1,0,猛暑日
2003,福井県,57,36,17,19,,,,真夏日
2003,福井県,57,,,,1,0,1,猛暑日
2003,滋賀県,60,36,19,17,,,,真夏日
2003,滋賀県,60,,,,0,0,0,猛暑日
2003,京都府,61,61,27,34,,,,真夏日
2003,京都府,61,,,,11,4,7,猛暑日
2003,大阪府,62,66,27,39,,,,真夏日
2003,大阪府,62,,,,7,5,2,猛暑日
2003,兵庫県,63,48,24,24,,,,真夏日
2003,兵庫県,63,,,,0,0,0,猛暑日
2003,奈良県,64,50,24,26,,,,真夏日
2003,奈良県,64,,,,0,0,0,猛暑日
2003,和歌山県,65,57,27,30,,,,真夏日
2003,和歌山県,65,,,,1,1,0,猛暑日
2003,岡山県,66,55,21,34,,,,真夏日
2003,岡山県,66,,,,3,2,1,猛暑日
2003,広島県,67,47,20,27,,,,真夏日
2003,広島県,67,,,,0,0,0,猛暑日
2003,島根県,68,32,15,17,,,,真夏日
2003,島根県,68,,,,1,0,1,猛暑日
2003,鳥取県,69,39,18,21,,,,真夏日
2003,鳥取県,69,,,,5,2,3,猛暑日
2003,徳島県,71,49,25,24,,,,真夏日
2003,徳島県,71,,,,1,1,0,猛暑日
2003,香川県,72,54,22,32,,,,真夏日
2003,香川県,72,,,,4,3,1,猛暑日
2003,愛媛県,73,54,22,32,,,,真夏日
2003,愛媛県,73,,,,0,0,0,猛暑日
2003,高知県,74,63,30,33,,,,真夏日
2003,高知県,74,,,,0,0,0,猛暑日
2003,山口県,81,40,18,22,,,,真夏日
2003,山口県,81,,,,2,1,1,猛暑日
2003,福岡県,82,49,21,28,,,,真夏日
2003,福岡県,82,,,,2,1,1,猛暑日
2003,大分県,83,47,21,26,,,,真夏日
2003,大分県,83,,,,1,0,1,猛暑日
2003,長崎県,84,47,19,28,,,,真夏日
2003,長崎県,84,,,,0,0,0,猛暑日
2003,佐賀県,85,61,25,36,,,,真夏日
2003,佐賀県,85,,,,7,3,4,猛暑日
2003,熊本県,86,72,31,41,,,,真夏日
2003,熊本県,86,,,,14,8,6,猛暑日
2003,宮崎県,87,65,23,42,,,,真夏日
2003,宮崎県,87,,,,6,3,3,猛暑日
2003,鹿児島県,88,75,30,45,,,,真夏日
2003,鹿児島県,88,,,,3,1,2,猛暑日
2003,沖縄県,91,100,32,68,,,,真夏日
2003,沖縄県,91,,,,1,0,1,猛暑日
2004,東京都,1,70,14,56,,,,真夏日
2004,東京都,1,,,,6,0,6,猛暑日
2004,北海道,24,14,0,14,,,,真夏日
2004,北海道,24,,,,0,0,0,猛暑日
2004,青森県,31,16,0,16,,,,真夏日
2004,青森県,31,,,,0,0,0,猛暑日
2004,秋田県,32,19,1,18,,,,真夏日
2004,秋田県,32,,,,4,0,4,猛暑日
2004,岩手県,33,23,0,23,,,,真夏日
2004,岩手県,33,,,,0,0,0,猛暑日
2004,宮城県,34,29,3,26,,,,真夏日
2004,宮城県,34,,,,0,0,0,猛暑日
2004,山形県,35,49,8,41,,,,真夏日
2004,山形県,35,,,,9,0,9,猛暑日
2004,福島県,36,63,10,53,,,,真夏日
2004,福島県,36,,,,7,0,7,猛暑日
2004,茨城県,40,55,10,45,,,,真夏日
2004,茨城県,40,,,,3,0,3,猛暑日
2004,栃木県,41,62,9,53,,,,真夏日
2004,栃木県,41,,,,7,2,5,猛暑日
2004,群馬県,42,69,12,57,,,,真夏日
2004,群馬県,42,,,,20,1,19,猛暑日
2004,埼玉県,43,66,10,56,,,,真夏日
2004,埼玉県,43,,,,12,1,11,猛暑日
2004,千葉県,45,68,16,52,,,,真夏日
2004,千葉県,45,,,,3,0,3,猛暑日
2004,神奈川県,46,64,12,52,,,,真夏日
2004,神奈川県,46,,,,3,0,3,猛暑日
2004,長野県,48,55,8,47,,,,真夏日
2004,長野県,48,,,,5,0,5,猛暑日
2004,山梨県,49,86,20,66,,,,真夏日
2004,山梨県,49,,,,17,0,17,猛暑日
2004,静岡県,50,65,16,49,,,,真夏日
2004,静岡県,50,,,,6,1,5,猛暑日
2004,愛知県,51,85,25,60,,,,真夏日
2004,愛知県,51,,,,16,0,16,猛暑日
2004,岐阜県,52,91,26,65,,,,真夏日
2004,岐阜県,52,,,,14,0,14,猛暑日
2004,三重県,53,59,12,47,,,,真夏日
2004,三重県,53,,,,11,0,11,猛暑日
2004,新潟県,54,37,9,28,,,,真夏日
2004,新潟県,54,,,,8,0,8,猛暑日
2004,富山県,55,57,12,45,,,,真夏日
2004,富山県,55,,,,12,2,10,猛暑日
2004,石川県,56,59,15,44,,,,真夏日
2004,石川県,56,,,,8,2,6,猛暑日
2004,福井県,57,70,17,53,,,,真夏日
2004,福井県,57,,,,7,0,7,猛暑日
2004,滋賀県,60,64,14,50,,,,真夏日
2004,滋賀県,60,,,,3,0,3,猛暑日
2004,京都府,61,94,25,69,,,,真夏日
2004,京都府,61,,,,19,0,19,猛暑日
2004,大阪府,62,94,31,63,,,,真夏日
2004,大阪府,62,,,,20,0,20,猛暑日
2004,兵庫県,63,76,24,52,,,,真夏日
2004,兵庫県,63,,,,3,0,3,猛暑日
2004,奈良県,64,76,20,56,,,,真夏日
2004,奈良県,64,,,,9,0,9,猛暑日
2004,和歌山県,65,77,23,54,,,,真夏日
2004,和歌山県,65,,,,3,0,3,猛暑日
2004,岡山県,66,81,23,58,,,,真夏日
2004,岡山県,66,,,,16,0,16,猛暑日
2004,広島県,67,75,17,58,,,,真夏日
2004,広島県,67,,,,5,1,4,猛暑日
2004,島根県,68,55,7,48,,,,真夏日
2004,島根県,68,,,,5,0,5,猛暑日
2004,鳥取県,69,71,14,57,,,,真夏日
2004,鳥取県,69,,,,9,1,8,猛暑日
2004,徳島県,71,67,18,49,,,,真夏日
2004,徳島県,71,,,,4,0,4,猛暑日
2004,香川県,72,77,21,56,,,,真夏日
2004,香川県,72,,,,12,0,12,猛暑日
2004,愛媛県,73,75,23,52,,,,真夏日
2004,愛媛県,73,,,,3,0,3,猛暑日
2004,高知県,74,77,25,52,,,,真夏日
2004,高知県,74,,,,5,0,5,猛暑日
2004,山口県,81,73,17,56,,,,真夏日
2004,山口県,81,,,,7,0,7,猛暑日
2004,福岡県,82,74,16,58,,,,真夏日
2004,福岡県,82,,,,6,0,6,猛暑日
2004,大分県,83,67,15,52,,,,真夏日
2004,大分県,83,,,,5,0,5,猛暑日
2004,長崎県,84,80,24,56,,,,真夏日
2004,長崎県,84,,,,6,2,4,猛暑日
2004,佐賀県,85,89,22,67,,,,真夏日
2004,佐賀県,85,,,,13,0,13,猛暑日
2004,熊本県,86,105,29,76,,,,真夏日
2004,熊本県,86,,,,21,4,17,猛暑日
2004,宮崎県,87,70,12,58,,,,真夏日
2004,宮崎県,87,,,,12,0,12,猛暑日
2004,鹿児島県,88,90,28,62,,,,真夏日
2004,鹿児島県,88,,,,5,0,5,猛暑日
2004,沖縄県,91,102,28,74,,,,真夏日
2004,沖縄県,91,,,,0,0,0,猛暑日
2005,東京都,1,57,18,39,,,,真夏日
2005,東京都,1,,,,4,0,4,猛暑日
2005,北海道,24,9,1,8,,,,真夏日
2005,北海道,24,,,,0,0,0,猛暑日
2005,青森県,31,12,2,10,,,,真夏日
2005,青森県,31,,,,0,0,0,猛暑日
2005,秋田県,32,19,1,18,,,,真夏日
2005,秋田県,32,,,,0,0,0,猛暑日
2005,岩手県,33,19,1,18,,,,真夏日
2005,岩手県,33,,,,1,0,1,猛暑日
2005,宮城県,34,20,5,15,,,,真夏日
2005,宮城県,34,,,,0,0,0,猛暑日
2005,山形県,35,46,11,35,,,,真夏日
2005,山形県,35,,,,4,0,4,猛暑日
2005,福島県,36,47,13,34,,,,真夏日
2005,福島県,36,,,,6,0,6,猛暑日
2005,茨城県,40,45,14,31,,,,真夏日
2005,茨城県,40,,,,1,0,1,猛暑日
2005,栃木県,41,57,16,41,,,,真夏日
2005,栃木県,41,,,,4,0,4,猛暑日
2005,群馬県,42,67,18,49,,,,真夏日
2005,群馬県,42,,,,7,0,7,猛暑日
2005,埼玉県,43,62,18,44,,,,真夏日
2005,埼玉県,43,,,,5,1,4,猛暑日
2005,千葉県,45,48,15,33,,,,真夏日
2005,千葉県,45,,,,2,0,2,猛暑日
2005,神奈川県,46,54,17,37,,,,真夏日
2005,神奈川県,46,,,,2,0,2,猛暑日
2005,長野県,48,49,10,39,,,,真夏日
2005,長野県,48,,,,1,0,1,猛暑日
2005,山梨県,49,80,22,58,,,,真夏日
2005,山梨県,49,,,,9,1,8,猛暑日
2005,静岡県,50,48,12,36,,,,真夏日
2005,静岡県,50,,,,3,1,2,猛暑日
2005,愛知県,51,77,28,49,,,,真夏日
2005,愛知県,51,,,,18,1,17,猛暑日
2005,岐阜県,52,87,28,59,,,,真夏日
2005,岐阜県,52,,,,13,1,12,猛暑日
2005,三重県,53,58,14,44,,,,真夏日
2005,三重県,53,,,,2,1,1,猛暑日
2005,新潟県,54,42,13,29,,,,真夏日
2005,新潟県,54,,,,1,0,1,猛暑日
2005,富山県,55,53,16,37,,,,真夏日
2005,富山県,55,,,,5,1,4,猛暑日
2005,石川県,56,52,17,35,,,,真夏日
2005,石川県,56,,,,2,1,1,猛暑日
2005,福井県,57,55,19,36,,,,真夏日
2005,福井県,57,,,,2,0,2,猛暑日
2005,滋賀県,60,57,15,42,,,,真夏日
2005,滋賀県,60,,,,0,0,0,猛暑日
2005,京都府,61,81,22,59,,,,真夏日
2005,京都府,61,,,,17,2,15,猛暑日
2005,大阪府,62,88,26,62,,,,真夏日
2005,大阪府,62,,,,8,0,8,猛暑日
2005,兵庫県,63,64,19,45,,,,真夏日
2005,兵庫県,63,,,,0,0,0,猛暑日
2005,奈良県,64,69,19,50,,,,真夏日
2005,奈良県,64,,,,5,0,5,猛暑日
2005,和歌山県,65,71,23,48,,,,真夏日
2005,和歌山県,65,,,,1,0,1,猛暑日
2005,岡山県,66,78,20,58,,,,真夏日
2005,岡山県,66,,,,11,0,11,猛暑日
2005,広島県,67,77,26,51,,,,真夏日
2005,広島県,67,,,,2,0,2,猛暑日
2005,島根県,68,62,15,47,,,,真夏日
2005,島根県,68,,,,2,1,1,猛暑日
2005,鳥取県,69,70,21,49,,,,真夏日
2005,鳥取県,69,,,,10,1,9,猛暑日
2005,徳島県,71,69,18,51,,,,真夏日
2005,徳島県,71,,,,1,0,1,猛暑日
2005,香川県,72,78,19,59,,,,真夏日
2005,香川県,72,,,,11,0,11,猛暑日
2005,愛媛県,73,69,21,48,,,,真夏日
2005,愛媛県,73,,,,0,0,0,猛暑日
2005,高知県,74,76,26,50,,,,真夏日
2005,高知県,74,,,,5,1,4,猛暑日
2005,山口県,81,73,20,53,,,,真夏日
2005,山口県,81,,,,3,0,3,猛暑日
2005,福岡県,82,73,21,52,,,,真夏日
2005,福岡県,82,,,,3,0,3,猛暑日
2005,大分県,83,72,18,54,,,,真夏日
2005,大分県,83,,,,7,0,7,猛暑日
2005,長崎県,84,66,27,39,,,,真夏日
2005,長崎県,84,,,,3,0,3,猛暑日
2005,佐賀県,85,89,29,60,,,,真夏日
2005,佐賀県,85,,,,16,3,13,猛暑日
2005,熊本県,86,106,39,67,,,,真夏日
2005,熊本県,86,,,,19,3,16,猛暑日
2005,宮崎県,87,67,18,49,,,,真夏日
2005,宮崎県,87,,,,4,0,4,猛暑日
2005,鹿児島県,88,91,37,54,,,,真夏日
2005,鹿児島県,88,,,,7,0,7,猛暑日
2005,沖縄県,91,109,50,59,,,,真夏日
2005,沖縄県,91,,,,0,0,0,猛暑日
2006,東京都,1,38,11,27,,,,真夏日
2006,東京都,1,,,,3,0,3,猛暑日
2006,北海道,24,14,2,12,,,,真夏日
2006,北海道,24,,,,0,0,0,猛暑日
2006,青森県,31,14,5,9,,,,真夏日
2006,青森県,31,,,,0,0,0,猛暑日
