,観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),13日の最高気温(℃),13日の最高気温の品質情報,13日の最高気温起時（時）,13日の最高気温起時（分）,13日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（12日まで）,今年の最高気温（12日まで）の品質情報,今年の最高気温（12日まで）を観測した起日（年）,今年の最高気温（12日まで）を観測した起日（月）,今年の最高気温（12日まで）を観測した起日（日）,12日までの観測史上1位の値（℃）,12日までの観測史上1位の値の品質情報,12日までの観測史上1位の値を観測した起日（年）,12日までの観測史上1位の値を観測した起日（月）,12日までの観測史上1位の値を観測した起日（日）,12日までの11月の1位の値,12日までの11月の1位の値の品質情報,12日までの11月の1位の値の起日（年）,12日までの11月の1位の値の起日（月）,12日までの11月の1位の値の起日（日）,統計開始年,date
585,60226,滋賀県,信楽（シガラキ）,,2024,11,13,6,0,10.1,4,1.0,32.0,4.0,,,,,,,0.0,35.8,5,2024,8,3,36.0,8,2018,7,19,24.6,8,2023,11,3,1978,2024-11-13
586,60236,滋賀県,土山（ツチヤマ）,,2024,11,13,6,0,12.3,4,0.0,20.0,4.0,,,,,,,0.0,36.6,5,2024,8,3,37.2,8,2018,7,15,25.2,8,2023,11,3,1978,2024-11-13
587,61001,京都府,間人（タイザ）,,2024,11,13,6,0,17.9,4,0.0,27.0,4.0,,,,,,,0.0,36.6,5,2024,8,27,37.9,8,2018,8,22,25.6,8,1977,11,1,1977,2024-11-13
588,61076,京都府,宮津（ミヤヅ）,,2024,11,13,6,0,16.6,4,3.0,14.0,4.0,,,,,,,0.0,39.0,5,2024,8,23,39.0,8,2024,8,23,26.9,8,2023,11,3,1978,2024-11-13
589,61111,京都府,舞鶴（マイヅル）,47750.0,2024,11,13,6,0,17.2,4,5.0,31.0,4.0,,,,,,,0.0,38.8,5,2024,8,23,39.0,8,2023,8,5,26.3,8,1959,11,2,1947,2024-11-13
590,61187,京都府,福知山（フクチヤマ）,,2024,11,13,6,0,14.8,4,5.0,14.0,4.0,,,,,,,0.0,38.5,5,2024,8,23,39.6,8,2018,8,22,27.5,8,2023,11,5,1976,2024-11-13
591,61206,京都府,美山（ミヤマ）,,2024,11,13,6,0,13.8,4,3.0,32.0,4.0,,,,,,,0.0,36.8,5,2024,8,3,37.7,8,2023,7,27,26.7,8,2023,11,3,1978,2024-11-13
592,61242,京都府,園部（ソノベ）,,2024,11,13,6,0,11.7,4,2.0,43.0,4.0,,,,,,,0.0,38.5,5,2024,8,3,39.1,8,2023,7,27,26.4,8,2023,11,3,2002,2024-11-13
593,61286,京都府,京都（キョウト）,47759.0,2024,11,13,6,0,15.5,4,0.0,1.0,4.0,,,,,,,0.0,39.4,5,2024,7,29,39.8,8,2018,7,19,26.9,8,2020,11,19,1880,2024-11-13
594,61326,京都府,京田辺（キョウタナベ）,,2024,11,13,6,0,12.6,4,0.0,11.0,4.0,,,,,,,0.0,39.0,5,2024,8,6,39.0,8,2024,8,6,27.2,8,2023,11,5,1978,2024-11-13
595,62016,大阪府,能勢（ノセ）,,2024,11,13,6,0,14.4,4,3.0,49.0,4.0,,,,,,,0.0,37.4,5,2024,8,4,37.6,8,2022,7,1,25.7,8,2023,11,5,1977,2024-11-13
596,62046,大阪府,枚方（ヒラカタ）,,2024,11,13,6,0,14.6,4,0.0,3.0,4.0,,,,,,,0.0,39.1,5,2024,8,2,39.8,8,2023,7,27,27.3,8,2023,11,5,1977,2024-11-13
597,62051,大阪府,豊中（トヨナカ）,,2024,11,13,6,0,15.1,4,0.0,2.0,4.0,,,,,,,0.0,38.7,5,2024,8,13,39.9,8,1994,8,8,27.5,8,2023,11,5,1977,2024-11-13
598,62078,大阪府,大阪（オオサカ）,47772.0,2024,11,13,6,0,16.6,4,0.0,23.0,4.0,,,,,,,0.0,38.3,5,2024,8,4,39.1,8,1994,8,8,27.9,8,2023,11,5,1883,2024-11-13
599,62081,大阪府,生駒山（イコマヤマ）,,2024,11,13,6,0,12.6,4,0.0,27.0,4.0,,,,,,,0.0,33.5,5,2024,8,14,34.3,8,1994,8,6,22.6,8,2023,11,5,1976,2024-11-13
600,62091,大阪府,堺（サカイ）,,2024,11,13,6,0,14.6,4,0.0,22.0,4.0,,,,,,,0.0,39.2,5,2024,8,15,39.7,8,2018,8,22,28.6,8,2023,11,6,1977,2024-11-13
601,62096,大阪府,八尾（ヤオ）,,2024,11,13,6,0,15.0,4,0.0,6.0,4.0,,,,,,,0.0,39.1,5,2024,8,14,39.1,8,2024,8,14,28.1,8,2020,11,19,2003,2024-11-13
602,62101,大阪府,関空島（カンクウジマ）,,2024,11,13,6,0,18.7,4,5.0,30.0,4.0,,,,,,,0.0,35.3,5,2024,8,30,37.7,8,2023,8,10,28.3,8,2023,11,6,2003,2024-11-13
603,62131,大阪府,熊取（クマトリ）,,2024,11,13,6,0,16.2,4,0.0,16.0,4.0,,,,,,,0.0,36.5,5,2024,8,23,36.7,8,2022,8,11,28.0,8,2023,11,6,1977,2024-11-13
604,63016,兵庫県,香住（カスミ）,,2024,11,13,6,0,16.8,4,1.0,58.0,4.0,,,,,,,0.0,36.6,5,2024,7,21,38.0,8,1994,8,11,26.3,8,2023,11,6,1976,2024-11-13
605,63051,兵庫県,豊岡（トヨオカ）,47747.0,2024,11,13,6,0,16.2,4,3.0,11.0,4.0,,,,,,,0.0,39.7,5,2024,8,23,39.7,8,2024,8,23,27.4,8,2023,11,3,1918,2024-11-13
606,63071,兵庫県,兎和野高原（ウワノコウゲン）,,2024,11,13,6,0,13.0,4,0.0,23.0,4.0,,,,,,,0.0,34.6,5,2024,7,7,34.6,8,2024,7,7,24.5,8,2023,11,3,2005,2024-11-13
607,63121,兵庫県,和田山（ワダヤマ）,,2024,11,13,6,0,13.6,4,5.0,25.0,4.0,,,,,,,0.0,37.8,5,2024,8,3,38.3,8,2023,8,21,27.4,8,2023,11,3,1977,2024-11-13
608,63201,兵庫県,生野（イクノ）,,2024,11,13,6,0,13.3,4,4.0,34.0,4.0,,,,,,,0.0,37.5,5,2024,8,2,38.0,8,2020,8,20,26.2,8,2023,11,5,1978,2024-11-13
609,63216,兵庫県,柏原（カイバラ）,,2024,11,13,6,0,15.7,4,4.0,53.0,4.0,,,,,,,0.0,38.1,5,2024,7,29,39.2,8,1994,8,8,27.6,8,2023,11,5,1978,2024-11-13
610,63251,兵庫県,一宮（イチノミヤ）,,2024,11,13,6,0,15.2,4,4.0,26.0,4.0,,,,,,,0.0,37.3,5,2024,7,29,38.5,8,2018,8,4,26.8,8,2023,11,5,1978,2024-11-13
611,63321,兵庫県,福崎（フクサキ）,,2024,11,13,6,0,16.4,4,4.0,40.0,4.0,,,,,,,0.0,38.8,5,2024,8,13,38.9,8,2023,8,20,27.0,8,2023,11,5,1977,2024-11-13
612,63331,兵庫県,西脇（ニシワキ）,,2024,11,13,6,0,15.3,4,5.0,46.0,4.0,,,,,,,0.0,39.5,5,2024,8,14,39.5,8,2024,8,14,28.2,8,2023,11,5,1978,2024-11-13
613,63366,兵庫県,上郡（カミゴオリ）,,2024,11,13,6,0,11.9,4,4.0,9.0,4.0,,,,,,,0.0,37.7,5,2024,7,29,37.7,8,2024,7,29,26.0,8,2023,11,5,1978,2024-11-13
614,63383,兵庫県,姫路（ヒメジ）,47769.0,2024,11,13,6,0,16.9,4,4.0,26.0,4.0,,,,,,,0.0,37.3,5,2024,8,15,38.0,8,2020,8,31,26.6,8,2023,11,5,1948,2024-11-13
615,63411,兵庫県,三田（サンダ）,,2024,11,13,6,0,10.6,4,0.0,22.0,4.0,,,,,,,0.0,37.4,5,2024,8,14,38.4,8,1994,8,8,26.3,8,2023,11,5,1978,2024-11-13
616,63461,兵庫県,三木（ミキ）,,2024,11,13,6,0,13.9,4,0.0,2.0,4.0,,,,,,,0.0,36.7,5,2024,8,15,37.8,8,2018,7,24,26.9,8,2023,11,5,1977,2024-11-13
617,63491,兵庫県,家島（イエシマ）,,2024,11,13,6,0,16.6,4,0.0,36.0,4.0,,,,,,,0.0,35.2,5,2024,8,4,35.3,8,2006,8,9,24.5,8,1989,11,7,1978,2024-11-13
618,63496,兵庫県,明石（アカシ）,,2024,11,13,6,0,14.6,4,4.0,22.0,4.0,,,,,,,0.0,36.9,5,2024,8,10,37.2,8,2019,8,13,25.2,8,2011,11,4,1992,2024-11-13
619,63517,兵庫県,神戸空港（コウベクウコウ）,,2024,11,13,6,0,18.5,4,3.0,55.0,4.0,,,,,,,0.0,37.0,5,2024,8,14,37.0,8,2024,8,14,25.6,8,2023,11,6,2006,2024-11-13
620,63518,兵庫県,神戸（コウベ）,47770.0,2024,11,13,6,0,18.8,4,0.0,3.0,4.0,,,,,,,0.0,36.9,5,2024,8,14,38.8,8,1994,8,8,26.3,8,2023,11,5,1896,2024-11-13
621,63551,兵庫県,郡家（グンゲ）,,2024,11,13,6,0,15.6,4,6.0,0.0,4.0,,,,,,,0.0,38.2,5,2024,8,3,38.2,8,2024,8,3,25.8,8,2024,11,2,1978,2024-11-13
622,63571,兵庫県,洲本（スモト）,47776.0,2024,11,13,6,0,16.1,4,0.0,20.0,4.0,,,,,,,0.0,37.8,5,2024,8,9,38.0,8,2020,8,17,26.5,8,2023,11,5,1919,2024-11-13
623,63588,兵庫県,南淡（ナンダン）,,2024,11,13,6,0,16.1,4,0.0,1.0,4.0,,,,,,,0.0,36.9,5,2024,8,18,37.6,8,2019,8,13,25.5,8,2023,11,2,2004,2024-11-13
624,64036,奈良県,奈良（ナラ）,47780.0,2024,11,13,6,0,14.1,4,0.0,3.0,4.0,,,,,,,0.0,38.4,5,2024,8,3,39.3,8,1994,8,8,27.5,8,2023,11,5,1953,2024-11-13
625,64041,奈良県,針（ハリ）,,2024,11,13,6,0,11.2,4,0.0,2.0,4.0,,,,,,,0.0,35.1,5,2024,8,13,36.0,8,2020,8,10,24.4,8,2023,11,3,1978,2024-11-13
626,64101,奈良県,大宇陀（オオウダ）,,2024,11,13,6,0,12.3,4,0.0,17.0,4.0,,,,,,,0.0,35.7,5,2024,8,4,36.5,8,2020,8,10,25.8,8,2023,11,5,1978,2024-11-13
627,64127,奈良県,五條（ゴジョウ）,,2024,11,13,6,0,13.3,4,0.0,20.0,4.0,,,,,,,0.0,37.9,5,2024,8,23,37.9,8,2024,8,23,26.8,8,2023,11,5,2005,2024-11-13
628,64206,奈良県,上北山（カミキタヤマ）,,2024,11,13,6,0,11.2,4,0.0,2.0,4.0,,,,,,,0.0,38.7,5,2024,7,29,39.3,8,2020,8,17,24.2,8,2023,11,3,1978,2024-11-13
629,64227,奈良県,風屋（カゼヤ）,,2024,11,13,6,0,13.3,4,1.0,15.0,4.0,,,,,,,0.0,39.9,5,2024,8,2,39.9,8,2024,8,2,24.0,8,2023,11,3,1977,2024-11-13
630,65026,和歌山県,かつらぎ（カツラギ）,,2024,11,13,6,0,13.7,4,0.0,23.0,4.0,,,,,,,0.0,39.3,5,2024,8,14,40.6,8,1994,8,8,27.5,8,2000,11,2,1979,2024-11-13
631,65036,和歌山県,友ケ島（トモガシマ）,,2024,11,13,6,0,18.5,4,4.0,8.0,4.0,,,,,,,0.0,37.8,5,2024,8,1,37.8,8,2024,8,1,27.8,8,2023,11,3,1998,2024-11-13
632,65042,和歌山県,和歌山（ワカヤマ）,47777.0,2024,11,13,6,0,16.9,4,0.0,9.0,4.0,,,,,,,0.0,37.7,5,2024,8,9,38.5,8,2013,8,11,27.7,8,2024,11,2,1879,2024-11-13
633,65061,和歌山県,高野山（コウヤサン）,,2024,11,13,6,0,11.5,4,0.0,7.0,4.0,,,,,,,0.0,32.9,5,2024,8,2,33.7,8,2014,7,26,22.3,8,2023,11,5,1979,2024-11-13
634,65121,和歌山県,清水（シミズ）,,2024,11,13,6,0,12.7,4,0.0,3.0,4.0,,,,,,,0.0,36.5,5,2024,8,4,37.0,8,1994,8,8,26.6,8,2023,11,5,1979,2024-11-13
635,65162,和歌山県,龍神（リュウジン）,,2024,11,13,6,0,10.5,4,0.0,30.0,4.0,,,,,,,0.0,37.1,5,2024,8,1,37.2,8,2020,8,17,24.7,8,2024,11,2,1994,2024-11-13
636,65201,和歌山県,川辺（カワベ）,,2024,11,13,6,0,18.0,4,1.0,51.0,4.0,,,,,,,0.0,37.1,5,2024,8,9,38.4,8,2020,8,17,26.4,8,2000,11,1,1999,2024-11-13
637,65256,和歌山県,栗栖川（クリスガワ）,,2024,11,13,6,0,12.6,4,0.0,6.0,4.0,,,,,,,0.0,37.7,5,2024,8,17,39.3,8,2013,8,11,27.3,8,2023,11,4,1979,2024-11-13
638,65276,和歌山県,新宮（シングウ）,,2024,11,13,6,0,19.6,4,0.0,50.0,4.0,,,,,,,0.0,39.6,5,2024,7,8,39.6,8,2024,7,8,27.1,8,1996,11,2,1979,2024-11-13
639,65288,和歌山県,南紀白浜（ナンキシラハマ）,,2024,11,13,6,0,17.7,4,0.0,31.0,4.0,,,,,,,0.0,35.5,5,2024,7,31,37.5,8,2020,8,15,26.2,8,2024,11,2,2006,2024-11-13
640,65306,和歌山県,西川（ニシカワ）,,2024,11,13,6,0,12.1,4,0.0,6.0,4.0,,,,,,,0.0,37.0,5,2024,7,29,38.9,8,2020,8,16,25.7,8,2023,11,4,1979,2024-11-13
641,65356,和歌山県,潮岬（シオノミサキ）,47778.0,2024,11,13,6,0,18.6,4,2.0,23.0,4.0,,,,,,,0.0,34.5,5,2024,8,16,36.1,8,2020,8,16,27.2,8,2000,11,2,1913,2024-11-13
642,66046,岡山県,上長田（カミナガタ）,,2024,11,13,6,0,12.9,4,2.0,23.0,4.0,,,,,,,0.0,34.2,5,2024,8,3,34.9,8,1994,8,7,23.8,8,2023,11,2,1978,2024-11-13
643,66091,岡山県,千屋（チヤ）,,2024,11,13,6,0,13.5,4,0.0,30.0,4.0,,,,,,,0.0,35.1,5,2024,8,3,35.1,8,2024,8,3,24.3,8,2023,11,2,1978,2024-11-13
644,66127,岡山県,奈義（ナギ）,,2024,11,13,6,0,12.3,4,2.0,51.0,4.0,,,,,,,0.0,36.9,5,2024,8,24,37.2,8,1994,8,6,25.4,8,2023,11,5,1977,2024-11-13
645,66136,岡山県,今岡（イマオカ）,,2024,11,13,6,0,11.8,4,3.0,52.0,4.0,,,,,,,0.0,37.7,5,2024,8,3,38.5,8,1994,8,7,25.5,8,2023,11,5,1978,2024-11-13
646,66171,岡山県,久世（クセ）,,2024,11,13,6,0,11.0,4,2.0,44.0,4.0,,,,,,,0.0,38.5,5,2024,8,14,39.3,8,1994,8,7,26.0,8,2023,11,5,1978,2024-11-13
647,66186,岡山県,津山（ツヤマ）,47756.0,2024,11,13,6,0,11.9,4,4.0,25.0,4.0,,,,,,,0.0,37.1,5,2024,7,29,38.4,8,2018,8,5,26.3,8,2023,11,5,1943,2024-11-13
648,66221,岡山県,新見（ニイミ）,,2024,11,13,6,0,12.6,4,5.0,21.0,4.0,,,,,,,0.0,36.9,5,2024,8,1,36.9,8,2024,8,1,25.6,8,2023,11,2,1978,2024-11-13
649,66296,岡山県,福渡（フクワタリ）,,2024,11,13,6,0,10.7,4,3.0,23.0,4.0,,,,,,,0.0,38.1,5,2024,8,15,39.0,8,1994,7,16,26.3,8,2023,11,5,1979,2024-11-13
650,66306,岡山県,和気（ワケ）,,2024,11,13,6,0,11.1,4,4.0,47.0,4.0,,,,,,,0.0,36.4,5,2024,7,28,37.9,8,2016,8,8,26.2,8,2023,11,5,1979,2024-11-13
651,66336,岡山県,高梁（タカハシ）,,2024,11,13,6,0,12.5,4,0.0,30.0,4.0,,,,,,,0.0,38.4,5,2024,8,15,39.3,8,2020,8,21,28.2,8,2023,11,2,1979,2024-11-13
652,66346,岡山県,日応寺（ニチオウジ）,,2024,11,13,6,0,14.6,4,4.0,59.0,4.0,,,,,,,0.0,36.5,5,2024,8,15,37.0,8,2018,7,24,24.9,8,2023,11,2,2003,2024-11-13
653,66408,岡山県,岡山（オカヤマ）,47768.0,2024,11,13,6,0,13.8,4,4.0,9.0,4.0,,,,,,,0.0,38.1,5,2024,8,3,39.3,8,1994,8,7,26.9,8,1977,11,1,1891,2024-11-13
654,66421,岡山県,虫明（ムシアゲ）,,2024,11,13,6,0,14.0,4,0.0,2.0,4.0,,,,,,,0.0,36.7,5,2024,8,16,37.4,8,2004,7,30,24.8,8,2023,11,2,1979,2024-11-13
655,66446,岡山県,倉敷（クラシキ）,,2024,11,13,6,0,14.2,4,0.0,34.0,4.0,,,,,,,0.0,36.8,5,2024,8,23,37.1,8,1994,8,8,26.1,8,2023,11,5,1979,2024-11-13
656,66481,岡山県,笠岡（カサオカ）,,2024,11,13,6,0,13.8,4,0.0,5.0,4.0,,,,,,,0.0,36.8,5,2024,8,14,38.0,8,2023,7,27,26.7,8,2023,11,5,1979,2024-11-13
657,66501,岡山県,玉野（タマノ）,,2024,11,13,6,0,17.4,4,0.0,12.0,4.0,,,,,,,0.0,37.4,5,2024,8,2,38.2,8,1995,8,19,26.0,8,2023,11,2,1976,2024-11-13
658,67016,広島県,高野（タカノ）,,2024,11,13,6,0,12.8,4,2.0,51.0,4.0,,,,,,,0.0,34.5,5,2024,8,3,35.1,8,2023,7,27,23.6,8,2011,11,4,1978,2024-11-13
659,67106,広島県,三次（ミヨシ）,,2024,11,13,6,0,10.9,4,0.0,9.0,4.0,,,,,,,0.0,38.5,5,2024,8,3,38.5,8,2024,8,3,26.3,8,2023,11,5,1978,2024-11-13
660,67116,広島県,庄原（ショウバラ）,,2024,11,13,6,0,8.9,4,0.0,1.0,4.0,,,,,,,0.0,37.3,5,2024,8,15,38.1,8,2021,8,5,26.6,8,2023,11,5,1976,2024-11-13
661,67151,広島県,大朝（オオアサ）,,2024,11,13,6,0,13.9,4,4.0,10.0,4.0,,,,,,,0.0,35.9,5,2024,8,14,36.2,8,2018,7,15,25.2,8,2023,11,2,1977,2024-11-13
662,67191,広島県,油木（ユキ）,,2024,11,13,6,0,8.0,4,5.0,40.0,4.0,,,,,,,0.0,34.9,5,2024,8,15,34.9,8,2024,8,15,24.3,8,2023,11,3,1978,2024-11-13
663,67212,広島県,加計（カケ）,,2024,11,13,6,0,10.7,4,6.0,0.0,4.0,,,,,,,0.0,39.5,5,2024,8,15,39.5,8,2024,8,15,27.7,8,2023,11,2,1978,2024-11-13
664,67292,広島県,三入（ミイリ）,,2024,11,13,6,0,12.3,4,0.0,29.0,4.0,,,,,,,0.0,37.6,5,2024,8,15,38.9,8,1994,7,16,27.3,8,2023,11,5,1979,2024-11-13
665,67316,広島県,世羅（セラ）,,2024,11,13,6,0,8.4,4,0.0,3.0,4.0,,,,,,,0.0,36.3,5,2024,8,15,37.4,8,1994,8,7,25.8,8,2023,11,2,1977,2024-11-13
666,67326,広島県,府中（フチュウ）,,2024,11,13,6,0,12.4,4,0.0,3.0,4.0,,,,,,,0.0,38.5,5,2024,8,15,38.7,8,2023,7,28,27.9,8,2023,11,2,1979,2024-11-13
667,67376,広島県,東広島（ヒガシヒロシマ）,,2024,11,13,6,0,10.3,4,0.0,9.0,4.0,,,,,,,0.0,35.8,5,2024,8,15,37.0,8,1994,7,17,26.5,8,2023,11,2,1979,2024-11-13
668,67386,広島県,本郷（ホンゴウ）,,2024,11,13,6,0,14.1,4,4.0,58.0,4.0,,,,,,,0.0,35.2,5,2024,8,16,36.3,8,2018,7,24,24.9,8,2023,11,2,2003,2024-11-13
669,67401,広島県,福山（フクヤマ）,47767.0,2024,11,13,6,0,12.6,4,0.0,11.0,4.0,,,,,,,0.0,36.8,5,2024,8,3,38.5,8,2021,8,5,27.1,8,2023,11,5,1942,2024-11-13
670,67421,広島県,廿日市津田（ハツカイチツタ）,,2024,11,13,6,0,9.2,4,0.0,14.0,4.0,,,,,,,0.0,36.1,5,2024,8,15,37.4,8,1994,7,16,24.5,8,2023,11,5,1978,2024-11-13
671,67437,広島県,広島（ヒロシマ）,47765.0,2024,11,13,6,0,15.5,4,1.0,5.0,4.0,,,,,,,0.0,38.7,5,2024,8,16,38.7,8,2024,8,16,26.3,8,1916,11,7,1879,2024-11-13
672,67461,広島県,竹原（タケハラ）,,2024,11,13,6,0,15.3,4,1.0,38.0,4.0,,,,,,,0.0,34.6,5,2024,8,8,34.8,8,2017,8,6,24.6,8,2023,11,6,1979,2024-11-13
673,67471,広島県,生口島（イクチジマ）,,2024,11,13,6,0,14.6,4,6.0,0.0,4.0,,,,,,,0.0,37.8,5,2024,8,15,37.8,8,2024,8,15,25.8,8,2023,11,5,1979,2024-11-13
674,67496,広島県,大竹（オオタケ）,,2024,11,13,6,0,14.6,4,0.0,7.0,4.0,,,,,,,0.0,37.8,5,2024,7,30,38.0,8,2020,8,30,26.8,8,2023,11,6,1979,2024-11-13
675,67511,広島県,呉（クレ）,47766.0,2024,11,13,6,0,17.3,4,1.0,13.0,4.0,,,,,,,0.0,36.3,5,2024,8,13,37.8,8,1948,8,20,26.3,8,1897,11,3,1894,2024-11-13
676,67576,広島県,呉市蒲刈（クレシカマガリ）,,2024,11,13,6,0,16.9,4,0.0,6.0,4.0,,,,,,,0.0,36.3,5,2024,8,8,36.4,8,2023,8,20,25.6,8,2023,11,3,2009,2024-11-13
677,68022,島根県,西郷（サイゴウ）,47740.0,2024,11,13,6,0,16.2,4,0.0,36.0,4.0,,,,,,,0.0,34.8,5,2024,8,22,35.8,8,1994,8,14,24.3,8,2023,11,3,1939,2024-11-13
678,68046,島根県,西郷岬（サイゴウミサキ）,,2024,11,13,6,0,15.8,4,0.0,11.0,4.0,,,,,,,0.0,34.6,5,2024,8,23,35.3,8,2018,8,13,24.1,8,2023,11,2,2003,2024-11-13
679,68056,島根県,海士（アマ）,,2024,11,13,6,0,16.8,4,0.0,17.0,4.0,,,,,,,0.0,35.5,5,2024,7,26,35.9,8,2022,8,1,25.6,8,2020,11,19,1978,2024-11-13
680,68091,島根県,鹿島（カシマ）,,2024,11,13,6,0,17.4,4,0.0,59.0,4.0,,,,,,,0.0,36.7,5,2024,8,23,37.5,8,2010,8,5,27.4,8,2023,11,6,1978,2024-11-13
681,68121,島根県,斐川（ヒカワ）,,2024,11,13,6,0,16.2,4,4.0,18.0,4.0,,,,,,,0.0,37.4,5,2024,7,26,37.9,8,2018,8,22,27.4,8,2023,11,6,2003,2024-11-13
682,68132,島根県,松江（マツエ）,47741.0,2024,11,13,6,0,16.5,4,3.0,49.0,4.0,,,,,,,0.0,38.2,5,2024,8,22,38.5,8,1994,8,1,28.1,8,2023,11,6,1940,2024-11-13
683,68156,島根県,出雲（イズモ）,,2024,11,13,6,0,15.6,4,5.0,45.0,4.0,,,,,,,0.0,36.6,5,2024,7,26,38.4,8,2017,8,6,27.9,8,2023,11,6,1978,2024-11-13
684,68246,島根県,大田（オオダ）,,2024,11,13,6,0,15.5,4,4.0,21.0,4.0,,,,,,,0.0,36.6,5,2024,9,10,39.2,8,2021,8,6,27.4,8,2023,11,6,1978,2024-11-13
685,68261,島根県,掛合（カケヤ）,,2024,11,13,6,0,13.3,4,4.0,40.0,4.0,,,,,,,0.0,36.6,5,2024,8,22,37.2,8,2021,8,6,26.8,8,2023,11,5,1978,2024-11-13
686,68276,島根県,横田（ヨコタ）,,2024,11,13,6,0,13.7,4,3.0,32.0,4.0,,,,,,,0.0,36.1,5,2024,8,21,36.3,8,2010,8,19,26.4,8,2023,11,3,1978,2024-11-13
687,68306,島根県,赤名（アカナ）,,2024,11,13,6,0,13.3,4,3.0,53.0,4.0,,,,,,,0.0,34.8,5,2024,8,8,35.1,8,2018,7,16,23.7,8,2023,11,5,1978,2024-11-13
688,68351,島根県,川本（カワモト）,,2024,11,13,6,0,12.1,4,0.0,19.0,4.0,,,,,,,0.0,37.6,5,2024,8,22,37.9,8,2021,8,6,26.8,8,2023,11,5,1978,2024-11-13
689,68376,島根県,浜田（ハマダ）,47755.0,2024,11,13,6,0,14.0,4,2.0,45.0,4.0,,,,,,,0.0,35.5,5,2024,8,22,38.5,8,2017,8,6,28.0,8,2023,11,6,1893,2024-11-13
690,68401,島根県,瑞穂（ミズホ）,,2024,11,13,6,0,10.9,4,5.0,0.0,4.0,,,,,,,0.0,36.8,5,2024,8,15,36.8,8,2024,8,15,25.4,8,2023,11,5,1978,2024-11-13
691,68431,島根県,弥栄（ヤサカ）,,2024,11,13,6,0,9.9,4,4.0,45.0,4.0,,,,,,,0.0,36.0,5,2024,8,22,36.0,8,2024,8,22,24.9,8,2023,11,5,1978,2024-11-13
692,68456,島根県,高津（タカツ）,,2024,11,13,6,0,13.5,4,2.0,46.0,4.0,,,,,,,0.0,37.2,5,2024,8,22,37.2,8,2024,8,22,27.0,8,2023,11,5,2003,2024-11-13
693,68462,島根県,益田（マスダ）,,2024,11,13,6,0,13.8,4,0.0,25.0,4.0,,,,,,,0.0,38.6,5,2024,8,22,39.3,8,2017,8,6,27.8,8,2023,11,5,1978,2024-11-13
694,68516,島根県,津和野（ツワノ）,,2024,11,13,6,0,11.8,4,0.0,7.0,4.0,,,,,,,0.0,38.9,5,2024,8,21,38.9,8,2024,8,21,28.1,8,2023,11,2,1978,2024-11-13
695,68541,島根県,吉賀（ヨシカ）,,2024,11,13,6,0,10.9,4,1.0,38.0,4.0,,,,,,,0.0,36.2,5,2024,8,21,36.8,8,2020,8,19,26.0,8,2023,11,3,2006,2024-11-13
696,69006,鳥取県,境（サカイ）,47742.0,2024,11,13,6,0,17.6,4,2.0,11.0,4.0,,,,,,,0.0,37.2,5,2024,8,23,38.5,8,2022,8,1,27.7,8,2020,11,19,1883,2024-11-13
697,69021,鳥取県,塩津（シオツ）,,2024,11,13,6,0,17.3,4,2.0,39.0,4.0,,,,,,,0.0,36.3,5,2024,8,23,37.5,8,2022,8,1,28.8,8,2023,11,6,1977,2024-11-13
698,69041,鳥取県,青谷（アオヤ）,,2024,11,13,6,0,17.5,4,2.0,1.0,4.0,,,,,,,0.0,37.5,5,2024,8,23,38.5,8,2022,8,1,26.9,8,2023,11,6,1978,2024-11-13
699,69052,鳥取県,湖山（コヤマ）,,2024,11,13,6,0,17.5,4,3.0,0.0,4.0,,,,,,,0.0,36.6,5,2024,7,26,39.2,8,2018,8,23,26.0,8,2023,11,3,2003,2024-11-13
700,69061,鳥取県,岩井（イワイ）,,2024,11,13,6,0,16.2,4,0.0,52.0,4.0,,,,,,,0.0,37.5,5,2024,8,23,37.6,8,2018,8,22,27.0,8,2023,11,3,1978,2024-11-13
701,69076,鳥取県,米子（ヨナゴ）,47744.0,2024,11,13,6,0,17.4,4,3.0,7.0,4.0,,,,,,,0.0,38.5,5,2024,8,22,38.9,8,2022,8,1,27.3,8,2003,11,2,1939,2024-11-13
702,69101,鳥取県,倉吉（クラヨシ）,,2024,11,13,6,0,16.8,4,3.0,22.0,4.0,,,,,,,0.0,36.5,5,2024,8,22,37.9,8,2023,8,2,26.0,8,2023,11,6,1978,2024-11-13
703,69122,鳥取県,鳥取（トットリ）,47746.0,2024,11,13,6,0,16.5,4,1.0,44.0,4.0,,,,,,,0.0,39.4,5,2024,8,22,39.4,8,2024,8,22,28.1,8,2023,11,3,1943,2024-11-13
704,69246,鳥取県,智頭（チズ）,,2024,11,13,6,0,14.8,4,4.0,5.0,4.0,,,,,,,0.0,36.7,5,2024,8,3,38.9,8,2018,8,5,26.2,8,2023,11,5,1978,2024-11-13
705,69271,鳥取県,茶屋（チャヤ）,,2024,11,13,6,0,12.6,4,2.0,45.0,4.0,,,,,,,0.0,34.4,5,2024,7,22,34.9,8,2020,8,19,24.8,8,2023,11,3,1978,2024-11-13
