観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),9日の最高気温(℃),9日の最高気温の品質情報,9日の最高気温起時（時）,9日の最高気温起時（分）,9日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（8日まで）,今年の最高気温（8日まで）の品質情報,今年の最高気温（8日まで）を観測した起日（年）,今年の最高気温（8日まで）を観測した起日（月）,今年の最高気温（8日まで）を観測した起日（日）,8日までの観測史上1位の値（℃）,8日までの観測史上1位の値の品質情報,8日までの観測史上1位の値を観測した起日（年）,8日までの観測史上1位の値を観測した起日（月）,8日までの観測史上1位の値を観測した起日（日）,8日までの12月の1位の値,8日までの12月の1位の値の品質情報,8日までの12月の1位の値の起日（年）,8日までの12月の1位の値の起日（月）,8日までの12月の1位の値の起日（日）,統計開始年,date
12181,北海道上川地方,名寄（ナヨロ）,,2024,12,9,18,0,-1.5,4,10,51,4,-0.4,1.2,12.0,2.0,,,0,34.1,5,2024,8,13,36.4,8,2021,7,28,10.3,8,1990,12,2,1976,2024-12-09
12231,北海道上川地方,下川（シモカワ）,,2024,12,9,18,0,-2.0,4,11,35,4,-1.0,1.3,12.0,2.0,,,0,33.8,5,2024,8,13,37.3,8,2021,7,28,12.4,8,1989,12,4,1977,2024-12-09
12261,北海道上川地方,士別（シベツ）,,2024,12,9,18,0,-1.6,4,12,55,4,-0.5,0.8,12.0,2.0,,,0,34.1,5,2024,8,7,37.0,8,2021,8,7,11.1,8,1989,12,4,1977,2024-12-09
12266,北海道上川地方,朝日（アサヒ）,,2024,12,9,18,0,-2.9,4,13,37,4,-1.9,1.0,12.0,3.0,,,0,34.4,5,2024,8,13,37.2,8,2021,8,7,12.4,8,1989,12,4,1977,2024-12-09
12301,北海道上川地方,和寒（ワッサム）,,2024,12,9,18,0,-1.6,4,13,2,4,-0.8,0.8,12.0,2.0,,,0,35.7,5,2024,8,13,36.8,8,2021,8,7,12.5,8,1989,12,4,1977,2024-12-09
12386,北海道上川地方,江丹別（エタンベツ）,,2024,12,9,18,0,-2.4,4,12,30,4,-1.6,-0.1,12.0,3.0,,,0,34.8,5,2024,8,12,38.4,8,2021,7,31,12.6,8,2023,12,7,1977,2024-12-09
12396,北海道上川地方,比布（ピップ）,,2024,12,9,18,0,-2.6,4,11,8,4,-1.7,0.8,12.0,3.0,,,0,36.1,5,2024,8,13,36.9,8,2021,8,7,12.0,8,1989,12,4,1977,2024-12-09
12411,北海道上川地方,上川（カミカワ）,,2024,12,9,18,0,-4.0,4,9,52,4,-2.6,0.7,1.0,1.0,,,0,32.7,5,2024,8,13,35.1,8,2021,8,7,11.7,8,1989,12,4,1977,2024-12-09
12442,北海道上川地方,旭川（アサヒカワ）,47407.0,2024,12,9,18,0,-1.3,4,12,47,4,-1.3,0.4,12.0,2.0,,,0,35.2,5,2024,8,13,37.9,8,2021,8,7,14.7,8,1989,12,4,1888,2024-12-09
12451,北海道上川地方,東川（ヒガシカワ）,,2024,12,9,18,0,-3.0,4,13,53,4,-2.4,0.8,12.0,3.0,,,0,36.3,5,2024,8,13,37.0,8,2021,8,6,12.5,8,2018,12,4,1977,2024-12-09
12501,北海道上川地方,東神楽（ヒガシカグラ）,,2024,12,9,18,0,-2.6,4,13,34,4,-2.1,1.0,12.0,3.0,,,0,33.9,5,2024,8,13,36.1,8,2021,8,7,11.7,8,2018,12,4,2003,2024-12-09
12512,北海道上川地方,志比内（シビナイ）,,2024,12,9,18,0,-3.2,4,13,49,4,-2.1,1.2,12.0,3.0,,,0,34.6,5,2024,8,13,35.3,8,2021,8,7,13.8,8,2018,12,4,1993,2024-12-09
12551,北海道上川地方,美瑛（ビエイ）,,2024,12,9,18,0,-2.5,4,11,52,4,-1.7,0.8,12.0,3.0,,,0,34.9,5,2024,8,13,37.1,8,2021,8,7,12.3,8,2021,12,1,1977,2024-12-09
12596,北海道上川地方,上富良野（カミフラノ）,,2024,12,9,18,0,-1.9,4,10,8,4,-1.6,0.3,12.0,3.0,,,0,35.7,5,2024,7,21,37.5,8,2021,8,7,12.9,8,2021,12,1,1977,2024-12-09
12626,北海道上川地方,富良野（フラノ）,,2024,12,9,18,0,-1.5,4,10,40,4,-1.2,0.8,12.0,2.0,,,0,35.4,5,2024,7,21,38.5,8,2021,8,7,13.6,8,1989,12,4,1976,2024-12-09
12632,北海道上川地方,麓郷（ロクゴウ）,,2024,12,9,18,0,-2.0,4,10,19,4,-1.2,1.2,12.0,2.0,,,0,34.6,5,2024,7,21,37.4,8,2021,8,7,11.8,8,1989,12,4,1978,2024-12-09
12691,北海道上川地方,幾寅（イクトラ）,,2024,12,9,18,0,-1.8,4,10,44,4,-1.2,1.8,12.0,2.0,,,0,34.0,5,2024,7,21,34.9,8,2023,8,24,12.1,8,1990,12,1,1977,2024-12-09
12746,北海道上川地方,占冠（シムカップ）,,2024,12,9,18,0,-1.8,4,11,37,4,-1.3,0.9,12.0,2.0,,,0,32.8,5,2024,7,21,34.6,8,2021,7,19,12.8,8,2021,12,1,1977,2024-12-09
15041,北海道上川地方,朱鞠内（シュマリナイ）,,2024,12,9,18,0,-2.7,4,12,29,4,-0.9,0.6,12.0,2.0,,,0,34.3,5,2024,8,13,34.9,8,2021,7,28,9.5,8,1989,12,4,1978,2024-12-09
15076,北海道上川地方,幌加内（ホロカナイ）,,2024,12,9,18,0,-2.6,4,11,19,4,-1.6,0.1,12.0,3.0,,,0,34.9,5,2024,8,12,37.3,8,2021,7,28,10.8,8,1989,12,4,1977,2024-12-09
13061,北海道留萌地方,天塩（テシオ）,,2024,12,9,18,0,0.5,4,2,4,4,-0.5,0.6,12.0,2.0,,,0,31.4,5,2024,8,12,33.8,4,2021,7,27,12.3,8,2021,12,1,1977,2024-12-09
13086,北海道留萌地方,遠別（エンベツ）,,2024,12,9,18,0,0.4,4,4,20,4,-0.6,0.7,12.0,2.0,,,0,33.6,5,2024,8,12,34.2,8,1979,8,18,13.0,8,2021,12,1,1977,2024-12-09
13121,北海道留萌地方,初山別（ショサンベツ）,,2024,12,9,18,0,1.0,4,4,16,4,-0.6,0.6,12.0,2.0,,,0,32.6,5,2024,8,13,33.8,8,2021,8,1,12.3,8,2018,12,4,1977,2024-12-09
13146,北海道留萌地方,焼尻（ヤギシリ）,,2024,12,9,18,0,0.7,4,3,2,4,-1.0,-0.1,12.0,2.0,,,0,28.9,5,2024,7,18,32.4,8,2023,8,24,12.6,8,2018,12,4,1977,2024-12-09
13181,北海道留萌地方,羽幌（ハボロ）,47404.0,2024,12,9,18,0,1.1,4,4,30,4,-0.6,0.1,12.0,2.0,,,0,31.4,5,2024,8,3,34.4,8,2021,8,1,12.4,8,2021,12,1,1921,2024-12-09
13261,北海道留萌地方,達布（タップ）,,2024,12,9,18,0,-1.1,4,7,25,4,-1.6,-0.2,12.0,3.0,,,0,35.4,5,2024,8,12,38.7,8,2021,8,7,11.4,8,2021,12,1,1977,2024-12-09
13277,北海道留萌地方,留萌（ルモイ）,47406.0,2024,12,9,18,0,1.9,4,4,55,4,-0.2,0.5,12.0,1.0,,,0,33.4,5,2024,8,13,35.6,8,2021,8,1,14.0,8,1968,12,10,1943,2024-12-09
13311,北海道留萌地方,増毛（マシケ）,,2024,12,9,18,0,1.7,4,4,11,4,-0.6,0.1,12.0,2.0,,,0,32.6,5,2024,8,23,34.2,8,2021,8,1,15.9,8,2018,12,4,1978,2024-12-09
13321,北海道留萌地方,幌糠（ホロヌカ）,,2024,12,9,18,0,-0.2,4,8,14,4,-0.7,-0.1,12.0,2.0,,,0,34.3,5,2024,8,12,35.9,8,2021,8,7,12.4,8,1979,12,20,1977,2024-12-09
14026,北海道石狩地方,浜益（ハママス）,,2024,12,9,18,0,2.2,4,3,48,4,-0.5,0.4,12.0,2.0,,,0,31.0,5,2024,8,30,34.6,8,1989,8,7,14.4,8,2021,12,1,1977,2024-12-09
14071,北海道石狩地方,厚田（アツタ）,,2024,12,9,18,0,1.8,4,3,14,4,-0.5,0.3,12.0,2.0,,,0,33.5,5,2024,7,21,36.1,8,2021,7,28,13.8,8,1989,12,4,1977,2024-12-09
14101,北海道石狩地方,新篠津（シンシノツ）,,2024,12,9,18,0,0.3,4,9,54,4,-0.6,0.9,12.0,2.0,,,0,33.8,5,2024,8,12,35.5,8,2023,8,25,13.8,8,2021,12,1,1978,2024-12-09
14116,北海道石狩地方,山口（ヤマグチ）,,2024,12,9,18,0,0.8,4,15,29,4,-1.9,0.7,12.0,3.0,,,0,34.8,5,2024,7,22,37.1,8,2021,7,28,15.0,8,1989,12,4,1977,2024-12-09
14121,北海道石狩地方,石狩（イシカリ）,,2024,12,9,18,0,0.5,4,13,25,4,-1.5,-0.1,12.0,3.0,,,0,34.3,5,2024,7,21,35.4,8,2021,7,28,13.5,8,2021,12,1,1990,2024-12-09
14136,北海道石狩地方,江別（エベツ）,,2024,12,9,18,0,0.2,4,9,59,4,-0.9,0.5,12.0,2.0,,,0,34.7,5,2024,8,12,35.6,8,2021,7,31,13.8,8,2021,12,1,2000,2024-12-09
14163,北海道石狩地方,札幌（サッポロ）,47412.0,2024,12,9,18,0,2.0,4,12,53,4,-0.7,1.4,12.0,2.0,,,0,34.7,5,2024,7,22,36.3,8,2023,8,23,14.8,8,1989,12,4,1876,2024-12-09
14206,北海道石狩地方,恵庭島松（エニワシママツ）,,2024,12,9,18,0,0.5,4,13,27,4,-1.3,1.7,12.0,2.0,,,0,34.0,5,2024,8,12,34.3,8,1999,8,8,14.5,8,1989,12,4,1977,2024-12-09
14286,北海道石狩地方,支笏湖畔（シコツコハン）,,2024,12,9,18,0,0.3,4,11,30,4,-0.7,1.4,12.0,2.0,,,0,30.5,5,2024,8,12,31.9,8,2007,8,14,12.5,8,2021,12,1,1977,2024-12-09
14296,北海道石狩地方,千歳（チトセ）,,2024,12,9,18,0,1.5,4,13,42,4,-1.2,2.1,12.0,2.0,,,0,32.9,5,2024,8,12,34.2,8,2011,8,11,13.3,8,2021,12,1,2003,2024-12-09
15116,北海道空知地方,石狩沼田（イシカリヌマタ）,,2024,12,9,18,0,-1.4,4,13,2,4,-0.9,0.3,12.0,2.0,,,0,35.1,5,2024,8,13,36.9,8,2021,8,7,11.0,8,1989,12,4,1976,2024-12-09
15156,北海道空知地方,秩父別（チップベツ）,,2024,12,9,18,0,-1.3,4,13,10,4,,0.1,,,,,0,34.3,5,2024,8,13,35.1,8,2023,8,24,9.9,8,2023,12,7,2022,2024-12-09
15161,北海道空知地方,深川（フカガワ）,,2024,12,9,18,0,-1.9,4,8,57,4,-1.8,0.5,12.0,3.0,,,0,33.0,5,2024,7,21,36.1,8,2021,8,6,13.2,8,1989,12,4,1977,2024-12-09
15231,北海道空知地方,空知吉野（ソラチヨシノ）,,2024,12,9,18,0,-0.8,4,12,22,4,-0.9,0.5,12.0,2.0,,,0,34.2,5,2024,8,12,36.8,8,2021,8,7,13.0,8,2021,12,1,1978,2024-12-09
15241,北海道空知地方,滝川（タキカワ）,,2024,12,9,18,0,-1.5,4,9,58,4,-1.5,-0.7,12.0,3.0,,,0,34.7,5,2024,8,13,36.0,8,2021,7,28,13.9,8,2021,12,1,1976,2024-12-09
15251,北海道空知地方,芦別（アシベツ）,,2024,12,9,18,0,-1.6,4,9,37,4,-2.4,0.6,1.0,1.0,,,0,34.6,5,2024,7,21,37.2,8,2021,7,31,14.3,8,1989,12,4,1978,2024-12-09
15311,北海道空知地方,月形（ツキガタ）,,2024,12,9,18,0,0.2,4,10,24,4,-0.6,1.0,12.0,2.0,,,0,34.6,5,2024,8,12,36.3,8,2021,7,31,12.6,8,1989,12,4,1977,2024-12-09
15321,北海道空知地方,美唄（ビバイ）,,2024,12,9,18,0,0.3,4,10,32,4,-0.2,2.1,12.0,1.0,,,0,34.6,5,2024,8,12,35.6,8,2021,8,6,13.9,8,1989,12,4,1977,2024-12-09
15356,北海道空知地方,岩見沢（イワミザワ）,47413.0,2024,12,9,18,0,-0.1,4,11,5,4,-1.4,1.8,12.0,2.0,,,0,34.8,5,2024,8,12,35.7,8,2023,8,25,14.3,8,2021,12,1,1946,2024-12-09
15431,北海道空知地方,長沼（ナガヌマ）,,2024,12,9,18,0,-0.3,4,17,59,4,-1.9,0.9,12.0,3.0,,,0,36.3,5,2024,8,12,36.3,8,2024,8,12,14.1,8,2021,12,1,1977,2024-12-09
15442,北海道空知地方,夕張（ユウバリ）,,2024,12,9,18,0,-2.7,4,11,11,4,-2.8,0.3,1.0,1.0,,,0,33.0,5,2024,7,21,35.0,8,2021,7,28,12.6,8,2021,12,1,1976,2024-12-09
16026,北海道後志地方,美国（ビクニ）,,2024,12,9,18,0,-0.3,4,12,48,4,-1.7,1.2,12.0,3.0,,,0,32.8,5,2024,8,3,35.2,8,2023,8,31,14.1,8,2010,12,3,1977,2024-12-09
16061,北海道後志地方,神恵内（カモエナイ）,,2024,12,9,18,0,1.4,4,1,59,4,-1.5,1.0,12.0,3.0,,,0,32.3,5,2024,7,21,33.5,8,2021,7,28,15.0,8,2010,12,3,1977,2024-12-09
16076,北海道後志地方,余市（ヨイチ）,,2024,12,9,18,0,0.2,4,10,14,4,-1.9,0.8,1.0,1.0,,,0,33.5,5,2024,7,21,34.9,8,1984,8,16,15.0,8,2010,12,3,1977,2024-12-09
16091,北海道後志地方,小樽（オタル）,47411.0,2024,12,9,18,0,0.2,4,14,10,4,-2.0,0.7,1.0,1.0,,,0,32.7,5,2024,8,30,36.2,8,2021,7,28,15.2,8,1954,12,1,1943,2024-12-09
16156,北海道後志地方,共和（キョウワ）,,2024,12,9,18,0,0.6,4,16,52,4,-1.8,1.1,12.0,3.0,,,0,34.3,5,2024,7,21,35.0,8,2023,8,10,15.3,8,2018,12,4,1977,2024-12-09
16206,北海道後志地方,蘭越（ランコシ）,,2024,12,9,18,0,0.4,4,4,33,4,-1.4,0.7,12.0,3.0,,,0,33.6,5,2024,8,12,35.4,8,2023,8,23,13.6,8,2014,12,1,1977,2024-12-09
16217,北海道後志地方,倶知安（クッチャン）,47433.0,2024,12,9,18,0,-1.1,4,10,37,4,-1.8,1.1,12.0,3.0,,,0,33.0,5,2024,8,12,34.6,8,2023,8,23,12.5,8,2010,12,3,1944,2024-12-09
16252,北海道後志地方,寿都（スッツ）,47421.0,2024,12,9,18,0,1.2,4,3,28,4,-1.4,0.2,12.0,3.0,,,0,30.8,5,2024,7,22,34.0,8,1904,8,20,15.1,8,1953,12,1,1884,2024-12-09
16281,北海道後志地方,真狩（マッカリ）,,2024,12,9,18,0,-3.4,4,9,33,4,-2.3,0.3,1.0,1.0,,,0,30.0,5,2024,8,11,32.3,8,2021,7,27,12.1,8,2010,12,3,1978,2024-12-09
16286,北海道後志地方,喜茂別（キモベツ）,,2024,12,9,18,0,-2.2,4,10,26,4,-2.2,0.8,1.0,1.0,,,0,31.3,5,2024,8,12,34.5,8,2023,8,25,11.3,8,2023,12,9,1977,2024-12-09
16321,北海道後志地方,黒松内（クロマツナイ）,,2024,12,9,18,0,0.6,4,4,42,4,-1.5,0.7,12.0,3.0,,,0,33.2,5,2024,7,22,34.5,8,2021,7,18,13.7,8,1989,12,4,1977,2024-12-09
17036,北海道網走・北見・紋別地方,雄武（オウム）,47405.0,2024,12,9,18,0,-0.5,4,11,5,4,-1.2,0.2,12.0,2.0,,,0,32.9,5,2024,8,23,35.3,8,2023,8,17,15.3,8,1989,12,4,1942,2024-12-09
17076,北海道網走・北見・紋別地方,興部（オコッペ）,,2024,12,9,18,0,-0.1,4,10,18,4,-1.0,0.6,12.0,2.0,,,0,32.2,5,2024,7,23,34.3,8,1999,8,9,15.6,8,1989,12,4,1977,2024-12-09
17091,北海道網走・北見・紋別地方,西興部（ニシオコッペ）,,2024,12,9,18,0,-2.1,4,11,37,4,-1.9,0.6,12.0,3.0,,,0,32.8,5,2024,7,21,36.4,8,1978,8,3,14.7,8,1989,12,4,1977,2024-12-09
17112,北海道網走・北見・紋別地方,紋別（モンベツ）,47435.0,2024,12,9,18,0,0.3,4,10,51,4,-0.8,0.8,12.0,2.0,,,0,34.1,5,2024,8,23,37.0,8,2019,5,26,16.5,8,1989,12,4,1956,2024-12-09
17116,北海道網走・北見・紋別地方,紋別小向（モンベツコムカイ）,,2024,12,9,18,0,0.0,4,12,29,4,-1.4,1.3,12.0,2.0,,,0,33.4,5,2024,8,23,37.2,8,2019,5,26,15.6,8,2021,12,1,2003,2024-12-09
17166,北海道網走・北見・紋別地方,湧別（ユウベツ）,,2024,12,9,18,0,0.7,4,12,31,4,-0.3,1.0,12.0,2.0,,,0,34.8,5,2024,7,22,38.5,8,2019,5,26,17.0,8,1989,12,4,1977,2024-12-09
17196,北海道網走・北見・紋別地方,滝上（タキノウエ）,,2024,12,9,18,0,-0.6,4,11,33,4,-0.3,1.8,12.0,2.0,,,0,36.0,5,2024,7,21,37.7,8,1978,8,3,14.6,8,1989,12,4,1977,2024-12-09
17246,北海道網走・北見・紋別地方,常呂（トコロ）,,2024,12,9,18,0,0.6,4,12,1,4,-0.7,1.1,12.0,2.0,,,0,34.2,5,2024,7,21,36.9,8,1994,8,7,16.4,8,2008,12,5,1977,2024-12-09
17306,北海道網走・北見・紋別地方,遠軽（エンガル）,,2024,12,9,18,0,-0.2,4,12,27,4,-1.2,1.3,12.0,2.0,,,0,35.7,5,2024,7,21,37.7,8,2019,5,26,16.6,8,1989,12,4,1977,2024-12-09
17316,北海道網走・北見・紋別地方,佐呂間（サロマ）,,2024,12,9,18,0,0.0,4,12,37,4,-1.0,1.4,12.0,2.0,,,0,36.0,5,2024,7,23,39.5,8,2019,5,26,16.2,8,1989,12,4,1977,2024-12-09
17341,北海道網走・北見・紋別地方,網走（アバシリ）,47409.0,2024,12,9,18,0,0.2,4,13,14,4,-1.4,1.1,12.0,2.0,,,0,33.5,5,2024,7,22,37.6,8,1994,8,7,17.6,8,1890,12,9,1889,2024-12-09
17351,北海道網走・北見・紋別地方,宇登呂（ウトロ）,,2024,12,9,18,0,0.0,4,1,32,4,-1.4,0.1,12.0,2.0,,,0,33.1,5,2024,7,22,35.3,8,2020,8,11,15.6,8,1989,12,4,1978,2024-12-09
17482,北海道網走・北見・紋別地方,白滝（シラタキ）,,2024,12,9,18,0,-3.6,4,12,36,4,-1.7,1.6,12.0,3.0,,,0,34.1,5,2024,7,21,34.1,8,2024,7,21,12.3,8,2018,12,4,1993,2024-12-09
17501,北海道網走・北見・紋別地方,生田原（イクタハラ）,,2024,12,9,18,0,-0.5,4,12,7,4,-0.8,1.3,12.0,2.0,,,0,35.4,5,2024,7,21,37.0,8,2019,5,26,14.8,8,1989,12,4,1977,2024-12-09
17521,北海道網走・北見・紋別地方,北見（キタミ）,,2024,12,9,18,0,0.2,4,13,19,4,-0.8,1.0,12.0,2.0,,,0,35.0,5,2024,7,23,38.1,8,2019,5,26,14.5,8,1989,12,4,1976,2024-12-09
17531,北海道網走・北見・紋別地方,女満別（メマンベツ）,,2024,12,9,18,0,1.5,4,12,12,4,0.0,1.4,12.0,1.0,,,0,35.8,5,2024,7,23,37.7,8,2019,5,26,14.8,8,2008,12,5,2003,2024-12-09
17546,北海道網走・北見・紋別地方,小清水（コシミズ）,,2024,12,9,18,0,-0.6,4,13,14,4,-2.3,0.4,12.0,3.0,,,0,34.9,5,2024,7,22,36.7,8,2019,5,26,15.3,8,1989,12,4,1977,2024-12-09
17561,北海道網走・北見・紋別地方,斜里（シャリ）,,2024,12,9,18,0,0.4,4,12,18,4,-1.3,-0.3,12.0,2.0,,,0,34.7,5,2024,7,22,37.1,8,2023,8,26,15.7,8,2021,12,1,1977,2024-12-09
17596,北海道網走・北見・紋別地方,留辺蘂（ルベシベ）,,2024,12,9,18,0,-1.0,4,10,44,4,-0.3,1.8,12.0,1.0,,,0,34.0,5,2024,7,21,36.4,8,2019,5,26,13.4,8,1989,12,4,1978,2024-12-09
17607,北海道網走・北見・紋別地方,境野（サカイノ）,,2024,12,9,18,0,0.3,4,10,41,4,0.0,1.5,12.0,1.0,,,0,35.2,5,2024,7,21,37.4,8,2021,7,18,15.0,8,1989,12,4,1977,2024-12-09
17631,北海道網走・北見・紋別地方,美幌（ビホロ）,,2024,12,9,18,0,-0.3,4,13,46,4,-1.5,0.2,12.0,2.0,,,0,36.2,5,2024,7,23,37.4,8,2019,5,26,15.6,8,1989,12,4,1977,2024-12-09
17717,北海道網走・北見・紋別地方,津別（ツベツ）,,2024,12,9,18,0,0.1,4,13,49,4,-1.3,0.6,12.0,2.0,,,0,35.6,5,2024,7,22,38.0,8,2019,5,26,15.3,8,1989,12,4,1988,2024-12-09
18038,北海道根室地方,羅臼（ラウス）,,2024,12,9,18,0,0.6,4,1,3,4,-1.7,0.6,12.0,3.0,,,0,32.7,5,2024,7,23,32.7,8,2024,7,23,12.7,8,2008,12,9,2005,2024-12-09
18136,北海道根室地方,標津（シベツ）,,2024,12,9,18,0,0.9,4,11,19,4,-1.5,0.9,12.0,2.0,,,0,33.8,5,2024,7,22,35.0,8,2010,8,6,15.0,8,1989,12,4,1977,2024-12-09
18161,北海道根室地方,上標津（カミシベツ）,,2024,12,9,18,0,0.0,4,9,45,4,-1.5,1.2,12.0,2.0,,,0,32.4,5,2024,7,23,35.2,8,2019,5,26,12.9,8,2021,12,1,2003,2024-12-09
18171,北海道根室地方,中標津（ナカシベツ）,,2024,12,9,18,0,0.5,4,11,25,4,-1.5,1.1,12.0,2.0,,,0,34.1,5,2024,7,23,36.5,8,2019,5,26,14.3,8,1989,12,4,1977,2024-12-09
18174,北海道根室地方,根室中標津（ネムロナカシベツ）,,2024,12,9,18,0,0.6,4,11,23,4,-1.7,1.5,12.0,2.0,,,0,34.4,5,2024,7,23,36.8,8,2019,5,26,13.7,8,2021,12,1,2003,2024-12-09
18256,北海道根室地方,別海（ベツカイ）,,2024,12,9,18,0,1.3,4,11,40,4,-1.3,1.2,12.0,2.0,,,0,34.2,5,2024,7,23,36.6,8,2019,5,26,14.2,8,1989,12,4,1977,2024-12-09
18273,北海道根室地方,根室（ネムロ）,47420.0,2024,12,9,18,0,2.1,4,12,31,4,-1.0,1.4,12.0,2.0,,,0,32.6,5,2024,7,23,34.0,8,2019,5,26,13.6,8,2024,12,3,1879,2024-12-09
18281,北海道根室地方,納沙布（ノサップ）,,2024,12,9,18,0,1.8,4,11,51,4,-1.6,0.9,12.0,2.0,,,0,32.1,5,2024,7,23,33.5,8,2020,8,11,13.9,8,2024,12,3,1977,2024-12-09
18311,北海道根室地方,厚床（アットコ）,,2024,12,9,18,0,1.1,4,12,6,4,-1.6,1.8,12.0,2.0,,,0,32.9,5,2024,8,24,34.9,8,2015,8,5,12.7,8,2024,12,3,1977,2024-12-09
