観測所番号,都道府県,地点,国際地点番号,観測時刻(年),観測時刻(月),観測時刻(日),観測時刻(時),観測時刻(分),5日の最高気温(℃),5日の最高気温の品質情報,5日の最高気温起時（時）,5日の最高気温起時（分）,5日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（4日まで）,今年の最高気温（4日まで）の品質情報,今年の最高気温（4日まで）を観測した起日（年）,今年の最高気温（4日まで）を観測した起日（月）,今年の最高気温（4日まで）を観測した起日（日）,4日までの観測史上1位の値（℃）,4日までの観測史上1位の値の品質情報,4日までの観測史上1位の値を観測した起日（年）,4日までの観測史上1位の値を観測した起日（月）,4日までの観測史上1位の値を観測した起日（日）,4日までの6月の1位の値,4日までの6月の1位の値の品質情報,4日までの6月の1位の値の起日（年）,4日までの6月の1位の値の起日（月）,4日までの6月の1位の値の起日（日）,統計開始年,date
17341,北海道網走・北見・紋別地方,網走（アバシリ）,47409.0,2024,6,5,,,11.4,8,10,3,8,-5.7,-4.6,4.0,3.0,,,0,26.1,4,2024,5,18,37.6,8,1994,8,7,34.0,8,1936,6,14,1889,2024-06-05
17351,北海道網走・北見・紋別地方,宇登呂（ウトロ）,,2024,6,5,,,12.6,8,11,56,8,-5.3,-3.2,5.0,1.0,,,0,27.9,4,2024,4,27,35.3,8,2020,8,11,32.9,8,2014,6,3,1978,2024-06-05
17482,北海道網走・北見・紋別地方,白滝（シラタキ）,,2024,6,5,,,10.9,8,0,21,8,-8.6,-9.3,4.0,3.0,,,0,27.0,4,2024,4,27,34.0,8,2017,7,15,33.4,8,2014,6,4,1993,2024-06-05
17501,北海道網走・北見・紋別地方,生田原（イクタハラ）,,2024,6,5,,,11.5,8,10,55,8,-8.9,-8.8,4.0,2.0,,,0,30.1,4,2024,4,27,37.0,8,2019,5,26,36.4,8,2014,6,3,1977,2024-06-05
17521,北海道網走・北見・紋別地方,北見（キタミ）,,2024,6,5,,,12.8,8,11,17,8,-8.0,-6.1,4.0,3.0,,,0,28.7,4,2024,4,27,38.1,8,2019,5,26,37.2,8,2014,6,3,1976,2024-06-05
17531,北海道網走・北見・紋別地方,女満別（メマンベツ）,,2024,6,5,,,12.6,8,8,27,8,-7.6,-5.6,4.0,3.0,,,0,29.9,4,2024,4,27,37.7,8,2019,5,26,35.7,8,2014,6,3,2003,2024-06-05
17546,北海道網走・北見・紋別地方,小清水（コシミズ）,,2024,6,5,,,14.2,8,9,4,8,-4.8,-3.4,5.0,1.0,,,0,28.2,4,2024,5,18,36.7,8,2019,5,26,34.9,8,2014,6,3,1977,2024-06-05
17561,北海道網走・北見・紋別地方,斜里（シャリ）,,2024,6,5,,,14.0,8,9,3,8,-4.6,-1.6,5.0,1.0,,,0,27.6,4,2024,4,27,37.1,8,2023,8,26,32.8,8,2005,6,23,1977,2024-06-05
17596,北海道網走・北見・紋別地方,留辺蘂（ルベシベ）,,2024,6,5,,,10.9,8,10,35,8,-9.2,-8.8,4.0,2.0,,,0,28.1,4,2024,4,27,36.4,8,2019,5,26,36.2,8,2014,6,3,1978,2024-06-05
17607,北海道網走・北見・紋別地方,境野（サカイノ）,,2024,6,5,,,12.0,8,11,3,8,-8.1,-6.2,4.0,3.0,,,0,29.5,4,2024,4,27,37.4,8,2021,7,18,37.0,8,2014,6,3,1977,2024-06-05
17631,北海道網走・北見・紋別地方,美幌（ビホロ）,,2024,6,5,,,13.1,8,11,39,8,-6.8,-3.0,4.0,3.0,,,0,28.8,4,2024,4,27,37.4,8,2019,5,26,37.2,8,2014,6,3,1977,2024-06-05
17717,北海道網走・北見・紋別地方,津別（ツベツ）,,2024,6,5,,,12.3,8,12,8,8,-8.4,-5.1,4.0,3.0,,,0,28.8,4,2024,4,27,38.0,8,2019,5,26,36.7,8,2014,6,3,1988,2024-06-05
18038,北海道根室地方,羅臼（ラウス）,,2024,6,5,,,9.3,8,12,17,8,-5.4,-3.7,4.0,3.0,,,0,23.3,4,2024,5,18,32.6,8,2022,6,26,32.6,8,2022,6,26,2005,2024-06-05
18136,北海道根室地方,標津（シベツ）,,2024,6,5,,,9.0,8,12,40,8,-6.1,-1.2,4.0,3.0,,,0,27.1,4,2024,5,18,35.0,8,2010,8,6,33.7,8,2010,6,26,1977,2024-06-05
18161,北海道根室地方,上標津（カミシベツ）,,2024,6,5,,,11.5,8,14,44,8,-6.3,-1.3,4.0,3.0,,,0,26.6,4,2024,5,19,35.2,8,2019,5,26,33.3,8,2010,6,26,2003,2024-06-05
18171,北海道根室地方,中標津（ナカシベツ）,,2024,6,5,,,11.1,8,12,29,8,-6.3,-2.1,4.0,3.0,,,0,25.5,4,2024,5,18,36.5,8,2019,5,26,34.6,8,2010,6,26,1977,2024-06-05
18174,北海道根室地方,根室中標津（ネムロナカシベツ）,,2024,6,5,,,10.7,8,12,59,8,-7.4,-2.8,4.0,3.0,,,0,26.3,4,2024,5,18,36.8,8,2019,5,26,34.2,8,2010,6,26,2003,2024-06-05
18256,北海道根室地方,別海（ベツカイ）,,2024,6,5,,,11.2,8,11,57,8,-5.9,-3.2,4.0,3.0,,,0,27.1,4,2024,5,18,36.6,8,2019,5,26,34.7,8,2010,6,26,1977,2024-06-05
18273,北海道根室地方,根室（ネムロ）,47420.0,2024,6,5,,,10.6,8,11,50,8,-3.4,-3.5,5.0,1.0,,,0,22.4,4,2024,5,19,34.0,8,2019,5,26,32.1,8,2010,6,26,1879,2024-06-05
18281,北海道根室地方,納沙布（ノサップ）,,2024,6,5,,,8.9,8,14,1,8,-3.9,-0.6,4.0,3.0,,,0,21.7,4,2024,5,19,33.5,8,2020,8,11,31.0,8,2010,6,26,1977,2024-06-05
18311,北海道根室地方,厚床（アットコ）,,2024,6,5,,,11.9,8,10,31,8,-3.5,-4.5,5.0,1.0,,,0,25.9,4,2024,5,19,34.9,8,2015,8,5,31.8,8,2010,6,26,1977,2024-06-05
19021,北海道釧路地方,川湯（カワユ）,,2024,6,5,,,12.0,8,11,53,8,-6.2,-0.9,4.0,3.0,,,0,27.1,4,2024,5,18,36.0,8,2019,5,26,34.4,8,2010,6,26,1977,2024-06-05
19051,北海道釧路地方,弟子屈（テシカガ）,,2024,6,5,,,12.2,8,12,15,8,-4.8,-0.4,4.0,3.0,,,0,26.6,4,2024,5,18,35.7,8,2019,5,26,33.7,8,2010,6,26,1977,2024-06-05
