観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),5日の最高気温(℃),5日の最高気温の品質情報,5日の最高気温起時（時）,5日の最高気温起時（分）,5日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（4日まで）,今年の最高気温（4日まで）の品質情報,今年の最高気温（4日まで）を観測した起日（年）,今年の最高気温（4日まで）を観測した起日（月）,今年の最高気温（4日まで）を観測した起日（日）,4日までの観測史上1位の値（℃）,4日までの観測史上1位の値の品質情報,4日までの観測史上1位の値を観測した起日（年）,4日までの観測史上1位の値を観測した起日（月）,4日までの観測史上1位の値を観測した起日（日）,4日までの1月の1位の値,4日までの1月の1位の値の品質情報,4日までの1月の1位の値の起日（年）,4日までの1月の1位の値の起日（月）,4日までの1月の1位の値の起日（日）,統計開始年,date
12501,北海道上川地方,東神楽（ヒガシカグラ）,,2025,1,5,20,0,-5.1,5,12.0,40.0,5.0,-1.5,0.1,99.0,0.0,,,0.0,-4.3,4,2025.0,1.0,2.0,36.1,8,2021,8,7,6.1,8,2023,1,13,2003,2025-01-05
12512,北海道上川地方,志比内（シビナイ）,,2025,1,5,20,0,-5.4,5,13.0,11.0,5.0,-1.6,0.1,99.0,0.0,,,0.0,-4.6,4,2025.0,1.0,2.0,35.3,8,2021,8,7,7.9,8,2023,1,13,1993,2025-01-05
12551,北海道上川地方,美瑛（ビエイ）,,2025,1,5,20,0,-4.8,5,13.0,23.0,5.0,-1.3,0.8,99.0,0.0,,,0.0,-4.0,4,2025.0,1.0,2.0,37.1,8,2021,8,7,6.3,8,2023,1,13,1977,2025-01-05
12596,北海道上川地方,上富良野（カミフラノ）,,2025,1,5,20,0,-4.2,5,14.0,32.0,5.0,-1.2,0.5,99.0,0.0,,,0.0,-3.3,4,2025.0,1.0,2.0,37.5,8,2021,8,7,7.1,8,1988,1,22,1977,2025-01-05
12626,北海道上川地方,富良野（フラノ）,,2025,1,5,20,0,-5.7,5,14.0,13.0,5.0,-2.6,-0.4,99.0,0.0,,,0.0,-3.9,4,2025.0,1.0,2.0,38.5,8,2021,8,7,6.9,8,1988,1,22,1976,2025-01-05
12632,北海道上川地方,麓郷（ロクゴウ）,,2025,1,5,20,0,-5.8,5,14.0,58.0,5.0,-2.5,0.0,99.0,0.0,,,0.0,-4.4,4,2025.0,1.0,1.0,37.4,8,2021,8,7,6.7,8,1988,1,22,1978,2025-01-05
12691,北海道上川地方,幾寅（イクトラ）,,2025,1,5,20,0,-5.4,5,14.0,35.0,5.0,-2.2,0.6,99.0,0.0,,,0.0,-3.6,4,2025.0,1.0,1.0,34.9,8,2023,8,24,7.2,8,2023,1,13,1977,2025-01-05
12746,北海道上川地方,占冠（シムカップ）,,2025,1,5,20,0,-4.9,5,12.0,19.0,5.0,-1.9,1.2,99.0,0.0,,,0.0,-3.3,4,2025.0,1.0,1.0,34.6,8,2021,7,19,6.6,8,1983,1,8,1977,2025-01-05
15041,北海道上川地方,朱鞠内（シュマリナイ）,,2025,1,5,20,0,-5.9,5,14.0,32.0,5.0,-2.0,-0.8,99.0,0.0,,,0.0,-4.7,4,2025.0,1.0,1.0,34.9,8,2021,7,28,5.2,8,2009,1,23,1978,2025-01-05
15076,北海道上川地方,幌加内（ホロカナイ）,,2025,1,5,20,0,-5.6,5,12.0,30.0,5.0,-2.2,-0.3,99.0,0.0,,,0.0,-3.4,4,2025.0,1.0,2.0,37.3,8,2021,7,28,6.1,8,2009,1,23,1977,2025-01-05
13061,北海道留萌地方,天塩（テシオ）,,2025,1,5,20,0,-0.6,5,20.0,0.0,5.0,1.0,3.2,2.0,3.0,,,1.0,-3.6,4,2025.0,1.0,2.0,33.8,4,2021,7,27,7.9,8,2009,1,23,1977,2025-01-05
13086,北海道留萌地方,遠別（エンベツ）,,2025,1,5,20,0,-0.6,5,19.0,49.0,5.0,0.9,3.1,2.0,3.0,,,1.0,-2.3,4,2025.0,1.0,2.0,34.2,8,1979,8,18,9.4,8,2009,1,23,1977,2025-01-05
13121,北海道留萌地方,初山別（ショサンベツ）,,2025,1,5,20,0,-1.2,5,18.0,50.0,5.0,-0.4,2.5,1.0,1.0,,,1.0,-1.7,4,2025.0,1.0,1.0,33.8,8,2021,8,1,8.2,8,2009,1,23,1977,2025-01-05
13146,北海道留萌地方,焼尻（ヤギシリ）,,2025,1,5,20,0,-0.2,5,19.0,57.0,5.0,0.5,3.6,1.0,1.0,,,1.0,-1.7,4,2025.0,1.0,1.0,32.4,8,2023,8,24,7.7,8,2023,1,13,1977,2025-01-05
13181,北海道留萌地方,羽幌（ハボロ）,47404.0,2025,1,5,20,0,-1.1,5,18.0,49.0,5.0,-0.4,1.9,1.0,1.0,,,1.0,-1.2,4,2025.0,1.0,2.0,34.4,8,2021,8,1,8.6,8,1927,1,7,1921,2025-01-05
13261,北海道留萌地方,達布（タップ）,,2025,1,5,20,0,-3.4,5,15.0,39.0,5.0,-1.8,0.2,99.0,0.0,,,0.0,-2.5,4,2025.0,1.0,1.0,38.7,8,2021,8,7,7.4,8,2009,1,23,1977,2025-01-05
13277,北海道留萌地方,留萌（ルモイ）,47406.0,2025,1,5,20,0,-2.2,5,15.0,58.0,5.0,-1.8,0.5,99.0,0.0,,,0.0,-0.8,4,2025.0,1.0,1.0,35.6,8,2021,8,1,8.3,8,2023,1,13,1943,2025-01-05
13311,北海道留萌地方,増毛（マシケ）,,2025,1,5,20,0,-2.4,5,15.0,7.0,5.0,-2.3,0.3,99.0,0.0,,,0.0,-0.6,4,2025.0,1.0,1.0,34.2,8,2021,8,1,10.9,8,2023,1,13,1978,2025-01-05
13321,北海道留萌地方,幌糠（ホロヌカ）,,2025,1,5,20,0,-1.9,5,12.0,54.0,5.0,-0.1,1.7,1.0,1.0,,,1.0,-2.6,4,2025.0,1.0,2.0,35.9,8,2021,8,7,8.1,8,1983,1,8,1977,2025-01-05
14026,北海道石狩地方,浜益（ハママス）,,2025,1,5,20,0,-1.7,5,15.0,12.0,5.0,-2.0,0.3,99.0,0.0,,,0.0,-0.1,4,2025.0,1.0,1.0,34.6,8,1989,8,7,8.2,4,1983,1,8,1977,2025-01-05
14071,北海道石狩地方,厚田（アツタ）,,2025,1,5,20,0,-1.1,5,14.0,30.0,5.0,-1.1,0.9,99.0,0.0,,,0.0,0.5,4,2025.0,1.0,1.0,36.1,8,2021,7,28,7.0,8,2009,1,23,1977,2025-01-05
14101,北海道石狩地方,新篠津（シンシノツ）,,2025,1,5,20,0,-3.6,5,13.0,16.0,5.0,-1.8,0.6,99.0,0.0,,,0.0,-2.4,4,2025.0,1.0,2.0,35.5,8,2023,8,25,6.7,8,1983,1,8,1978,2025-01-05
14116,北海道石狩地方,山口（ヤマグチ）,,2025,1,5,20,0,-1.2,5,13.0,58.0,5.0,-1.3,1.4,99.0,0.0,,,0.0,0.6,4,2025.0,1.0,1.0,37.1,8,2021,7,28,9.3,8,2014,1,30,1977,2025-01-05
14121,北海道石狩地方,石狩（イシカリ）,,2025,1,5,20,0,-1.9,5,14.0,6.0,5.0,-1.3,0.9,99.0,0.0,,,0.0,0.1,4,2025.0,1.0,1.0,35.4,8,2021,7,28,7.6,8,2014,1,30,1990,2025-01-05
14136,北海道石狩地方,江別（エベツ）,,2025,1,5,20,0,-4.0,5,13.0,58.0,5.0,-2.3,-1.6,99.0,0.0,,,0.0,-0.9,4,2025.0,1.0,2.0,35.6,8,2021,7,31,6.9,8,2021,1,16,2000,2025-01-05
14163,北海道石狩地方,札幌（サッポロ）,47412.0,2025,1,5,20,0,-1.5,5,13.0,15.0,5.0,-1.6,0.5,99.0,0.0,,,0.0,1.4,4,2025.0,1.0,1.0,36.3,8,2023,8,23,11.2,8,1903,1,24,1876,2025-01-05
14206,北海道石狩地方,恵庭島松（エニワシママツ）,,2025,1,5,20,0,-2.9,5,14.0,13.0,5.0,-1.9,0.3,99.0,0.0,,,0.0,-1.1,4,2025.0,1.0,2.0,34.3,8,1999,8,8,7.6,8,1983,1,8,1977,2025-01-05
14286,北海道石狩地方,支笏湖畔（シコツコハン）,,2025,1,5,20,0,-3.2,5,13.0,38.0,5.0,-1.7,0.4,99.0,0.0,,,0.0,-0.9,4,2025.0,1.0,1.0,31.9,8,2007,8,14,7.3,8,2023,1,13,1977,2025-01-05
14296,北海道石狩地方,千歳（チトセ）,,2025,1,5,20,0,-1.9,5,14.0,11.0,5.0,-1.5,0.7,99.0,0.0,,,0.0,-0.2,4,2025.0,1.0,1.0,34.2,8,2011,8,11,8.4,8,2023,1,13,2003,2025-01-05
15116,北海道空知地方,石狩沼田（イシカリヌマタ）,,2025,1,5,20,0,-3.8,5,12.0,36.0,5.0,-0.9,0.8,1.0,2.0,,,1.0,-3.9,4,2025.0,1.0,2.0,36.9,8,2021,8,7,5.1,8,1990,1,9,1976,2025-01-05
15156,北海道空知地方,秩父別（チップベツ）,,2025,1,5,20,0,-4.5,5,11.0,54.0,5.0,,0.4,,,,,0.0,-3.8,4,2025.0,1.0,2.0,35.1,8,2023,8,24,4.6,8,2023,1,13,2022,2025-01-05
15161,北海道空知地方,深川（フカガワ）,,2025,1,5,20,0,-3.7,5,13.0,51.0,5.0,-1.0,1.0,1.0,2.0,,,1.0,-4.2,4,2025.0,1.0,2.0,36.1,8,2021,8,6,6.1,8,1995,1,9,1977,2025-01-05
15231,北海道空知地方,空知吉野（ソラチヨシノ）,,2025,1,5,20,0,-3.8,5,15.0,12.0,5.0,-1.7,0.5,99.0,0.0,,,0.0,-3.2,4,2025.0,1.0,2.0,36.8,8,2021,8,7,8.8,8,2009,1,23,1978,2025-01-05
15241,北海道空知地方,滝川（タキカワ）,,2025,1,5,20,0,-4.4,5,14.0,33.0,5.0,-1.9,-0.3,99.0,0.0,,,0.0,-4.0,4,2025.0,1.0,2.0,36.0,8,2021,7,28,6.4,8,1995,1,9,1976,2025-01-05
15251,北海道空知地方,芦別（アシベツ）,,2025,1,5,20,0,-3.1,5,14.0,23.0,5.0,-1.6,1.4,99.0,0.0,,,1.0,-3.1,4,2025.0,1.0,2.0,37.2,8,2021,7,31,7.6,8,2001,1,10,1978,2025-01-05
15311,北海道空知地方,月形（ツキガタ）,,2025,1,5,20,0,-2.4,5,12.0,56.0,5.0,-0.8,0.4,1.0,2.0,,,0.0,-2.0,4,2025.0,1.0,2.0,36.3,8,2021,7,31,6.2,8,2009,1,23,1977,2025-01-05
15321,北海道空知地方,美唄（ビバイ）,,2025,1,5,20,0,-3.1,5,14.0,16.0,5.0,-1.1,0.7,1.0,2.0,,,1.0,-3.6,4,2025.0,1.0,2.0,35.6,8,2021,8,6,8.5,8,2009,1,23,1977,2025-01-05
15356,北海道空知地方,岩見沢（イワミザワ）,47413.0,2025,1,5,20,0,-2.9,5,13.0,50.0,5.0,-1.4,1.4,99.0,0.0,,,0.0,-1.9,4,2025.0,1.0,2.0,35.7,8,2023,8,25,8.7,8,1950,1,31,1946,2025-01-05
15431,北海道空知地方,長沼（ナガヌマ）,,2025,1,5,20,0,-1.8,5,14.0,11.0,5.0,-0.4,1.9,1.0,1.0,,,1.0,-2.0,4,2025.0,1.0,2.0,36.3,8,2024,8,12,7.1,8,1983,1,8,1977,2025-01-05
15442,北海道空知地方,夕張（ユウバリ）,,2025,1,5,20,0,-4.3,5,14.0,18.0,5.0,-1.9,1.5,99.0,0.0,,,0.0,-3.5,4,2025.0,1.0,1.0,35.0,8,2021,7,28,6.6,8,1980,1,4,1976,2025-01-05
16026,北海道後志地方,美国（ビクニ）,,2025,1,5,20,0,-2.0,5,14.0,15.0,5.0,-1.3,2.6,99.0,0.0,,,0.0,-1.2,4,2025.0,1.0,1.0,35.2,8,2023,8,31,9.3,8,2023,1,13,1977,2025-01-05
16061,北海道後志地方,神恵内（カモエナイ）,,2025,1,5,20,0,-0.9,5,14.0,48.0,5.0,-1.4,1.7,99.0,0.0,,,0.0,-0.2,4,2025.0,1.0,1.0,33.5,8,2021,7,28,9.2,8,2023,1,13,1977,2025-01-05
16076,北海道後志地方,余市（ヨイチ）,,2025,1,5,20,0,-1.1,5,14.0,6.0,5.0,-1.0,2.9,99.0,0.0,,,0.0,-0.2,4,2025.0,1.0,1.0,34.9,8,1984,8,16,10.2,8,2023,1,13,1977,2025-01-05
16091,北海道後志地方,小樽（オタル）,47411.0,2025,1,5,20,0,-1.6,5,13.0,18.0,5.0,-1.5,1.6,99.0,0.0,,,0.0,0.1,4,2025.0,1.0,1.0,36.2,8,2021,7,28,11.0,8,2009,1,23,1943,2025-01-05
16156,北海道後志地方,共和（キョウワ）,,2025,1,5,20,0,-1.9,5,14.0,34.0,5.0,-1.9,1.4,99.0,0.0,,,0.0,-0.9,4,2025.0,1.0,1.0,35.0,8,2023,8,10,10.0,8,2023,1,13,1977,2025-01-05
16206,北海道後志地方,蘭越（ランコシ）,,2025,1,5,20,0,-0.6,5,14.0,14.0,5.0,-0.2,2.4,1.0,1.0,,,0.0,-0.4,4,2025.0,1.0,1.0,35.4,8,2023,8,23,8.7,8,2009,1,23,1977,2025-01-05
16217,北海道後志地方,倶知安（クッチャン）,47433.0,2025,1,5,20,0,-3.4,5,13.0,53.0,5.0,-1.8,1.5,99.0,0.0,,,0.0,-2.7,4,2025.0,1.0,2.0,34.6,8,2023,8,23,8.7,8,2009,1,23,1944,2025-01-05
16252,北海道後志地方,寿都（スッツ）,47421.0,2025,1,5,20,0,-1.2,5,14.0,34.0,5.0,-1.5,1.2,99.0,0.0,,,0.0,0.1,4,2025.0,1.0,1.0,34.0,8,1904,8,20,12.2,8,1903,1,24,1884,2025-01-05
16281,北海道後志地方,真狩（マッカリ）,,2025,1,5,20,0,-5.3,5,13.0,59.0,5.0,-1.8,1.8,99.0,0.0,,,0.0,-4.1,4,2025.0,1.0,1.0,32.3,8,2021,7,27,6.9,8,2009,1,23,1978,2025-01-05
16286,北海道後志地方,喜茂別（キモベツ）,,2025,1,5,20,0,-4.5,5,13.0,27.0,5.0,-2.2,0.6,99.0,0.0,,,0.0,-3.3,4,2025.0,1.0,1.0,34.5,8,2023,8,25,7.1,8,1988,1,22,1977,2025-01-05
16321,北海道後志地方,黒松内（クロマツナイ）,,2025,1,5,20,0,-0.7,5,13.0,56.0,5.0,-0.5,2.2,1.0,2.0,,,0.0,-0.6,4,2025.0,1.0,1.0,34.5,8,2021,7,18,9.7,8,2023,1,13,1977,2025-01-05
17036,北海道網走・北見・紋別地方,雄武（オウム）,47405.0,2025,1,5,20,0,-3.6,5,12.0,3.0,5.0,-1.7,0.7,99.0,0.0,,,0.0,-2.0,4,2025.0,1.0,1.0,35.3,8,2023,8,17,8.4,8,2023,1,13,1942,2025-01-05
17076,北海道網走・北見・紋別地方,興部（オコッペ）,,2025,1,5,20,0,-3.3,5,11.0,53.0,5.0,-1.7,0.8,99.0,0.0,,,0.0,-2.0,4,2025.0,1.0,2.0,34.3,8,1999,8,9,9.3,8,1993,1,27,1977,2025-01-05
17091,北海道網走・北見・紋別地方,西興部（ニシオコッペ）,,2025,1,5,20,0,-4.5,5,15.0,8.0,5.0,-1.9,0.3,99.0,0.0,,,0.0,-2.7,4,2025.0,1.0,1.0,36.4,8,1978,8,3,7.5,8,1988,1,22,1977,2025-01-05
17112,北海道網走・北見・紋別地方,紋別（モンベツ）,47435.0,2025,1,5,20,0,-3.3,5,14.0,47.0,5.0,-1.7,0.4,99.0,0.0,,,0.0,-1.6,4,2025.0,1.0,1.0,37.0,8,2019,5,26,9.5,8,2023,1,13,1956,2025-01-05
17116,北海道網走・北見・紋別地方,紋別小向（モンベツコムカイ）,,2025,1,5,20,0,-3.6,5,14.0,49.0,5.0,-1.8,0.4,99.0,0.0,,,0.0,-2.0,4,2025.0,1.0,2.0,37.2,8,2019,5,26,9.1,8,2010,1,20,2003,2025-01-05
17166,北海道網走・北見・紋別地方,湧別（ユウベツ）,,2025,1,5,20,0,-3.1,5,14.0,48.0,5.0,-1.3,0.7,2.0,1.0,,,0.0,-1.4,4,2025.0,1.0,2.0,38.5,8,2019,5,26,9.4,8,2010,1,20,1977,2025-01-05
17196,北海道網走・北見・紋別地方,滝上（タキノウエ）,,2025,1,5,20,0,-4.3,5,16.0,11.0,5.0,-1.6,0.8,99.0,0.0,,,0.0,-2.8,4,2025.0,1.0,1.0,37.7,8,1978,8,3,8.4,8,2023,1,13,1977,2025-01-05
17246,北海道網走・北見・紋別地方,常呂（トコロ）,,2025,1,5,20,0,-3.0,5,13.0,28.0,5.0,-1.3,1.4,1.0,3.0,,,0.0,-1.9,4,2025.0,1.0,1.0,36.9,8,1994,8,7,7.8,8,1995,1,9,1977,2025-01-05
17306,北海道網走・北見・紋別地方,遠軽（エンガル）,,2025,1,5,20,0,-3.5,5,13.0,39.0,5.0,-1.7,-0.4,99.0,0.0,,,0.0,-2.1,4,2025.0,1.0,1.0,37.7,8,2019,5,26,9.8,8,2015,1,27,1977,2025-01-05
17316,北海道網走・北見・紋別地方,佐呂間（サロマ）,,2025,1,5,20,0,-2.8,5,12.0,50.0,5.0,-0.7,0.2,1.0,2.0,,,0.0,-2.4,4,2025.0,1.0,2.0,39.5,8,2019,5,26,9.9,8,1983,1,8,1977,2025-01-05
17341,北海道網走・北見・紋別地方,網走（アバシリ）,47409.0,2025,1,5,20,0,-2.8,5,13.0,39.0,5.0,-1.4,1.7,99.0,0.0,,,0.0,-1.2,4,2025.0,1.0,1.0,37.6,8,1994,8,7,11.8,8,1892,1,1,1889,2025-01-05
17351,北海道網走・北見・紋別地方,宇登呂（ウトロ）,,2025,1,5,20,0,-3.6,5,14.0,19.0,5.0,-1.8,1.0,99.0,0.0,,,0.0,-2.5,4,2025.0,1.0,2.0,35.3,8,2020,8,11,10.8,8,1982,1,5,1978,2025-01-05
17482,北海道網走・北見・紋別地方,白滝（シラタキ）,,2025,1,5,20,0,-6.7,5,14.0,10.0,5.0,-2.2,0.6,99.0,0.0,,,0.0,-3.9,4,2025.0,1.0,1.0,34.1,8,2024,7,21,7.3,8,2009,1,23,1993,2025-01-05
17501,北海道網走・北見・紋別地方,生田原（イクタハラ）,,2025,1,5,20,0,-3.9,5,14.0,51.0,5.0,-1.5,-0.2,99.0,0.0,,,0.0,-3.2,4,2025.0,1.0,1.0,37.0,8,2019,5,26,8.1,8,1983,1,8,1977,2025-01-05
17521,北海道網走・北見・紋別地方,北見（キタミ）,,2025,1,5,20,0,-1.8,5,13.0,31.0,5.0,0.3,2.3,1.0,1.0,,,1.0,-2.5,4,2025.0,1.0,2.0,38.1,8,2019,5,26,8.0,8,1995,1,9,1976,2025-01-05
17531,北海道網走・北見・紋別地方,女満別（メマンベツ）,,2025,1,5,20,0,-2.5,5,12.0,42.0,5.0,-0.2,2.1,1.0,1.0,,,0.0,-2.4,4,2025.0,1.0,1.0,37.7,8,2019,5,26,7.2,8,2010,1,20,2003,2025-01-05
17546,北海道網走・北見・紋別地方,小清水（コシミズ）,,2025,1,5,20,0,-3.1,5,12.0,34.0,5.0,-1.6,1.2,99.0,0.0,,,0.0,-2.3,4,2025.0,1.0,1.0,36.7,8,2019,5,26,8.9,8,2002,1,22,1977,2025-01-05
17561,北海道網走・北見・紋別地方,斜里（シャリ）,,2025,1,5,20,0,-2.7,5,14.0,36.0,5.0,-1.3,1.4,1.0,3.0,,,0.0,-1.5,4,2025.0,1.0,1.0,37.1,8,2023,8,26,9.7,8,1995,1,9,1977,2025-01-05
17596,北海道網走・北見・紋別地方,留辺蘂（ルベシベ）,,2025,1,5,20,0,-3.3,5,14.0,1.0,5.0,0.2,1.7,1.0,1.0,,,1.0,-3.8,4,2025.0,1.0,1.0,36.4,8,2019,5,26,6.4,8,1983,1,8,1978,2025-01-05
