,date,max,year,month,day,month_day,month_day_flourish
1304,1974-07-25,30.9,1974,7,25,07-25,7/25
1305,1974-07-26,30.6,1974,7,26,07-26,7/26
1306,1974-07-27,31.2,1974,7,27,07-27,7/27
1307,1974-07-28,31.8,1974,7,28,07-28,7/28
1308,1974-07-29,31.9,1974,7,29,07-29,7/29
1309,1974-07-30,34.2,1974,7,30,07-30,7/30
1310,1974-07-31,32.2,1974,7,31,07-31,7/31
1311,1974-08-01,31.7,1974,8,1,08-01,8/1
1312,1974-08-02,31.9,1974,8,2,08-02,8/2
1313,1974-08-03,31.5,1974,8,3,08-03,8/3
1314,1974-08-04,32.4,1974,8,4,08-04,8/4
1315,1974-08-05,32.0,1974,8,5,08-05,8/5
1316,1974-08-06,32.9,1974,8,6,08-06,8/6
1317,1974-08-07,34.2,1974,8,7,08-07,8/7
1318,1974-08-08,31.6,1974,8,8,08-08,8/8
1319,1974-08-09,31.2,1974,8,9,08-09,8/9
1320,1974-08-10,30.6,1974,8,10,08-10,8/10
1321,1974-08-11,32.1,1974,8,11,08-11,8/11
1322,1974-08-12,33.2,1974,8,12,08-12,8/12
1323,1974-08-13,32.6,1974,8,13,08-13,8/13
1324,1974-08-14,33.5,1974,8,14,08-14,8/14
1325,1974-08-15,31.7,1974,8,15,08-15,8/15
1326,1974-08-16,28.3,1974,8,16,08-16,8/16
1327,1974-08-17,24.3,1974,8,17,08-17,8/17
1328,1974-08-18,27.1,1974,8,18,08-18,8/18
1329,1974-08-19,31.3,1974,8,19,08-19,8/19
1330,1974-08-20,31.6,1974,8,20,08-20,8/20
1331,1974-08-21,30.9,1974,8,21,08-21,8/21
1332,1974-08-22,30.2,1974,8,22,08-22,8/22
1333,1974-08-23,32.6,1974,8,23,08-23,8/23
1334,1974-08-24,31.8,1974,8,24,08-24,8/24
1335,1974-08-25,29.2,1974,8,25,08-25,8/25
1336,1974-08-26,28.8,1974,8,26,08-26,8/26
1337,1974-08-27,31.2,1974,8,27,08-27,8/27
1338,1974-08-28,32.2,1974,8,28,08-28,8/28
1339,1974-08-29,31.7,1974,8,29,08-29,8/29
1340,1974-08-30,31.4,1974,8,30,08-30,8/30
1341,1974-08-31,28.2,1974,8,31,08-31,8/31
1342,1974-09-01,26.6,1974,9,1,09-01,9/1
1343,1974-09-02,30.0,1974,9,2,09-02,9/2
1344,1974-09-03,32.3,1974,9,3,09-03,9/3
1345,1974-09-04,26.7,1974,9,4,09-04,9/4
1346,1974-09-05,29.3,1974,9,5,09-05,9/5
1347,1974-09-06,29.0,1974,9,6,09-06,9/6
1348,1974-09-07,32.3,1974,9,7,09-07,9/7
1349,1974-09-08,32.2,1974,9,8,09-08,9/8
1350,1974-09-09,28.3,1974,9,9,09-09,9/9
1351,1974-09-10,29.4,1974,9,10,09-10,9/10
1352,1974-09-11,27.1,1974,9,11,09-11,9/11
1353,1974-09-12,26.9,1974,9,12,09-12,9/12
1354,1974-09-13,25.4,1974,9,13,09-13,9/13
1355,1974-09-14,25.1,1974,9,14,09-14,9/14
1356,1974-09-15,29.2,1974,9,15,09-15,9/15
1357,1974-09-16,23.6,1974,9,16,09-16,9/16
1358,1974-09-17,21.0,1974,9,17,09-17,9/17
1359,1974-09-18,25.2,1974,9,18,09-18,9/18
1360,1974-09-19,23.2,1974,9,19,09-19,9/19
1361,1974-09-20,23.7,1974,9,20,09-20,9/20
1362,1974-09-21,21.6,1974,9,21,09-21,9/21
1363,1974-09-22,18.9,1974,9,22,09-22,9/22
1364,1974-09-23,24.0,1974,9,23,09-23,9/23
1365,1974-09-24,19.6,1974,9,24,09-24,9/24
1366,1974-09-25,28.6,1974,9,25,09-25,9/25
1367,1974-09-26,24.2,1974,9,26,09-26,9/26
1368,1974-09-27,21.5,1974,9,27,09-27,9/27
1369,1974-09-28,25.2,1974,9,28,09-28,9/28
1370,1974-09-29,26.7,1974,9,29,09-29,9/29
1371,1974-09-30,26.9,1974,9,30,09-30,9/30
1372,1975-06-01,24.6,1975,6,1,06-01,6/1
1373,1975-06-02,25.0,1975,6,2,06-02,6/2
1374,1975-06-03,24.0,1975,6,3,06-03,6/3
1375,1975-06-04,26.0,1975,6,4,06-04,6/4
1376,1975-06-05,22.5,1975,6,5,06-05,6/5
1377,1975-06-06,27.7,1975,6,6,06-06,6/6
1378,1975-06-07,22.2,1975,6,7,06-07,6/7
1379,1975-06-08,26.1,1975,6,8,06-08,6/8
1380,1975-06-09,27.0,1975,6,9,06-09,6/9
1381,1975-06-10,26.9,1975,6,10,06-10,6/10
1382,1975-06-11,19.9,1975,6,11,06-11,6/11
1383,1975-06-12,22.1,1975,6,12,06-12,6/12
1384,1975-06-13,23.7,1975,6,13,06-13,6/13
1385,1975-06-14,22.4,1975,6,14,06-14,6/14
1386,1975-06-15,23.0,1975,6,15,06-15,6/15
1387,1975-06-16,26.4,1975,6,16,06-16,6/16
1388,1975-06-17,27.9,1975,6,17,06-17,6/17
1389,1975-06-18,28.0,1975,6,18,06-18,6/18
1390,1975-06-19,29.5,1975,6,19,06-19,6/19
1391,1975-06-20,25.3,1975,6,20,06-20,6/20
1392,1975-06-21,26.8,1975,6,21,06-21,6/21
1393,1975-06-22,22.3,1975,6,22,06-22,6/22
1394,1975-06-23,27.6,1975,6,23,06-23,6/23
1395,1975-06-24,25.5,1975,6,24,06-24,6/24
1396,1975-06-25,21.4,1975,6,25,06-25,6/25
1397,1975-06-26,27.2,1975,6,26,06-26,6/26
1398,1975-06-27,27.1,1975,6,27,06-27,6/27
1399,1975-06-28,22.4,1975,6,28,06-28,6/28
1400,1975-06-29,26.3,1975,6,29,06-29,6/29
1401,1975-06-30,24.1,1975,6,30,06-30,6/30
1402,1975-07-01,23.3,1975,7,1,07-01,7/1
1403,1975-07-02,25.0,1975,7,2,07-02,7/2
1404,1975-07-03,26.2,1975,7,3,07-03,7/3
1405,1975-07-04,21.5,1975,7,4,07-04,7/4
1406,1975-07-05,23.9,1975,7,5,07-05,7/5
1407,1975-07-06,27.4,1975,7,6,07-06,7/6
1408,1975-07-07,31.5,1975,7,7,07-07,7/7
1409,1975-07-08,31.6,1975,7,8,07-08,7/8
1410,1975-07-09,28.7,1975,7,9,07-09,7/9
1411,1975-07-10,24.5,1975,7,10,07-10,7/10
1412,1975-07-11,31.1,1975,7,11,07-11,7/11
1413,1975-07-12,28.0,1975,7,12,07-12,7/12
1414,1975-07-13,22.1,1975,7,13,07-13,7/13
1415,1975-07-14,26.3,1975,7,14,07-14,7/14
1416,1975-07-15,31.3,1975,7,15,07-15,7/15
1417,1975-07-16,31.2,1975,7,16,07-16,7/16
1418,1975-07-17,31.9,1975,7,17,07-17,7/17
1419,1975-07-18,35.6,1975,7,18,07-18,7/18
1420,1975-07-19,29.7,1975,7,19,07-19,7/19
1421,1975-07-20,29.3,1975,7,20,07-20,7/20
1422,1975-07-21,30.4,1975,7,21,07-21,7/21
1423,1975-07-22,29.6,1975,7,22,07-22,7/22
1424,1975-07-23,31.5,1975,7,23,07-23,7/23
1425,1975-07-24,32.3,1975,7,24,07-24,7/24
1426,1975-07-25,32.2,1975,7,25,07-25,7/25
1427,1975-07-26,32.3,1975,7,26,07-26,7/26
1428,1975-07-27,31.5,1975,7,27,07-27,7/27
1429,1975-07-28,31.3,1975,7,28,07-28,7/28
1430,1975-07-29,32.4,1975,7,29,07-29,7/29
1431,1975-07-30,33.8,1975,7,30,07-30,7/30
1432,1975-07-31,34.0,1975,7,31,07-31,7/31
1433,1975-08-01,32.0,1975,8,1,08-01,8/1
1434,1975-08-02,32.8,1975,8,2,08-02,8/2
1435,1975-08-03,33.5,1975,8,3,08-03,8/3
1436,1975-08-04,33.2,1975,8,4,08-04,8/4
1437,1975-08-05,35.5,1975,8,5,08-05,8/5
1438,1975-08-06,34.9,1975,8,6,08-06,8/6
1439,1975-08-07,27.3,1975,8,7,08-07,8/7
1440,1975-08-08,30.1,1975,8,8,08-08,8/8
1441,1975-08-09,28.9,1975,8,9,08-09,8/9
1442,1975-08-10,28.2,1975,8,10,08-10,8/10
1443,1975-08-11,30.6,1975,8,11,08-11,8/11
1444,1975-08-12,31.5,1975,8,12,08-12,8/12
1445,1975-08-13,32.9,1975,8,13,08-13,8/13
1446,1975-08-14,32.9,1975,8,14,08-14,8/14
1447,1975-08-15,33.4,1975,8,15,08-15,8/15
1448,1975-08-16,31.5,1975,8,16,08-16,8/16
1449,1975-08-17,31.3,1975,8,17,08-17,8/17
1450,1975-08-18,32.8,1975,8,18,08-18,8/18
1451,1975-08-19,31.3,1975,8,19,08-19,8/19
1452,1975-08-20,33.5,1975,8,20,08-20,8/20
1453,1975-08-21,34.3,1975,8,21,08-21,8/21
1454,1975-08-22,29.7,1975,8,22,08-22,8/22
1455,1975-08-23,29.2,1975,8,23,08-23,8/23
1456,1975-08-24,32.8,1975,8,24,08-24,8/24
1457,1975-08-25,29.1,1975,8,25,08-25,8/25
1458,1975-08-26,27.2,1975,8,26,08-26,8/26
1459,1975-08-27,30.9,1975,8,27,08-27,8/27
1460,1975-08-28,31.4,1975,8,28,08-28,8/28
1461,1975-08-29,31.5,1975,8,29,08-29,8/29
1462,1975-08-30,31.6,1975,8,30,08-30,8/30
1463,1975-08-31,32.1,1975,8,31,08-31,8/31
1464,1975-09-01,33.2,1975,9,1,09-01,9/1
1465,1975-09-02,32.9,1975,9,2,09-02,9/2
1466,1975-09-03,31.6,1975,9,3,09-03,9/3
1467,1975-09-04,32.3,1975,9,4,09-04,9/4
1468,1975-09-05,30.4,1975,9,5,09-05,9/5
1469,1975-09-06,32.5,1975,9,6,09-06,9/6
1470,1975-09-07,32.2,1975,9,7,09-07,9/7
1471,1975-09-08,31.9,1975,9,8,09-08,9/8
1472,1975-09-09,31.7,1975,9,9,09-09,9/9
1473,1975-09-10,30.6,1975,9,10,09-10,9/10
1474,1975-09-11,31.2,1975,9,11,09-11,9/11
1475,1975-09-12,32.2,1975,9,12,09-12,9/12
1476,1975-09-13,32.6,1975,9,13,09-13,9/13
1477,1975-09-14,28.3,1975,9,14,09-14,9/14
1478,1975-09-15,30.0,1975,9,15,09-15,9/15
1479,1975-09-16,34.1,1975,9,16,09-16,9/16
1480,1975-09-17,33.2,1975,9,17,09-17,9/17
1481,1975-09-18,30.0,1975,9,18,09-18,9/18
1482,1975-09-19,30.5,1975,9,19,09-19,9/19
1483,1975-09-20,31.4,1975,9,20,09-20,9/20
1484,1975-09-21,32.2,1975,9,21,09-21,9/21
1485,1975-09-22,31.5,1975,9,22,09-22,9/22
1486,1975-09-23,23.6,1975,9,23,09-23,9/23
1487,1975-09-24,21.3,1975,9,24,09-24,9/24
1488,1975-09-25,25.5,1975,9,25,09-25,9/25
1489,1975-09-26,27.3,1975,9,26,09-26,9/26
1490,1975-09-27,25.8,1975,9,27,09-27,9/27
1491,1975-09-28,26.0,1975,9,28,09-28,9/28
1492,1975-09-29,21.1,1975,9,29,09-29,9/29
1493,1975-09-30,21.3,1975,9,30,09-30,9/30
1494,1976-06-01,25.5,1976,6,1,06-01,6/1
1495,1976-06-02,29.3,1976,6,2,06-02,6/2
1496,1976-06-03,25.3,1976,6,3,06-03,6/3
1497,1976-06-04,24.0,1976,6,4,06-04,6/4
1498,1976-06-05,22.1,1976,6,5,06-05,6/5
1499,1976-06-06,24.3,1976,6,6,06-06,6/6
1500,1976-06-07,25.5,1976,6,7,06-07,6/7
1501,1976-06-08,26.0,1976,6,8,06-08,6/8
1502,1976-06-09,27.2,1976,6,9,06-09,6/9
1503,1976-06-10,28.6,1976,6,10,06-10,6/10
1504,1976-06-11,28.2,1976,6,11,06-11,6/11
1505,1976-06-12,22.1,1976,6,12,06-12,6/12
1506,1976-06-13,21.5,1976,6,13,06-13,6/13
1507,1976-06-14,23.6,1976,6,14,06-14,6/14
1508,1976-06-15,22.4,1976,6,15,06-15,6/15
1509,1976-06-16,22.5,1976,6,16,06-16,6/16
1510,1976-06-17,25.3,1976,6,17,06-17,6/17
1511,1976-06-18,25.2,1976,6,18,06-18,6/18
1512,1976-06-19,23.2,1976,6,19,06-19,6/19
1513,1976-06-20,23.0,1976,6,20,06-20,6/20
1514,1976-06-21,25.4,1976,6,21,06-21,6/21
1515,1976-06-22,28.7,1976,6,22,06-22,6/22
1516,1976-06-23,27.8,1976,6,23,06-23,6/23
1517,1976-06-24,22.4,1976,6,24,06-24,6/24
1518,1976-06-25,25.4,1976,6,25,06-25,6/25
1519,1976-06-26,26.0,1976,6,26,06-26,6/26
1520,1976-06-27,28.8,1976,6,27,06-27,6/27
1521,1976-06-28,26.6,1976,6,28,06-28,6/28
1522,1976-06-29,24.1,1976,6,29,06-29,6/29
1523,1976-06-30,19.8,1976,6,30,06-30,6/30
1524,1976-07-01,20.2,1976,7,1,07-01,7/1
1525,1976-07-02,23.6,1976,7,2,07-02,7/2
1526,1976-07-03,17.9,1976,7,3,07-03,7/3
1527,1976-07-04,21.1,1976,7,4,07-04,7/4
1528,1976-07-05,23.4,1976,7,5,07-05,7/5
1529,1976-07-06,24.2,1976,7,6,07-06,7/6
1530,1976-07-07,25.5,1976,7,7,07-07,7/7
1531,1976-07-08,31.0,1976,7,8,07-08,7/8
1532,1976-07-09,29.6,1976,7,9,07-09,7/9
1533,1976-07-10,26.9,1976,7,10,07-10,7/10
1534,1976-07-11,24.0,1976,7,11,07-11,7/11
1535,1976-07-12,26.6,1976,7,12,07-12,7/12
1536,1976-07-13,30.6,1976,7,13,07-13,7/13
1537,1976-07-14,31.6,1976,7,14,07-14,7/14
1538,1976-07-15,28.9,1976,7,15,07-15,7/15
1539,1976-07-16,25.0,1976,7,16,07-16,7/16
1540,1976-07-17,32.2,1976,7,17,07-17,7/17
1541,1976-07-18,24.7,1976,7,18,07-18,7/18
1542,1976-07-19,21.6,1976,7,19,07-19,7/19
1543,1976-07-20,21.9,1976,7,20,07-20,7/20
1544,1976-07-21,28.4,1976,7,21,07-21,7/21
1545,1976-07-22,29.3,1976,7,22,07-22,7/22
1546,1976-07-23,30.8,1976,7,23,07-23,7/23
1547,1976-07-24,31.1,1976,7,24,07-24,7/24
1548,1976-07-25,31.5,1976,7,25,07-25,7/25
1549,1976-07-26,31.7,1976,7,26,07-26,7/26
1550,1976-07-27,32.4,1976,7,27,07-27,7/27
1551,1976-07-28,31.2,1976,7,28,07-28,7/28
1552,1976-07-29,32.2,1976,7,29,07-29,7/29
1553,1976-07-30,31.7,1976,7,30,07-30,7/30
1554,1976-07-31,33.4,1976,7,31,07-31,7/31
1555,1976-08-01,32.6,1976,8,1,08-01,8/1
1556,1976-08-02,33.2,1976,8,2,08-02,8/2
1557,1976-08-03,27.0,1976,8,3,08-03,8/3
1558,1976-08-04,27.8,1976,8,4,08-04,8/4
1559,1976-08-05,29.6,1976,8,5,08-05,8/5
1560,1976-08-06,32.3,1976,8,6,08-06,8/6
1561,1976-08-07,26.7,1976,8,7,08-07,8/7
1562,1976-08-08,30.2,1976,8,8,08-08,8/8
1563,1976-08-09,30.5,1976,8,9,08-09,8/9
1564,1976-08-10,32.8,1976,8,10,08-10,8/10
1565,1976-08-11,31.2,1976,8,11,08-11,8/11
1566,1976-08-12,31.0,1976,8,12,08-12,8/12
1567,1976-08-13,32.2,1976,8,13,08-13,8/13
1568,1976-08-14,31.0,1976,8,14,08-14,8/14
1569,1976-08-15,22.9,1976,8,15,08-15,8/15
1570,1976-08-16,26.3,1976,8,16,08-16,8/16
1571,1976-08-17,26.5,1976,8,17,08-17,8/17
1572,1976-08-18,26.2,1976,8,18,08-18,8/18
1573,1976-08-19,29.2,1976,8,19,08-19,8/19
1574,1976-08-20,30.7,1976,8,20,08-20,8/20
1575,1976-08-21,31.5,1976,8,21,08-21,8/21
1576,1976-08-22,32.3,1976,8,22,08-22,8/22
1577,1976-08-23,33.8,1976,8,23,08-23,8/23
1578,1976-08-24,35.4,1976,8,24,08-24,8/24
1579,1976-08-25,23.3,1976,8,25,08-25,8/25
1580,1976-08-26,24.2,1976,8,26,08-26,8/26
1581,1976-08-27,25.0,1976,8,27,08-27,8/27
1582,1976-08-28,27.2,1976,8,28,08-28,8/28
1583,1976-08-29,28.5,1976,8,29,08-29,8/29
1584,1976-08-30,24.9,1976,8,30,08-30,8/30
1585,1976-08-31,25.1,1976,8,31,08-31,8/31
1586,1976-09-01,28.4,1976,9,1,09-01,9/1
1587,1976-09-02,26.2,1976,9,2,09-02,9/2
1588,1976-09-03,24.5,1976,9,3,09-03,9/3
1589,1976-09-04,23.4,1976,9,4,09-04,9/4
1590,1976-09-05,25.8,1976,9,5,09-05,9/5
1591,1976-09-06,26.9,1976,9,6,09-06,9/6
1592,1976-09-07,29.0,1976,9,7,09-07,9/7
1593,1976-09-08,30.0,1976,9,8,09-08,9/8
1594,1976-09-09,28.8,1976,9,9,09-09,9/9
1595,1976-09-10,31.6,1976,9,10,09-10,9/10
1596,1976-09-11,30.2,1976,9,11,09-11,9/11
1597,1976-09-12,26.1,1976,9,12,09-12,9/12
1598,1976-09-13,23.4,1976,9,13,09-13,9/13
1599,1976-09-14,27.3,1976,9,14,09-14,9/14
1600,1976-09-15,27.5,1976,9,15,09-15,9/15
1601,1976-09-16,27.1,1976,9,16,09-16,9/16
1602,1976-09-17,28.1,1976,9,17,09-17,9/17
1603,1976-09-18,28.2,1976,9,18,09-18,9/18
1604,1976-09-19,25.8,1976,9,19,09-19,9/19
1605,1976-09-20,26.6,1976,9,20,09-20,9/20
1606,1976-09-21,24.6,1976,9,21,09-21,9/21
1607,1976-09-22,17.3,1976,9,22,09-22,9/22
1608,1976-09-23,25.1,1976,9,23,09-23,9/23
1609,1976-09-24,24.3,1976,9,24,09-24,9/24
1610,1976-09-25,23.9,1976,9,25,09-25,9/25
1611,1976-09-26,22.0,1976,9,26,09-26,9/26
1612,1976-09-27,20.3,1976,9,27,09-27,9/27
1613,1976-09-28,18.0,1976,9,28,09-28,9/28
1614,1976-09-29,26.0,1976,9,29,09-29,9/29
1615,1976-09-30,24.6,1976,9,30,09-30,9/30
1616,1977-06-01,24.8,1977,6,1,06-01,6/1
1617,1977-06-02,21.9,1977,6,2,06-02,6/2
1618,1977-06-03,29.5,1977,6,3,06-03,6/3
1619,1977-06-04,27.6,1977,6,4,06-04,6/4
1620,1977-06-05,28.1,1977,6,5,06-05,6/5
1621,1977-06-06,26.9,1977,6,6,06-06,6/6
1622,1977-06-07,24.7,1977,6,7,06-07,6/7
1623,1977-06-08,26.6,1977,6,8,06-08,6/8
1624,1977-06-09,27.3,1977,6,9,06-09,6/9
1625,1977-06-10,24.2,1977,6,10,06-10,6/10
1626,1977-06-11,23.2,1977,6,11,06-11,6/11
1627,1977-06-12,25.5,1977,6,12,06-12,6/12
1628,1977-06-13,28.7,1977,6,13,06-13,6/13
1629,1977-06-14,27.5,1977,6,14,06-14,6/14
1630,1977-06-15,22.5,1977,6,15,06-15,6/15
1631,1977-06-16,22.9,1977,6,16,06-16,6/16
1632,1977-06-17,19.5,1977,6,17,06-17,6/17
1633,1977-06-18,17.7,1977,6,18,06-18,6/18
1634,1977-06-19,19.1,1977,6,19,06-19,6/19
1635,1977-06-20,22.9,1977,6,20,06-20,6/20
1636,1977-06-21,22.5,1977,6,21,06-21,6/21
1637,1977-06-22,19.9,1977,6,22,06-22,6/22
1638,1977-06-23,19.1,1977,6,23,06-23,6/23
1639,1977-06-24,19.4,1977,6,24,06-24,6/24
1640,1977-06-25,19.8,1977,6,25,06-25,6/25
1641,1977-06-26,24.7,1977,6,26,06-26,6/26
1642,1977-06-27,23.8,1977,6,27,06-27,6/27
1643,1977-06-28,28.4,1977,6,28,06-28,6/28
1644,1977-06-29,26.4,1977,6,29,06-29,6/29
1645,1977-06-30,25.4,1977,6,30,06-30,6/30
1646,1977-07-01,23.8,1977,7,1,07-01,7/1
1647,1977-07-02,29.9,1977,7,2,07-02,7/2
1648,1977-07-03,30.0,1977,7,3,07-03,7/3
1649,1977-07-04,29.7,1977,7,4,07-04,7/4
1650,1977-07-05,29.3,1977,7,5,07-05,7/5
1651,1977-07-06,28.7,1977,7,6,07-06,7/6
1652,1977-07-07,26.8,1977,7,7,07-07,7/7
1653,1977-07-08,25.5,1977,7,8,07-08,7/8
1654,1977-07-09,27.0,1977,7,9,07-09,7/9
1655,1977-07-10,28.0,1977,7,10,07-10,7/10
1656,1977-07-11,31.2,1977,7,11,07-11,7/11
1657,1977-07-12,29.8,1977,7,12,07-12,7/12
1658,1977-07-13,33.6,1977,7,13,07-13,7/13
1659,1977-07-14,32.9,1977,7,14,07-14,7/14
1660,1977-07-15,32.8,1977,7,15,07-15,7/15
1661,1977-07-16,30.8,1977,7,16,07-16,7/16
1662,1977-07-17,27.4,1977,7,17,07-17,7/17
1663,1977-07-18,27.7,1977,7,18,07-18,7/18
1664,1977-07-19,30.0,1977,7,19,07-19,7/19
1665,1977-07-20,26.5,1977,7,20,07-20,7/20
1666,1977-07-21,28.8,1977,7,21,07-21,7/21
1667,1977-07-22,31.0,1977,7,22,07-22,7/22
1668,1977-07-23,30.8,1977,7,23,07-23,7/23
1669,1977-07-24,31.4,1977,7,24,07-24,7/24
1670,1977-07-25,31.3,1977,7,25,07-25,7/25
1671,1977-07-26,31.3,1977,7,26,07-26,7/26
1672,1977-07-27,32.3,1977,7,27,07-27,7/27
1673,1977-07-28,31.3,1977,7,28,07-28,7/28
1674,1977-07-29,30.4,1977,7,29,07-29,7/29
1675,1977-07-30,31.2,1977,7,30,07-30,7/30
1676,1977-07-31,31.9,1977,7,31,07-31,7/31
1677,1977-08-01,32.6,1977,8,1,08-01,8/1
1678,1977-08-02,33.0,1977,8,2,08-02,8/2
1679,1977-08-03,34.0,1977,8,3,08-03,8/3
1680,1977-08-04,34.1,1977,8,4,08-04,8/4
1681,1977-08-05,33.6,1977,8,5,08-05,8/5
1682,1977-08-06,33.7,1977,8,6,08-06,8/6
1683,1977-08-07,30.3,1977,8,7,08-07,8/7
1684,1977-08-08,27.8,1977,8,8,08-08,8/8
1685,1977-08-09,34.9,1977,8,9,08-09,8/9
1686,1977-08-10,29.9,1977,8,10,08-10,8/10
1687,1977-08-11,26.8,1977,8,11,08-11,8/11
1688,1977-08-12,27.7,1977,8,12,08-12,8/12
1689,1977-08-13,26.3,1977,8,13,08-13,8/13
1690,1977-08-14,21.9,1977,8,14,08-14,8/14
1691,1977-08-15,23.9,1977,8,15,08-15,8/15
1692,1977-08-16,30.0,1977,8,16,08-16,8/16
1693,1977-08-17,27.7,1977,8,17,08-17,8/17
1694,1977-08-18,26.5,1977,8,18,08-18,8/18
1695,1977-08-19,25.2,1977,8,19,08-19,8/19
1696,1977-08-20,26.5,1977,8,20,08-20,8/20
1697,1977-08-21,24.4,1977,8,21,08-21,8/21
1698,1977-08-22,21.7,1977,8,22,08-22,8/22
1699,1977-08-23,23.3,1977,8,23,08-23,8/23
1700,1977-08-24,25.2,1977,8,24,08-24,8/24
1701,1977-08-25,22.5,1977,8,25,08-25,8/25
1702,1977-08-26,27.0,1977,8,26,08-26,8/26
1703,1977-08-27,30.2,1977,8,27,08-27,8/27
1704,1977-08-28,30.7,1977,8,28,08-28,8/28
1705,1977-08-29,30.4,1977,8,29,08-29,8/29
1706,1977-08-30,29.8,1977,8,30,08-30,8/30
1707,1977-08-31,30.2,1977,8,31,08-31,8/31
1708,1977-09-01,30.6,1977,9,1,09-01,9/1
1709,1977-09-02,29.8,1977,9,2,09-02,9/2
1710,1977-09-03,30.3,1977,9,3,09-03,9/3
1711,1977-09-04,29.9,1977,9,4,09-04,9/4
1712,1977-09-05,29.7,1977,9,5,09-05,9/5
1713,1977-09-06,30.5,1977,9,6,09-06,9/6
1714,1977-09-07,30.4,1977,9,7,09-07,9/7
1715,1977-09-08,29.8,1977,9,8,09-08,9/8
1716,1977-09-09,27.8,1977,9,9,09-09,9/9
1717,1977-09-10,30.2,1977,9,10,09-10,9/10
1718,1977-09-11,31.7,1977,9,11,09-11,9/11
1719,1977-09-12,32.3,1977,9,12,09-12,9/12
1720,1977-09-13,31.8,1977,9,13,09-13,9/13
1721,1977-09-14,26.6,1977,9,14,09-14,9/14
1722,1977-09-15,29.6,1977,9,15,09-15,9/15
1723,1977-09-16,24.3,1977,9,16,09-16,9/16
1724,1977-09-17,25.1,1977,9,17,09-17,9/17
1725,1977-09-18,26.1,1977,9,18,09-18,9/18
1726,1977-09-19,23.5,1977,9,19,09-19,9/19
1727,1977-09-20,31.6,1977,9,20,09-20,9/20
1728,1977-09-21,30.0,1977,9,21,09-21,9/21
1729,1977-09-22,22.6,1977,9,22,09-22,9/22
1730,1977-09-23,21.9,1977,9,23,09-23,9/23
1731,1977-09-24,25.9,1977,9,24,09-24,9/24
1732,1977-09-25,24.5,1977,9,25,09-25,9/25
1733,1977-09-26,26.8,1977,9,26,09-26,9/26
1734,1977-09-27,26.9,1977,9,27,09-27,9/27
1735,1977-09-28,25.4,1977,9,28,09-28,9/28
1736,1977-09-29,24.8,1977,9,29,09-29,9/29
1737,1977-09-30,21.8,1977,9,30,09-30,9/30
1738,1978-06-01,28.4,1978,6,1,06-01,6/1
1739,1978-06-02,28.1,1978,6,2,06-02,6/2
1740,1978-06-03,26.6,1978,6,3,06-03,6/3
1741,1978-06-04,20.7,1978,6,4,06-04,6/4
1742,1978-06-05,26.4,1978,6,5,06-05,6/5
1743,1978-06-06,27.7,1978,6,6,06-06,6/6
1744,1978-06-07,25.3,1978,6,7,06-07,6/7
1745,1978-06-08,26.9,1978,6,8,06-08,6/8
1746,1978-06-09,26.8,1978,6,9,06-09,6/9
1747,1978-06-10,27.1,1978,6,10,06-10,6/10
1748,1978-06-11,27.0,1978,6,11,06-11,6/11
1749,1978-06-12,26.7,1978,6,12,06-12,6/12
1750,1978-06-13,27.4,1978,6,13,06-13,6/13
1751,1978-06-14,28.0,1978,6,14,06-14,6/14
1752,1978-06-15,29.4,1978,6,15,06-15,6/15
1753,1978-06-16,30.3,1978,6,16,06-16,6/16
1754,1978-06-17,30.9,1978,6,17,06-17,6/17
1755,1978-06-18,30.9,1978,6,18,06-18,6/18
1756,1978-06-19,30.4,1978,6,19,06-19,6/19
1757,1978-06-20,31.6,1978,6,20,06-20,6/20
1758,1978-06-21,30.9,1978,6,21,06-21,6/21
1759,1978-06-22,29.9,1978,6,22,06-22,6/22
1760,1978-06-23,23.8,1978,6,23,06-23,6/23
1761,1978-06-24,25.9,1978,6,24,06-24,6/24
1762,1978-06-25,27.7,1978,6,25,06-25,6/25
1763,1978-06-26,27.5,1978,6,26,06-26,6/26
1764,1978-06-27,24.6,1978,6,27,06-27,6/27
1765,1978-06-28,21.2,1978,6,28,06-28,6/28
1766,1978-06-29,27.9,1978,6,29,06-29,6/29
1767,1978-06-30,28.9,1978,6,30,06-30,6/30
1768,1978-07-01,23.8,1978,7,1,07-01,7/1
1769,1978-07-02,29.0,1978,7,2,07-02,7/2
1770,1978-07-03,29.9,1978,7,3,07-03,7/3
1771,1978-07-04,32.5,1978,7,4,07-04,7/4
1772,1978-07-05,31.9,1978,7,5,07-05,7/5
1773,1978-07-06,33.4,1978,7,6,07-06,7/6
1774,1978-07-07,31.9,1978,7,7,07-07,7/7
1775,1978-07-08,33.0,1978,7,8,07-08,7/8
1776,1978-07-09,31.4,1978,7,9,07-09,7/9
1777,1978-07-10,31.1,1978,7,10,07-10,7/10
1778,1978-07-11,29.7,1978,7,11,07-11,7/11
1779,1978-07-12,30.0,1978,7,12,07-12,7/12
1780,1978-07-13,31.7,1978,7,13,07-13,7/13
1781,1978-07-14,30.7,1978,7,14,07-14,7/14
1782,1978-07-15,30.1,1978,7,15,07-15,7/15
1783,1978-07-16,30.8,1978,7,16,07-16,7/16
1784,1978-07-17,31.4,1978,7,17,07-17,7/17
