,temp,year,date
13084,14.27,2014,10/28
13085,14.27,2014,10/29
13086,14.27,2014,10/30
13087,14.21,2014,10/31
13088,14.1,2014,11/1
13089,14.0,2014,11/2
13090,13.97,2014,11/3
13091,13.99,2014,11/4
13092,13.97,2014,11/5
13093,13.97,2014,11/6
13094,13.86,2014,11/7
13095,13.79,2014,11/8
13096,13.82,2014,11/9
13097,13.8,2014,11/10
13098,13.66,2014,11/11
13099,13.54,2014,11/12
13100,13.49,2014,11/13
13101,13.52,2014,11/14
13102,13.43,2014,11/15
13103,13.38,2014,11/16
13104,13.35,2014,11/17
13105,13.26,2014,11/18
13106,13.29,2014,11/19
13107,13.36,2014,11/20
13108,13.41,2014,11/21
13109,13.33,2014,11/22
13110,13.28,2014,11/23
13111,13.19,2014,11/24
13112,13.09,2014,11/25
13113,13.05,2014,11/26
13114,12.95,2014,11/27
13115,12.89,2014,11/28
13116,12.89,2014,11/29
13117,12.87,2014,11/30
13118,12.81,2014,12/1
13119,12.81,2014,12/2
13120,12.91,2014,12/3
13121,12.96,2014,12/4
13122,12.93,2014,12/5
13123,12.94,2014,12/6
13124,12.94,2014,12/7
13125,12.91,2014,12/8
13126,12.91,2014,12/9
13127,12.92,2014,12/10
13128,12.88,2014,12/11
13129,12.89,2014,12/12
13130,12.96,2014,12/13
13131,13.02,2014,12/14
13132,13.04,2014,12/15
13133,12.97,2014,12/16
13134,12.95,2014,12/17
13135,12.99,2014,12/18
13136,13.05,2014,12/19
13137,13.04,2014,12/20
13138,12.99,2014,12/21
13139,12.98,2014,12/22
13140,13.03,2014,12/23
13141,12.99,2014,12/24
13142,12.98,2014,12/25
13143,12.92,2014,12/26
13144,12.86,2014,12/27
13145,12.82,2014,12/28
13146,12.74,2014,12/29
13147,12.63,2014,12/30
13148,12.55,2014,12/31
13149,12.6,2015,1/1
13150,12.61,2015,1/2
13151,12.63,2015,1/3
13152,12.66,2015,1/4
13153,12.65,2015,1/5
13154,12.6,2015,1/6
13155,12.51,2015,1/7
13156,12.42,2015,1/8
13157,12.45,2015,1/9
13158,12.52,2015,1/10
13159,12.6,2015,1/11
13160,12.67,2015,1/12
13161,12.7,2015,1/13
13162,12.77,2015,1/14
13163,12.84,2015,1/15
13164,12.86,2015,1/16
13165,12.81,2015,1/17
13166,12.82,2015,1/18
13167,12.86,2015,1/19
13168,12.83,2015,1/20
13169,12.78,2015,1/21
13170,12.8,2015,1/22
13171,12.73,2015,1/23
13172,12.67,2015,1/24
13173,12.64,2015,1/25
13174,12.65,2015,1/26
13175,12.68,2015,1/27
13176,12.68,2015,1/28
13177,12.73,2015,1/29
13178,12.75,2015,1/30
13179,12.68,2015,1/31
13180,12.62,2015,2/1
13181,12.62,2015,2/2
13182,12.7,2015,2/3
13183,12.72,2015,2/4
13184,12.73,2015,2/5
13185,12.73,2015,2/6
13186,12.81,2015,2/7
13187,12.89,2015,2/8
13188,13.0,2015,2/9
13189,13.09,2015,2/10
13190,13.14,2015,2/11
13191,13.17,2015,2/12
13192,13.14,2015,2/13
13193,13.12,2015,2/14
13194,13.08,2015,2/15
13195,13.07,2015,2/16
13196,13.1,2015,2/17
13197,13.05,2015,2/18
13198,13.05,2015,2/19
13199,13.05,2015,2/20
13200,13.04,2015,2/21
13201,13.01,2015,2/22
13202,13.1,2015,2/23
13203,13.18,2015,2/24
13204,13.21,2015,2/25
13205,13.19,2015,2/26
13206,13.1,2015,2/27
13207,13.06,2015,2/28
13208,13.12,2015,3/1
13209,13.2,2015,3/2
13210,13.16,2015,3/3
13211,13.14,2015,3/4
13212,13.11,2015,3/5
13213,13.15,2015,3/6
13214,13.29,2015,3/7
13215,13.43,2015,3/8
13216,13.54,2015,3/9
13217,13.64,2015,3/10
13218,13.69,2015,3/11
13219,13.7,2015,3/12
13220,13.72,2015,3/13
13221,13.76,2015,3/14
13222,13.82,2015,3/15
13223,13.92,2015,3/16
13224,13.99,2015,3/17
13225,13.97,2015,3/18
13226,13.95,2015,3/19
13227,13.94,2015,3/20
13228,13.97,2015,3/21
13229,13.91,2015,3/22
13230,13.87,2015,3/23
13231,13.87,2015,3/24
13232,13.91,2015,3/25
13233,13.89,2015,3/26
13234,13.86,2015,3/27
13235,13.88,2015,3/28
13236,13.87,2015,3/29
13237,13.88,2015,3/30
13238,13.91,2015,3/31
13239,13.95,2015,4/1
13240,13.95,2015,4/2
13241,13.97,2015,4/3
13242,13.98,2015,4/4
13243,14.04,2015,4/5
13244,14.03,2015,4/6
13245,14.06,2015,4/7
13246,14.11,2015,4/8
13247,14.13,2015,4/9
13248,14.23,2015,4/10
13249,14.31,2015,4/11
13250,14.43,2015,4/12
13251,14.46,2015,4/13
13252,14.5,2015,4/14
13253,14.52,2015,4/15
13254,14.56,2015,4/16
13255,14.56,2015,4/17
13256,14.55,2015,4/18
13257,14.62,2015,4/19
13258,14.7,2015,4/20
13259,14.78,2015,4/21
13260,14.88,2015,4/22
13261,14.9,2015,4/23
13262,14.97,2015,4/24
13263,15.0,2015,4/25
13264,14.97,2015,4/26
13265,14.99,2015,4/27
13266,15.03,2015,4/28
13267,15.09,2015,4/29
13268,15.08,2015,4/30
13269,15.09,2015,5/1
13270,15.19,2015,5/2
13271,15.22,2015,5/3
13272,15.2,2015,5/4
13273,15.23,2015,5/5
13274,15.28,2015,5/6
13275,15.3,2015,5/7
13276,15.28,2015,5/8
13277,15.3,2015,5/9
13278,15.34,2015,5/10
13279,15.4,2015,5/11
13280,15.43,2015,5/12
13281,15.4,2015,5/13
13282,15.4,2015,5/14
13283,15.39,2015,5/15
13284,15.4,2015,5/16
13285,15.48,2015,5/17
13286,15.56,2015,5/18
13287,15.63,2015,5/19
13288,15.66,2015,5/20
13289,15.62,2015,5/21
13290,15.63,2015,5/22
13291,15.72,2015,5/23
13292,15.83,2015,5/24
13293,15.91,2015,5/25
13294,15.92,2015,5/26
13295,15.86,2015,5/27
13296,15.86,2015,5/28
13297,15.97,2015,5/29
13298,16.08,2015,5/30
13299,16.08,2015,5/31
13300,16.06,2015,6/1
13301,16.13,2015,6/2
13302,16.26,2015,6/3
13303,16.3,2015,6/4
13304,16.26,2015,6/5
13305,16.24,2015,6/6
13306,16.25,2015,6/7
13307,16.23,2015,6/8
13308,16.18,2015,6/9
13309,16.22,2015,6/10
13310,16.24,2015,6/11
13311,16.24,2015,6/12
13312,16.22,2015,6/13
13313,16.25,2015,6/14
13314,16.17,2015,6/15
13315,16.14,2015,6/16
13316,16.15,2015,6/17
13317,16.16,2015,6/18
13318,16.18,2015,6/19
13319,16.23,2015,6/20
13320,16.28,2015,6/21
13321,16.32,2015,6/22
13322,16.34,2015,6/23
13323,16.39,2015,6/24
13324,16.42,2015,6/25
13325,16.44,2015,6/26
13326,16.42,2015,6/27
13327,16.44,2015,6/28
13328,16.48,2015,6/29
13329,16.53,2015,6/30
13330,16.52,2015,7/1
13331,16.52,2015,7/2
13332,16.49,2015,7/3
13333,16.42,2015,7/4
13334,16.39,2015,7/5
13335,16.42,2015,7/6
13336,16.41,2015,7/7
13337,16.27,2015,7/8
13338,16.26,2015,7/9
13339,16.29,2015,7/10
13340,16.32,2015,7/11
13341,16.4,2015,7/12
13342,16.49,2015,7/13
13343,16.48,2015,7/14
13344,16.42,2015,7/15
13345,16.42,2015,7/16
13346,16.47,2015,7/17
13347,16.62,2015,7/18
13348,16.66,2015,7/19
13349,16.62,2015,7/20
13350,16.54,2015,7/21
13351,16.54,2015,7/22
13352,16.54,2015,7/23
13353,16.56,2015,7/24
13354,16.6,2015,7/25
13355,16.64,2015,7/26
13356,16.63,2015,7/27
13357,16.61,2015,7/28
13358,16.64,2015,7/29
13359,16.66,2015,7/30
13360,16.64,2015,7/31
13361,16.66,2015,8/1
13362,16.72,2015,8/2
13363,16.69,2015,8/3
13364,16.66,2015,8/4
13365,16.61,2015,8/5
13366,16.63,2015,8/6
13367,16.64,2015,8/7
13368,16.59,2015,8/8
13369,16.61,2015,8/9
13370,16.58,2015,8/10
13371,16.55,2015,8/11
13372,16.54,2015,8/12
13373,16.52,2015,8/13
13374,16.52,2015,8/14
13375,16.55,2015,8/15
13376,16.51,2015,8/16
13377,16.47,2015,8/17
13378,16.46,2015,8/18
13379,16.48,2015,8/19
13380,16.49,2015,8/20
13381,16.52,2015,8/21
13382,16.49,2015,8/22
13383,16.4,2015,8/23
13384,16.31,2015,8/24
13385,16.21,2015,8/25
13386,16.19,2015,8/26
13387,16.2,2015,8/27
13388,16.25,2015,8/28
13389,16.36,2015,8/29
13390,16.37,2015,8/30
13391,16.29,2015,8/31
13392,16.22,2015,9/1
13393,16.14,2015,9/2
13394,16.11,2015,9/3
13395,16.13,2015,9/4
13396,16.17,2015,9/5
13397,16.15,2015,9/6
13398,16.1,2015,9/7
13399,16.1,2015,9/8
13400,16.07,2015,9/9
13401,16.03,2015,9/10
13402,16.0,2015,9/11
13403,15.9,2015,9/12
13404,15.89,2015,9/13
13405,15.88,2015,9/14
13406,15.9,2015,9/15
13407,15.91,2015,9/16
13408,15.85,2015,9/17
13409,15.82,2015,9/18
13410,15.83,2015,9/19
13411,15.82,2015,9/20
13412,15.75,2015,9/21
13413,15.68,2015,9/22
13414,15.63,2015,9/23
13415,15.65,2015,9/24
13416,15.65,2015,9/25
13417,15.56,2015,9/26
13418,15.47,2015,9/27
13419,15.52,2015,9/28
13420,15.56,2015,9/29
13421,15.63,2015,9/30
13422,15.62,2015,10/1
13423,15.6,2015,10/2
13424,15.53,2015,10/3
13425,15.55,2015,10/4
13426,15.59,2015,10/5
13427,15.6,2015,10/6
13428,15.52,2015,10/7
13429,15.46,2015,10/8
13430,15.37,2015,10/9
13431,15.26,2015,10/10
13432,15.21,2015,10/11
13433,15.14,2015,10/12
13434,15.12,2015,10/13
13435,15.14,2015,10/14
13436,15.11,2015,10/15
13437,15.03,2015,10/16
13438,14.95,2015,10/17
13439,14.9,2015,10/18
13440,14.88,2015,10/19
13441,14.91,2015,10/20
13442,14.84,2015,10/21
13443,14.79,2015,10/22
13444,14.7,2015,10/23
13445,14.59,2015,10/24
13446,14.51,2015,10/25
13447,14.44,2015,10/26
13448,14.45,2015,10/27
13449,14.45,2015,10/28
13450,14.41,2015,10/29
13451,14.36,2015,10/30
13452,14.3,2015,10/31
13453,14.24,2015,11/1
13454,14.2,2015,11/2
13455,14.12,2015,11/3
13456,14.04,2015,11/4
13457,14.04,2015,11/5
13458,14.02,2015,11/6
13459,14.0,2015,11/7
13460,14.02,2015,11/8
13461,14.09,2015,11/9
13462,14.16,2015,11/10
13463,14.17,2015,11/11
13464,14.17,2015,11/12
13465,14.14,2015,11/13
13466,14.06,2015,11/14
13467,13.96,2015,11/15
13468,13.83,2015,11/16
13469,13.78,2015,11/17
13470,13.75,2015,11/18
13471,13.73,2015,11/19
13472,13.65,2015,11/20
13473,13.56,2015,11/21
13474,13.54,2015,11/22
13475,13.56,2015,11/23
13476,13.61,2015,11/24
13477,13.62,2015,11/25
13478,13.58,2015,11/26
13479,13.58,2015,11/27
13480,13.58,2015,11/28
13481,13.6,2015,11/29
13482,13.62,2015,11/30
13483,13.57,2015,12/1
13484,13.54,2015,12/2
13485,13.53,2015,12/3
13486,13.52,2015,12/4
13487,13.46,2015,12/5
13488,13.46,2015,12/6
13489,13.55,2015,12/7
13490,13.62,2015,12/8
13491,13.63,2015,12/9
13492,13.61,2015,12/10
13493,13.51,2015,12/11
13494,13.41,2015,12/12
13495,13.31,2015,12/13
13496,13.26,2015,12/14
13497,13.21,2015,12/15
13498,13.16,2015,12/16
13499,13.05,2015,12/17
13500,13.02,2015,12/18
13501,12.95,2015,12/19
13502,12.9,2015,12/20
13503,12.93,2015,12/21
13504,13.03,2015,12/22
13505,13.13,2015,12/23
13506,13.11,2015,12/24
13507,13.03,2015,12/25
13508,13.01,2015,12/26
13509,13.06,2015,12/27
13510,13.09,2015,12/28
13511,13.15,2015,12/29
13512,13.2,2015,12/30
13513,13.21,2015,12/31
13514,13.23,2016,1/1
13515,13.22,2016,1/2
13516,13.19,2016,1/3
13517,13.2,2016,1/4
13518,13.19,2016,1/5
13519,13.24,2016,1/6
13520,13.28,2016,1/7
13521,13.28,2016,1/8
13522,13.22,2016,1/9
13523,13.22,2016,1/10
13524,13.25,2016,1/11
13525,13.3,2016,1/12
13526,13.24,2016,1/13
13527,13.2,2016,1/14
13528,13.19,2016,1/15
13529,13.1,2016,1/16
13530,13.02,2016,1/17
13531,12.86,2016,1/18
13532,12.82,2016,1/19
13533,12.89,2016,1/20
13534,12.95,2016,1/21
13535,12.96,2016,1/22
13536,12.91,2016,1/23
13537,12.86,2016,1/24
13538,12.84,2016,1/25
13539,12.88,2016,1/26
13540,12.91,2016,1/27
13541,12.92,2016,1/28
13542,12.97,2016,1/29
13543,13.07,2016,1/30
13544,13.17,2016,1/31
13545,13.21,2016,2/1
13546,13.24,2016,2/2
13547,13.18,2016,2/3
13548,13.21,2016,2/4
13549,13.22,2016,2/5
13550,13.23,2016,2/6
13551,13.24,2016,2/7
13552,13.22,2016,2/8
13553,13.28,2016,2/9
13554,13.25,2016,2/10
13555,13.28,2016,2/11
13556,13.31,2016,2/12
13557,13.3,2016,2/13
13558,13.29,2016,2/14
13559,13.38,2016,2/15
13560,13.51,2016,2/16
13561,13.58,2016,2/17
13562,13.61,2016,2/18
13563,13.62,2016,2/19
13564,13.61,2016,2/20
13565,13.64,2016,2/21
13566,13.73,2016,2/22
13567,13.73,2016,2/23
13568,13.8,2016,2/24
13569,13.83,2016,2/25
13570,13.89,2016,2/26
13571,13.93,2016,2/27
13572,13.97,2016,2/28
13574,13.96,2016,3/1
13575,13.93,2016,3/2
13576,13.92,2016,3/3
13577,13.93,2016,3/4
13578,13.97,2016,3/5
13579,14.01,2016,3/6
13580,13.98,2016,3/7
13581,13.95,2016,3/8
13582,13.91,2016,3/9
13583,13.96,2016,3/10
13584,14.03,2016,3/11
13585,14.08,2016,3/12
13586,14.05,2016,3/13
13587,14.01,2016,3/14
13588,14.06,2016,3/15
13589,14.05,2016,3/16
13590,14.09,2016,3/17
13591,14.1,2016,3/18
13592,14.09,2016,3/19
13593,14.13,2016,3/20
13594,14.18,2016,3/21
13595,14.19,2016,3/22
13596,14.21,2016,3/23
13597,14.23,2016,3/24
13598,14.27,2016,3/25
13599,14.21,2016,3/26
13600,14.23,2016,3/27
13601,14.31,2016,3/28
13602,14.44,2016,3/29
13603,14.53,2016,3/30
13604,14.53,2016,3/31
13605,14.5,2016,4/1
13606,14.47,2016,4/2
13607,14.51,2016,4/3
13608,14.57,2016,4/4
13609,14.55,2016,4/5
13610,14.56,2016,4/6
13611,14.64,2016,4/7
13612,14.7,2016,4/8
13613,14.68,2016,4/9
13614,14.73,2016,4/10
13615,14.76,2016,4/11
13616,14.78,2016,4/12
13617,14.85,2016,4/13
13618,14.96,2016,4/14
13619,15.01,2016,4/15
13620,14.97,2016,4/16
13621,14.98,2016,4/17
13622,15.14,2016,4/18
13623,15.28,2016,4/19
13624,15.37,2016,4/20
13625,15.39,2016,4/21
13626,15.38,2016,4/22
13627,15.31,2016,4/23
13628,15.28,2016,4/24
13629,15.28,2016,4/25
13630,15.26,2016,4/26
13631,15.25,2016,4/27
13632,15.24,2016,4/28
13633,15.29,2016,4/29
13634,15.28,2016,4/30
13635,15.28,2016,5/1
13636,15.32,2016,5/2
13637,15.47,2016,5/3
13638,15.57,2016,5/4
13639,15.65,2016,5/5
13640,15.67,2016,5/6
13641,15.68,2016,5/7
13642,15.65,2016,5/8
13643,15.67,2016,5/9
13644,15.69,2016,5/10
13645,15.66,2016,5/11
13646,15.65,2016,5/12
13647,15.68,2016,5/13
13648,15.68,2016,5/14
13649,15.7,2016,5/15
13650,15.7,2016,5/16
13651,15.75,2016,5/17
13652,15.83,2016,5/18
13653,15.86,2016,5/19
13654,15.84,2016,5/20
13655,15.88,2016,5/21
13656,15.97,2016,5/22
13657,15.98,2016,5/23
13658,15.92,2016,5/24
13659,15.96,2016,5/25
13660,16.09,2016,5/26
13661,16.12,2016,5/27
13662,16.05,2016,5/28
13663,16.05,2016,5/29
13664,16.06,2016,5/30
13665,16.07,2016,5/31
13666,16.11,2016,6/1
13667,16.12,2016,6/2
13668,16.16,2016,6/3
13669,16.22,2016,6/4
13670,16.28,2016,6/5
13671,16.31,2016,6/6
13672,16.27,2016,6/7
13673,16.24,2016,6/8
13674,16.19,2016,6/9
13675,16.23,2016,6/10
13676,16.26,2016,6/11
13677,16.22,2016,6/12
13678,16.19,2016,6/13
13679,16.22,2016,6/14
13680,16.26,2016,6/15
13681,16.33,2016,6/16
13682,16.36,2016,6/17
13683,16.36,2016,6/18
13684,16.37,2016,6/19
13685,16.36,2016,6/20
13686,16.36,2016,6/21
13687,16.35,2016,6/22
13688,16.45,2016,6/23
13689,16.53,2016,6/24
13690,16.55,2016,6/25
13691,16.61,2016,6/26
13692,16.57,2016,6/27
13693,16.55,2016,6/28
13694,16.6,2016,6/29
13695,16.66,2016,6/30
13696,16.64,2016,7/1
13697,16.62,2016,7/2
13698,16.64,2016,7/3
13699,16.67,2016,7/4
13700,16.68,2016,7/5
13701,16.62,2016,7/6
13702,16.6,2016,7/7
13703,16.62,2016,7/8
13704,16.66,2016,7/9
13705,16.67,2016,7/10
13706,16.65,2016,7/11
13707,16.67,2016,7/12
13708,16.71,2016,7/13
13709,16.75,2016,7/14
13710,16.79,2016,7/15
13711,16.75,2016,7/16
13712,16.76,2016,7/17
13713,16.8,2016,7/18
13714,16.82,2016,7/19
13715,16.88,2016,7/20
13716,16.88,2016,7/21
13717,16.87,2016,7/22
13718,16.83,2016,7/23
13719,16.78,2016,7/24
13720,16.77,2016,7/25
13721,16.82,2016,7/26
13722,16.77,2016,7/27
13723,16.69,2016,7/28
13724,16.62,2016,7/29
13725,16.64,2016,7/30
13726,16.75,2016,7/31
13727,16.77,2016,8/1
13728,16.7,2016,8/2
13729,16.67,2016,8/3
13730,16.65,2016,8/4
13731,16.7,2016,8/5
13732,16.69,2016,8/6
13733,16.73,2016,8/7
13734,16.76,2016,8/8
13735,16.76,2016,8/9
13736,16.76,2016,8/10
13737,16.76,2016,8/11
13738,16.85,2016,8/12
13739,16.92,2016,8/13
13740,16.92,2016,8/14
13741,16.91,2016,8/15
13742,16.89,2016,8/16
13743,16.83,2016,8/17
13744,16.72,2016,8/18
13745,16.6,2016,8/19
13746,16.58,2016,8/20
13747,16.55,2016,8/21
13748,16.54,2016,8/22
13749,16.51,2016,8/23
13750,16.44,2016,8/24
13751,16.39,2016,8/25
13752,16.37,2016,8/26
13753,16.35,2016,8/27
13754,16.32,2016,8/28
13755,16.34,2016,8/29
13756,16.37,2016,8/30
13757,16.37,2016,8/31
13758,16.3,2016,9/1
13759,16.22,2016,9/2
13760,16.17,2016,9/3
13761,16.12,2016,9/4
13762,16.12,2016,9/5
13763,16.13,2016,9/6
13764,16.11,2016,9/7
13765,16.15,2016,9/8
13766,16.13,2016,9/9
13767,16.08,2016,9/10
13768,16.07,2016,9/11
13769,16.04,2016,9/12
13770,16.01,2016,9/13
13771,16.0,2016,9/14
13772,16.04,2016,9/15
13773,16.05,2016,9/16
13774,16.02,2016,9/17
13775,16.02,2016,9/18
13776,15.95,2016,9/19
13777,15.9,2016,9/20
13778,15.87,2016,9/21
13779,15.84,2016,9/22
13780,15.78,2016,9/23
13781,15.76,2016,9/24
13782,15.69,2016,9/25
13783,15.64,2016,9/26
13784,15.63,2016,9/27
13785,15.63,2016,9/28
13786,15.61,2016,9/29
13787,15.58,2016,9/30
13788,15.52,2016,10/1
13789,15.41,2016,10/2
13790,15.34,2016,10/3
13791,15.29,2016,10/4
13792,15.34,2016,10/5
13793,15.37,2016,10/6
13794,15.35,2016,10/7
13795,15.32,2016,10/8
13796,15.22,2016,10/9
13797,15.11,2016,10/10
13798,15.09,2016,10/11
13799,15.12,2016,10/12
13800,15.1,2016,10/13
13801,15.08,2016,10/14
13802,15.08,2016,10/15
13803,15.03,2016,10/16
13804,14.98,2016,10/17
13805,14.89,2016,10/18
13806,14.79,2016,10/19
13807,14.68,2016,10/20
13808,14.49,2016,10/21
13809,14.43,2016,10/22
13810,14.48,2016,10/23
13811,14.52,2016,10/24
13812,14.53,2016,10/25
13813,14.45,2016,10/26
13814,14.36,2016,10/27
13815,14.3,2016,10/28
13816,14.32,2016,10/29
13817,14.32,2016,10/30
13818,14.37,2016,10/31
13819,14.39,2016,11/1
13820,14.39,2016,11/2
13821,14.43,2016,11/3
13822,14.42,2016,11/4
13823,14.43,2016,11/5
13824,14.41,2016,11/6
13825,14.24,2016,11/7
13826,14.12,2016,11/8
13827,14.06,2016,11/9
13828,14.03,2016,11/10
13829,13.99,2016,11/11
13830,13.93,2016,11/12
13831,13.88,2016,11/13
13832,13.86,2016,11/14
13833,13.84,2016,11/15
13834,13.78,2016,11/16
13835,13.76,2016,11/17
13836,13.73,2016,11/18
13837,13.61,2016,11/19
13838,13.53,2016,11/20
13839,13.45,2016,11/21
13840,13.39,2016,11/22
13841,13.37,2016,11/23
13842,13.41,2016,11/24
13843,13.45,2016,11/25
13844,13.45,2016,11/26
13845,13.48,2016,11/27
13846,13.46,2016,11/28
13847,13.45,2016,11/29
13848,13.45,2016,11/30
13849,13.46,2016,12/1
13850,13.43,2016,12/2
13851,13.46,2016,12/3
13852,13.46,2016,12/4
13853,13.36,2016,12/5
13854,13.23,2016,12/6
13855,13.13,2016,12/7
13856,13.11,2016,12/8
13857,13.06,2016,12/9
13858,13.01,2016,12/10
13859,13.07,2016,12/11
13860,13.12,2016,12/12
13861,13.1,2016,12/13
13862,13.02,2016,12/14
13863,12.9,2016,12/15
13864,12.87,2016,12/16
13865,12.92,2016,12/17
13866,12.98,2016,12/18
13867,13.0,2016,12/19
13868,13.0,2016,12/20
13869,13.06,2016,12/21
13870,13.05,2016,12/22
13871,13.04,2016,12/23
13872,13.06,2016,12/24
13873,13.04,2016,12/25
13874,13.0,2016,12/26
13875,13.02,2016,12/27
13876,13.08,2016,12/28
13877,13.09,2016,12/29
13878,13.12,2016,12/30
13879,13.13,2016,12/31
13880,13.16,2017,1/1
13881,13.16,2017,1/2
13882,13.1,2017,1/3
13883,13.01,2017,1/4
13884,12.85,2017,1/5
13885,12.73,2017,1/6
13886,12.59,2017,1/7
13887,12.56,2017,1/8
13888,12.64,2017,1/9
13889,12.7,2017,1/10
13890,12.73,2017,1/11
13891,12.79,2017,1/12
13892,12.68,2017,1/13
13893,12.65,2017,1/14
13894,12.74,2017,1/15
13895,12.77,2017,1/16
13896,12.85,2017,1/17
13897,12.92,2017,1/18
13898,13.02,2017,1/19
13899,13.11,2017,1/20
13900,13.19,2017,1/21
13901,13.19,2017,1/22
13902,13.15,2017,1/23
13903,13.08,2017,1/24
13904,13.1,2017,1/25
13905,13.1,2017,1/26
13906,13.12,2017,1/27
13907,13.14,2017,1/28
13908,13.17,2017,1/29
13909,13.1,2017,1/30
13910,13.12,2017,1/31
13911,13.19,2017,2/1
13912,13.21,2017,2/2
13913,13.2,2017,2/3
13914,13.22,2017,2/4
13915,13.21,2017,2/5
13916,13.16,2017,2/6
13917,13.14,2017,2/7
13918,13.16,2017,2/8
13919,13.1,2017,2/9
13920,13.08,2017,2/10
13921,13.16,2017,2/11
13922,13.2,2017,2/12
13923,13.22,2017,2/13
13924,13.26,2017,2/14
13925,13.33,2017,2/15
13926,13.37,2017,2/16
13927,13.33,2017,2/17
13928,13.32,2017,2/18
13929,13.38,2017,2/19
13930,13.36,2017,2/20
13931,13.38,2017,2/21
13932,13.44,2017,2/22
13933,13.47,2017,2/23
13934,13.45,2017,2/24
13935,13.39,2017,2/25
13936,13.47,2017,2/26
13937,13.54,2017,2/27
13938,13.6,2017,2/28
13939,13.64,2017,3/1
13940,13.64,2017,3/2
13941,13.62,2017,3/3
13942,13.63,2017,3/4
13943,13.69,2017,3/5
13944,13.71,2017,3/6
13945,13.72,2017,3/7
13946,13.75,2017,3/8
13947,13.84,2017,3/9
13948,13.78,2017,3/10
13949,13.7,2017,3/11
13950,13.69,2017,3/12
13951,13.71,2017,3/13
13952,13.78,2017,3/14
13953,13.82,2017,3/15
13954,13.82,2017,3/16
13955,13.88,2017,3/17
13956,14.01,2017,3/18
13957,14.11,2017,3/19
13958,14.19,2017,3/20
13959,14.28,2017,3/21
13960,14.33,2017,3/22
13961,14.32,2017,3/23
13962,14.31,2017,3/24
13963,14.3,2017,3/25
13964,14.3,2017,3/26
13965,14.4,2017,3/27
13966,14.53,2017,3/28
13967,14.58,2017,3/29
13968,14.53,2017,3/30
13969,14.5,2017,3/31
13970,14.51,2017,4/1
13971,14.55,2017,4/2
13972,14.63,2017,4/3
13973,14.62,2017,4/4
13974,14.64,2017,4/5
13975,14.62,2017,4/6
13976,14.6,2017,4/7
13977,14.63,2017,4/8
13978,14.61,2017,4/9
13979,14.59,2017,4/10
13980,14.57,2017,4/11
13981,14.66,2017,4/12
13982,14.72,2017,4/13
13983,14.75,2017,4/14
13984,14.77,2017,4/15
13985,14.76,2017,4/16
13986,14.8,2017,4/17
13987,14.85,2017,4/18
13988,14.91,2017,4/19
13989,14.9,2017,4/20
13990,14.89,2017,4/21
13991,14.93,2017,4/22
13992,14.98,2017,4/23
13993,15.01,2017,4/24
13994,15.0,2017,4/25
13995,14.98,2017,4/26
13996,14.95,2017,4/27
13997,14.96,2017,4/28
13998,15.05,2017,4/29
13999,15.1,2017,4/30
14000,15.17,2017,5/1
14001,15.2,2017,5/2
14002,15.23,2017,5/3
14003,15.27,2017,5/4
14004,15.36,2017,5/5
14005,15.43,2017,5/6
14006,15.5,2017,5/7
14007,15.56,2017,5/8
14008,15.56,2017,5/9
14009,15.52,2017,5/10
14010,15.58,2017,5/11
14011,15.6,2017,5/12
14012,15.57,2017,5/13
14013,15.65,2017,5/14
14014,15.76,2017,5/15
14015,15.84,2017,5/16
14016,15.83,2017,5/17
14017,15.81,2017,5/18
14018,15.83,2017,5/19
14019,15.86,2017,5/20
14020,15.93,2017,5/21
14021,15.96,2017,5/22
14022,16.0,2017,5/23
14023,16.02,2017,5/24
14024,16.08,2017,5/25
14025,16.18,2017,5/26
14026,16.25,2017,5/27
14027,16.25,2017,5/28
14028,16.22,2017,5/29
14029,16.2,2017,5/30
14030,16.2,2017,5/31
14031,16.15,2017,6/1
14032,16.13,2017,6/2
14033,16.16,2017,6/3
14034,16.16,2017,6/4
14035,16.15,2017,6/5
14036,16.14,2017,6/6
14037,16.15,2017,6/7
14038,16.13,2017,6/8
14039,16.15,2017,6/9
14040,16.19,2017,6/10
14041,16.22,2017,6/11
14042,16.23,2017,6/12
14043,16.26,2017,6/13
14044,16.32,2017,6/14
14045,16.39,2017,6/15
14046,16.43,2017,6/16
14047,16.43,2017,6/17
14048,16.45,2017,6/18
14049,16.48,2017,6/19
14050,16.45,2017,6/20
14051,16.43,2017,6/21
14052,16.45,2017,6/22
14053,16.45,2017,6/23
14054,16.46,2017,6/24
14055,16.5,2017,6/25
14056,16.53,2017,6/26
14057,16.5,2017,6/27
14058,16.46,2017,6/28
14059,16.47,2017,6/29
14060,16.49,2017,6/30
14061,16.51,2017,7/1
14062,16.47,2017,7/2
14063,16.43,2017,7/3
14064,16.44,2017,7/4
14065,16.46,2017,7/5
14066,16.55,2017,7/6
14067,16.62,2017,7/7
14068,16.6,2017,7/8
14069,16.55,2017,7/9
14070,16.57,2017,7/10
14071,16.6,2017,7/11
14072,16.67,2017,7/12
14073,16.71,2017,7/13
14074,16.72,2017,7/14
14075,16.69,2017,7/15
14076,16.65,2017,7/16
14077,16.64,2017,7/17
14078,16.59,2017,7/18
14079,16.58,2017,7/19
14080,16.59,2017,7/20
14081,16.62,2017,7/21
14082,16.66,2017,7/22
14083,16.74,2017,7/23
